GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
50.913532,-3.478752,0,0,2799.999,0,0 / 20,62,2020-03-21 14:28:57:374,0.5213,-0.3607,8.7236,0.1776,-0.1507,9.8039,0.0277,0.1689,0.3388,-17.42,34.52,1.43,247.12,-30.06,1.44
50.913532,-3.478752,0,0,2799.999,0,Jan-20,562,2020-03-21 14:28:57:874,0.8961,-0.7735,7.965,0.228,0.1398,9.803,0.8959,-0.6727,1.6672,-38.12,22.4,3.51,207.76,-29.93,-16.42
50.913532,-3.478752,0,0,2799.999,0,Jan-20,1062,2020-03-21 14:28:58:374,-0.2615,-1.0728,8.3355,0.3141,-0.1855,9.7999,0.1982,0.1167,2.2137,-27.63,-8.52,-7.99,165.68,-3.9,-13.04
50.913532,-3.478752,0,0,2799.999,0,Jan-20,1562,2020-03-21 14:28:58:874,1.205,-1.7712,7.6187,-0.0199,0.1285,9.8058,-0.7084,0.5428,0.6253,-4.74,-43.22,-28.39,114.56,14.57,-17.67
50.913532,-3.478752,0,0,2799.999,0,Jan-20,2061,2020-03-21 14:28:59:373,1.3797,0.0812,5.5782,0.2003,-0.6797,9.781,0.3217,-2.3217,1.2656,-9.15,-59.3,-0.55,102.45,2.22,-36.25
50.913532,-3.478752,0,0,2799.999,0,Jan-20,2561,2020-03-21 14:28:59:873,-0.1681,-0.2408,9.8768,-0.0096,-0.0029,9.8066,-0.0011,-0.0026,0.0011,-11.54,-58.19,8.97,103.5,-0.94,-44.57
50.913532,-3.478752,0,0,2799.999,0,Jan-20,3062,2020-03-21 14:29:00:374,-0.011,-0.1882,9.9161,-0.0128,-0.0063,9.8066,0.0003,-0.001,0.0005,-11.77,-57.98,9.97,103.52,-0.83,-45.39
50.913532,-3.478752,0,0,2799.999,0,Jan-20,3562,2020-03-21 14:29:00:874,0.0377,-0.1451,9.8515,-0.0078,-0.0041,9.8066,-0.002,0.0012,0.0005,-11.17,-58.09,10.05,102.53,-0.71,-45.92
50.913532,-3.478752,0,0,2799.999,0,Jan-20,4061,2020-03-21 14:29:01:373,-2.2957,1.0928,7.6911,0.001,-0.009,9.8066,0.1333,-0.1543,0.2082,-11.4,-57.85,11.08,103.05,-0.12,-47.76
50.913532,-3.478752,0,0,2799.999,0,Jan-20,4562,2020-03-21 14:29:01:874,0.1905,-0.0607,15.273,0.3569,0.2146,9.7978,0.6233,-0.3216,0.4884,-11.23,-40.94,-37.17,121.86,6.88,-18.82
50.913532,-3.478752,0,0,2799.999,0,Jan-20,5062,2020-03-21 14:29:02:374,-0.0198,0.1356,9.3753,-0.0986,0.3234,9.8008,-0.0073,-0.2172,0.1656,-27.53,-35.1,-39.21,126.24,-9.58,-10.19
50.913532,-3.478752,0,0,2799.999,0,Jan-20,5563,2020-03-21 14:29:02:875,1.7973,-10.0834,25.9746,0.4636,-0.8957,9.7547,1.5095,-2.5646,2.4512,-22.56,-34.63,-42.6,116.69,-8.14,-3.02
50.913532,-3.478752,0,0,2799.999,0,Jan-20,6061,2020-03-21 14:29:03:373,0.125,0.178,9.7298,0.0066,-0.0027,9.8066,-0.0011,-0.0047,-0.0011,-22.18,-30.63,-46.29,114.05,-9.49,1.03
