GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
50.986195,-3.21749,91,2.4,12,218.8,Aug-21,88,2019-08-31 08:25:31:810,-0.234,-0.267,9.5482,-0.0168,-0.054,9.8065,-0.0138,-0.0309,-0.0245,-14.05,8.59,-57.7,208.19,-1.29,2.17
50.986195,-3.21749,91,2.4,12,218.8,Aug-21,187,2019-08-31 08:25:31:909,-0.5791,0.0054,9.1971,-0.0496,-0.0171,9.8065,0.0011,-0.0309,-0.0277,-13.53,9.03,-57.75,209.48,-1.52,1.94
50.986195,-3.21749,91,2.4,12,218.8,Aug-21,288,2019-08-31 08:25:32:010,0.3604,-0.0934,10.9572,-0.0545,0.0106,9.8065,0.0256,0.0703,-0.0362,-14.22,8.81,-57.62,209.9,-1.82,1.99
50.986195,-3.21749,91,2.4,12,218.8,Aug-21,388,2019-08-31 08:25:32:110,-0.1044,0.0765,10.0397,-0.084,0.0161,9.8063,-0.0128,0,-0.0405,-13.97,9,-57.65,209.5,-2.2,2.32
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,487,2019-08-31 08:25:32:209,-0.417,0.128,9.4672,-0.0255,-0.0102,9.8066,-0.0341,0.0309,-0.032,-13.97,8.78,-57.69,209.5,-2.2,2.32
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,588,2019-08-31 08:25:32:310,-0.6936,-0.2091,10.3623,-0.0918,-0.0708,9.806,-0.0447,0.0501,-0.0213,-13.97,8.78,-57.69,209.5,-2.2,2.32
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,688,2019-08-31 08:25:32:410,-0.6217,-0.5496,9.7543,-0.0639,-0.0741,9.8062,-0.0447,0.0501,-0.0213,-14.54,9.1,-57.5,209.26,-2.87,2.22
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,788,2019-08-31 08:25:32:510,-0.4776,-0.4554,9.6018,-0.1219,-0.1392,9.8049,-0.0043,0.0341,-0.0181,-14.25,8.8,-57.62,215.39,-3.89,1.86
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,888,2019-08-31 08:25:32:610,-0.3509,0.0053,9.523,-0.0224,0.0049,9.8066,0.0085,-0.0181,-0.0479,-14.35,9.29,-57.51,216.5,-4.23,1.82
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,988,2019-08-31 08:25:32:710,-0.3397,0.0102,9.6797,-0.0373,0.0089,9.8066,-0.0469,-0.0075,-0.017,-14.35,9.29,-57.51,216.5,-4.23,1.82
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,1089,2019-08-31 08:25:32:811,0.0092,-0.1312,9.9005,0.0216,-0.0237,9.8066,-0.0426,-0.0075,-0.0064,-14.07,9.07,-57.62,216.25,-4.37,1.99
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,1187,2019-08-31 08:25:32:909,-0.0168,-0.068,9.8383,0.0675,-0.0569,9.8063,-0.0149,-0.0426,-0.0256,-14.02,8.58,-57.7,217.83,-4.25,1.49
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,1288,2019-08-31 08:25:33:010,0.0641,-0.4385,9.6829,-0.0012,-0.0014,9.8067,0.0373,-0.0117,-0.0298,-14.02,8.58,-57.7,217.83,-4.25,1.49
50.986187,-3.217505,92,2.02,12,91.2,Aug-21,1388,2019-08-31 08:25:33:110,-0.182,0.2616,10.0933,-0.0205,0.0309,9.8066,0.0448,-0.0075,-0.0192,-13.8,8.81,-57.72,217.87,-4.26,1.48
50.98618,-3.217493,91,2.21,12,92.6,Jul-20,1488,2019-08-31 08:25:33:210,0.0393,0.0205,9.6692,-0.0474,0.0551,9.8064,0.0448,-0.0075,-0.0192,-13.75,8.55,-57.77,216.3,-4.28,1.91
50.98618,-3.217493,91,2.21,12,92.6,Jul-20,1588,2019-08-31 08:25:33:310,-0.2712,0.0675,9.4071,-0.022,0.005,9.8066,-0.017,0.0085,0.0085,-14.07,8.84,-57.65,216.3,-4.28,1.91
50.98618,-3.217493,91,2.21,12,92.6,Jul-20,1688,2019-08-31 08:25:33:410,-0.4811,0.2291,9.4991,-0.0497,-0.0014,9.8065,-0.0298,0.0266,0.0064,-14.07,8.84,-57.65,216.3,-4.28,1.91
50.98618,-3.217493,91,2.21,12,92.6,Jul-20,1787,2019-08-31 08:25:33:509,-0.0262,-0.362,9.6835,-0.0683,-0.0437,9.8063,-0.0362,0.017,-0.0032,-14.02,8.58,-57.7,217.62,-4.75,1.94
50.98618,-3.217493,91,2.21,12,92.6,Jul-20,1889,2019-08-31 08:25:33:611,-0.0509,0.0396,10.1372,0.0271,-0.0214,9.8066,-0.0319,-0.0426,-0.0064,-13.86,8.85,-57.7,218.85,-4.86,1.72
