GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,26,2019-08-12 10:24:42:516,-0.3272,-0.3691,9.8484,-0.312,-0.4242,9.7925,-0.0009,-0.0012,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,127,2019-08-12 10:24:42:617,-0.2799,-0.4313,9.8616,-0.3065,-0.4249,9.7926,-0.0009,-0.0001,0.0004
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,227,2019-08-12 10:24:42:717,-0.3398,-0.3829,9.767,-0.3086,-0.4259,9.7925,-0.0009,-0.0001,0.0004
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,327,2019-08-12 10:24:42:817,-0.2841,-0.5002,9.8873,-0.3101,-0.4237,9.7926,0.0013,-0.0001,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,426,2019-08-12 10:24:42:916,-0.3404,-0.3547,9.9879,-0.3115,-0.4177,9.7928,-0.0009,-0.0001,0.0004
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,526,2019-08-12 10:24:43:016,-0.3069,-0.5139,9.7915,-0.3103,-0.4227,9.7926,-0.0009,-0.0023,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,627,2019-08-12 10:24:43:117,-0.3362,-0.3475,9.7389,-0.3134,-0.4245,9.7924,-0.0009,0.0009,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,727,2019-08-12 10:24:43:217,-0.2793,-0.4403,9.7748,-0.3137,-0.4192,9.7927,-0.004,-0.0023,-0.0017
45.62667,0.225799,226.32,0,10.72,205.7,Sep-20,827,2019-08-12 10:24:43:317,-0.3338,-0.4493,9.7856,-0.3072,-0.4172,9.793,-0.0019,-0.0001,0.0004
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,927,2019-08-12 10:24:43:417,-0.3643,-0.3625,9.6892,-0.3147,-0.4246,9.7924,0.0013,-0.0012,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1027,2019-08-12 10:24:43:517,-0.3584,-0.32,9.4617,-0.3137,-0.4307,9.7922,-0.0136,-0.0225,-0.0017
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1127,2019-08-12 10:24:43:617,-0.3649,-0.4792,10.1124,-0.3027,-0.4128,9.7933,0.0002,0.0041,-0.0017
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1227,2019-08-12 10:24:43:717,-0.2746,-0.3625,9.8406,-0.3105,-0.4206,9.7927,-0.0062,0.0105,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1327,2019-08-12 10:24:43:817,-0.2201,-0.4858,9.7562,-0.3117,-0.4221,9.7926,-0.004,0.0009,0.0015
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1427,2019-08-12 10:24:43:917,-0.3003,-0.4433,9.7939,-0.308,-0.4305,9.7924,0.0013,-0.0023,0.0015
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1527,2019-08-12 10:24:44:017,-0.3661,-0.3799,9.8837,-0.3132,-0.4303,9.7922,-0.0009,0.0009,-0.0038
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1628,2019-08-12 10:24:44:118,-0.3069,-0.5367,9.8765,-0.3157,-0.4276,9.7922,-0.0009,-0.0001,0.0026
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1727,2019-08-12 10:24:44:217,-0.274,-0.4553,9.7467,-0.3111,-0.4299,9.7923,-0.0019,-0.0023,-0.0006
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1827,2019-08-12 10:24:44:317,-0.3063,-0.4236,9.7784,-0.3041,-0.4437,9.7919,-0.003,-0.0001,-0.0038
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,1927,2019-08-12 10:24:44:417,-0.268,-0.4511,9.8777,-0.3029,-0.4545,9.7914,-0.0019,-0.0012,-0.0017
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2027,2019-08-12 10:24:44:517,-0.2919,-0.4834,9.9214,-0.3083,-0.4549,9.7912,-0.0009,-0.0012,-0.006
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2127,2019-08-12 10:24:44:617,-0.6109,-0.2266,9.3271,-0.3398,-0.4343,9.7911,0.0087,0.0105,0.0047
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2227,2019-08-12 10:24:44:717,-1.1532,-0.0471,9.8897,-0.3901,-0.4251,9.7897,-0.0072,0.0148,0.0175
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2326,2019-08-12 10:24:44:816,-0.9605,-0.3434,9.9322,-0.4163,-0.4239,9.7886,-0.0072,0.0052,0.0185
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2427,2019-08-12 10:24:44:917,-0.9162,-0.1913,9.7131,-0.4396,-0.4237,9.7876,-0.003,-0.0076,0.0356
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2527,2019-08-12 10:24:45:017,-1.0096,-0.1722,10.0004,-0.534,-0.3745,9.7849,-0.0104,-0.0076,0.0484
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2627,2019-08-12 10:24:45:117,-1.0425,-0.0064,9.6425,-0.6606,-0.3022,9.7797,-0.0094,-0.0065,0.0675
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2727,2019-08-12 10:24:45:217,-1.1939,0.0421,9.8083,-0.7115,-0.2773,9.7769,-0.0243,-0.0108,0.091
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2827,2019-08-12 10:24:45:317,-1.2711,0.0571,9.8616,-0.7314,-0.2669,9.7757,-0.0126,-0.0087,0.1251
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,2927,2019-08-12 10:24:45:417,-1.2077,0.0176,9.7251,-0.7885,-0.2265,9.7723,-0.0126,-0.0129,0.1581
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3027,2019-08-12 10:24:45:517,-1.1784,-0.1728,10.086,-0.8604,-0.1894,9.767,-0.0349,-0.0172,0.1794
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3128,2019-08-12 10:24:45:618,-1.3029,-0.3906,9.8789,-0.8554,-0.2078,9.7671,-0.0264,-0.0236,0.19
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3227,2019-08-12 10:24:45:717,-1.3448,-0.241,9.6048,-0.8515,-0.227,9.767,-0.0254,-0.031,0.2327
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3327,2019-08-12 10:24:45:817,-1.2897,-0.2422,9.3456,-0.8544,-0.2227,9.7668,-0.0232,-0.0204,0.2422
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3427,2019-08-12 10:24:45:917,-1.556,-0.3104,9.843,-0.8684,-0.2739,9.7643,-0.0797,-0.0278,0.2817
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3527,2019-08-12 10:24:46:017,-1.3214,-0.4439,9.9406,-0.8695,-0.2811,9.764,-0.0062,-0.0385,0.2955
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3628,2019-08-12 10:24:46:118,-0.8707,-0.6528,10.0926,-0.8358,-0.2958,9.7665,-0.0232,-0.0587,0.3275
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3727,2019-08-12 10:24:46:217,-0.6319,-1.4836,9.6054,-0.7978,-0.3037,9.7694,0.0013,-0.0555,0.3211
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3827,2019-08-12 10:24:46:317,-0.8468,-1.3405,9.4384,-0.7554,-0.31,9.7726,-0.0104,-0.0427,0.3296
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,3927,2019-08-12 10:24:46:417,-0.4553,-0.8138,9.5671,-0.74,-0.3534,9.7723,-0.0541,-0.0204,0.3115
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4026,2019-08-12 10:24:46:516,-1.0102,-1.6536,9.2582,-0.7545,-0.4419,9.7676,-0.0701,0.0095,0.2327
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4126,2019-08-12 10:24:46:616,-0.7312,-1.908,9.928,-0.7615,-0.5092,9.7638,-0.036,-0.0087,0.2348
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4227,2019-08-12 10:24:46:717,-0.8132,-1.2579,9.6096,-0.7474,-0.5293,9.7638,0.013,-0.0172,0.2582
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4326,2019-08-12 10:24:46:816,-0.5439,-0.7887,10.4529,-0.7397,-0.5437,9.7636,-0.0147,-0.0001,0.2603
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4427,2019-08-12 10:24:46:917,-0.6091,-1.1969,9.9771,-0.7355,-0.5517,9.7635,-0.0243,-0.0236,0.2433
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4528,2019-08-12 10:24:47:018,-0.3739,-0.7623,9.7101,-0.7136,-0.5799,9.7634,-0.036,-0.031,0.238
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4627,2019-08-12 10:24:47:117,-0.4254,-1.4094,9.6605,-0.6588,-0.6429,9.7634,-0.052,-0.0555,0.2486
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4727,2019-08-12 10:24:47:217,-0.1321,-1.2436,9.8436,-0.6212,-0.6711,9.7639,-0.0179,-0.0523,0.2476
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4827,2019-08-12 10:24:47:317,-0.4978,-1.2328,9.5743,-0.5961,-0.707,9.763,-0.0254,-0.03,0.2465
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,4927,2019-08-12 10:24:47:417,-0.3236,-1.2789,9.4312,-0.5874,-0.7308,9.7617,-0.0211,-0.0182,0.2635
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5026,2019-08-12 10:24:47:516,-0.6738,-1.2029,9.3097,-0.6052,-0.747,9.7594,0.0077,0.0041,0.254
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5127,2019-08-12 10:24:47:617,-0.5822,-1.7559,10.0058,-0.6081,-0.7324,9.7603,0.0545,-0.0214,0.2337
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5226,2019-08-12 10:24:47:716,-0.6989,-0.5923,9.2217,-0.5588,-0.7106,9.7649,0.0034,-0.0587,0.2657
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5327,2019-08-12 10:24:47:817,-0.5996,-0.2069,9.2121,-0.5504,-0.7506,9.7624,-0.101,-0.0204,0.2785
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5427,2019-08-12 10:24:47:917,-0.1034,-1.316,9.8472,-0.5508,-0.8833,9.7512,-0.117,-0.03,0.2625
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5527,2019-08-12 10:24:48:017,-0.6002,-2.1486,10.6511,-0.5416,-0.9601,9.7445,-0.0765,-0.0396,0.2593
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5627,2019-08-12 10:24:48:117,-0.7043,-1.9708,10.5583,-0.5317,-1.0449,9.7363,-0.0179,-0.0406,0.2359
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5727,2019-08-12 10:24:48:217,-0.5224,-1.9971,9.7496,-0.5181,-1.0435,9.7372,0.0141,-0.0353,0.2849
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5827,2019-08-12 10:24:48:317,-0.4134,-1.2615,9.8269,-0.5196,-1.0334,9.7382,0.0098,-0.0236,0.2795
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,5928,2019-08-12 10:24:48:418,-0.3416,-1.3298,9.6401,-0.5577,-1.093,9.7296,-0.068,0.0095,0.2827
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6027,2019-08-12 10:24:48:517,-0.5439,-1.7068,10.0112,-0.5713,-1.1037,9.7276,-0.0009,-0.0193,0.287
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6127,2019-08-12 10:24:48:617,-0.3937,-2.297,9.8945,-0.5578,-1.1106,9.7276,-0.004,-0.0427,0.2881
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6227,2019-08-12 10:24:48:717,-0.4505,-1.2771,9.7077,-0.5435,-1.1239,9.7269,0.0098,-0.0427,0.2795
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6327,2019-08-12 10:24:48:817,-0.1842,-1.2113,9.5743,-0.5546,-1.1148,9.7273,-0.0285,0.0063,0.3125
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6427,2019-08-12 10:24:48:917,-0.7241,-0.5127,9.1942,-0.5904,-1.1718,9.7185,-0.1191,0.0084,0.3296
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6526,2019-08-12 10:24:49:016,-0.7959,-2.1719,9.1409,-0.6486,-1.283,9.7007,-0.1212,0.0041,0.3189
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6627,2019-08-12 10:24:49:117,-0.4984,-1.9104,9.8694,-0.6916,-1.3721,9.6855,-0.0861,0.0116,0.3402
45.62667,0.225799,226.32,0,10.72,205.7,0 / 20,6727,2019-08-12 10:24:49:217,-1.2681,-2.5065,9.4288,-0.7676,-1.386,9.6778,0.0055,0.002,0.3594
