GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,28,2019-08-12 13:19:45:464,-2.5358,-0.6146,9.4976,-2.5301,-0.6239,9.4541,-0.0002,0.0004,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,128,2019-08-12 13:19:45:564,-2.543,-0.6146,9.4557,-2.5274,-0.6194,9.4551,0.0009,-0.0007,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,228,2019-08-12 13:19:45:664,-2.5251,-0.6265,9.439,-2.5277,-0.6183,9.4551,-0.0002,-0.0007,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,328,2019-08-12 13:19:45:764,-2.5287,-0.6289,9.4833,-2.5292,-0.6206,9.4545,-0.0002,-0.0007,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,427,2019-08-12 13:19:45:863,-2.5442,-0.605,9.4928,-2.5306,-0.6226,9.454,-0.0002,-0.0017,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,528,2019-08-12 13:19:45:964,-2.5538,-0.6206,9.4581,-2.5304,-0.6204,9.4542,-0.0002,-0.0007,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,628,2019-08-12 13:19:46:064,-2.5191,-0.6206,9.3875,-2.5316,-0.6203,9.4539,-0.0002,0.0004,-0.0008
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,727,2019-08-12 13:19:46:163,-2.5298,-0.6146,9.4665,-2.5318,-0.6223,9.4537,-0.0002,-0.0007,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,827,2019-08-12 13:19:46:263,-2.5251,-0.6577,9.5671,-2.5308,-0.6226,9.454,-0.0002,0.0004,-0.0008
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,928,2019-08-12 13:19:46:364,-2.5741,-0.5966,9.4749,-2.5341,-0.6201,9.4533,0.0009,0.0015,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1028,2019-08-12 13:19:46:464,-2.5251,-0.6289,9.439,-2.5317,-0.6223,9.4538,-0.0002,-0.0007,-0.0019
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1127,2019-08-12 13:19:46:563,-2.5251,-0.5966,9.4055,-2.53,-0.6214,9.4543,-0.0002,0.0015,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1227,2019-08-12 13:19:46:663,-2.5358,-0.6265,9.5419,-2.5313,-0.622,9.4539,0.0009,-0.0007,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1327,2019-08-12 13:19:46:763,-2.5634,-0.5811,9.4833,-2.5297,-0.6189,9.4545,-0.0002,0.0004,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1427,2019-08-12 13:19:46:863,-2.5083,-0.6768,9.4821,-2.5252,-0.6208,9.4556,0.0009,0.0004,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1527,2019-08-12 13:19:46:963,-2.5574,-0.6218,9.3707,-2.5297,-0.6233,9.4542,-0.0013,0.0015,0.0002
46.430428,-0.504429,100.58,0.33,11.792,178.8,0 / 22,1627,2019-08-12 13:19:47:063,-2.4963,-0.5978,9.524,-2.5291,-0.6199,9.4546,0.0009,-0.0017,0.0002
