GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.49089,-2.197581,351.61,45.86,32.258064,108.2,16 / 24,54,2019-09-28 13:31:57:743,-1.2863,0.8726,9.1251,-0.3467,-0.1219,9.7998,0.081,-0.049,0.0032,-12.93,-17.69,-23.03,127.04,2.03,0.71
52.49089,-2.197581,351.61,45.86,32.258064,108.2,16 / 24,554,2019-09-28 13:31:58:243,-0.0353,0.3267,9.0416,-0.3032,-0.1849,9.8002,-0.0053,0.0586,0.0533,-12.25,-18.01,-22.22,124.76,2.27,1.34
52.490856,-2.197419,351.61,45.79,32.258064,107.4,16 / 24,1054,2019-09-28 13:31:58:743,-0.7617,0.4399,10.8811,-0.2358,-0.2245,9.8012,-0.0192,-0.0586,-0.0352,-12.93,-17.32,-22.59,127.69,1.38,1.31
52.490856,-2.197419,351.61,45.79,32.258064,107.4,16 / 24,1554,2019-09-28 13:31:59:243,1.1468,-0.2027,9.277,0.0328,-0.113,9.8059,-0.0043,-0.0117,0.0128,-12.93,-18.07,-22.65,125.69,0.09,0.38
52.490826,-2.19724,351.61,46.04,32.258064,107.7,16 / 24,2053,2019-09-28 13:31:59:742,1.6423,-1.1498,10.0046,0.2584,0.0007,9.8032,0.0469,0.016,-0.0756,-13.68,-17.69,-22.59,125.1,-0.7,0.24
52.490826,-2.19724,351.61,46.04,32.258064,107.7,16 / 24,2554,2019-09-28 13:32:00:243,0.7132,0.8348,10.7686,0.3997,0.3578,9.792,-0.0384,-0.032,0.0181,-13.31,-18.38,-23.03,125.05,-2.14,-1.81
52.490784,-2.197048,351.61,46.51,32.258064,108.8,16 / 24,3054,2019-09-28 13:32:00:743,0.478,1.4824,10.6325,0.5058,0.2712,9.7898,-0.0543,0.0916,0.0107,-14.43,-17.69,-23.4,126.39,-2.78,-1.4
52.490784,-2.197048,351.61,46.51,32.258064,108.8,16 / 24,3553,2019-09-28 13:32:01:242,2.472,-0.1666,9.6162,0.4641,0.4665,9.7845,-0.049,-0.0831,-0.0394,-14.81,-18.38,-23.84,126.7,-3.11,-2.38
52.490757,-2.196873,351.61,47.2,32.258064,110.2,16 / 24,4053,2019-09-28 13:32:01:742,0.0586,0.4739,9.2076,0.5848,0.3571,9.7827,0.0373,-0.0138,-0.0352,-15.87,-17.69,-23.03,130.29,-3.6,-2.25
52.490757,-2.196873,351.61,47.2,32.258064,110.2,16 / 24,4554,2019-09-28 13:32:02:243,0.4152,-0.0331,10.1317,0.4342,0.2778,9.7931,0.1023,-0.0937,-0.0629,-15.18,-16.57,-22.22,130.27,-2.98,-1.81
52.49072,-2.196694,348.39,48.38,32.258064,111.6,16 / 24,5053,2019-09-28 13:32:02:742,-0.6497,1.5177,9.5512,0.5126,0.4486,9.783,-0.1214,-0.0298,-0.0032,-15.87,-17.32,-22.59,132.44,-2.91,-2.05
