,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
1279,1518262959.0,41.238895733,-8.5657337,106.8,1.440,244.10,3.9,?,?
1280,1518262960.0,41.2388854,-8.565737133,105.9,0.360,96.30,2.1,?,?
1281,1518262961.0,41.238890867,-8.565730583,107.2,0.412,71.50,1.8,?,?
1282,1518262962.0,41.238898883,-8.565718183,109.5,0.206,77.00,1.8,?,?
1283,1518262963.0,41.238903117,-8.56570505,111.3,0.206,76.10,1.8,?,?
1284,1518262964.0,41.2389063,-8.565694783,112.7,0.206,69.80,1.8,?,?
1285,1518262965.0,41.2389087,-8.565689183,113.6,0.206,69.60,1.7,?,?
1286,1518262966.0,41.238910317,-8.565683333,114.4,0.206,65.00,1.7,?,?
1287,1518262967.0,41.2389074,-8.565674133,115.2,0.257,200.50,1.7,?,?
1288,1518262968.0,41.238885783,-8.56568065,116.0,2.881,195.50,1.7,?,?
1289,1518262969.0,41.238856333,-8.5656736,116.2,3.395,154.70,1.5,?,?
1290,1518262970.0,41.2388366,-8.565646783,114.2,4.476,97.60,1.7,?,?
1291,1518262971.0,41.238847117,-8.5656208,113.5,4.064,68.30,1.6,?,?
1292,1518262972.0,41.238861817,-8.565574583,111.5,5.247,56.80,1.6,?,?
1293,1518262973.0,41.23888405,-8.5655162,109.6,6.328,55.40,1.6,?,?
1294,1518262974.0,41.23891825,-8.565443067,108.5,7.665,56.20,2.8,4.2,5.0
1295,1518262975.0,41.2389466,-8.565353483,107.7,8.643,62.00,2.8,4.2,5.0
1296,1518262976.0,41.238971267,-8.5652369,107.6,10.237,70.10,2.5,?,?
1297,1518262977.0,41.23899795,-8.565102467,106.4,11.935,74.60,2.5,?,?
1298,1518262978.0,41.239006333,-8.564961083,104.6,12.913,80.80,2.5,?,?
1299,1518262979.0,41.239018967,-8.564813083,102.3,13.530,82.40,2.5,?,?
1300,1518262980.0,41.239004517,-8.5646546,99.1,13.993,88.20,2.5,?,?
1301,1518262994.0,41.238987817,-8.564508733,95.8,?,?,11.0,?,?
1302,1518262995.0,41.236789967,-8.561530717,60.5,23.510,6.60,28.5,0.1,28.5
1303,1518262996.0,41.23726995,-8.5615536,60.5,22.584,3.60,28.5,0.1,28.5
1304,1518262997.0,41.23758585,-8.561557333,60.5,27.883,358.80,28.5,0.1,28.5
1305,1518262998.0,41.240954067,-8.562158617,109.8,19.549,0.00,2.7,4.2,5.0
1306,1518262999.0,41.241132883,-8.562164917,109.2,19.652,358.70,2.7,4.2,5.0
1307,1518263000.0,41.241307883,-8.562171133,108.4,19.703,358.70,2.7,4.2,5.0
1308,1518263001.0,41.241482217,-8.562179383,108.0,19.652,358.30,2.7,4.2,5.0
1309,1518263002.0,41.241654933,-8.562192567,107.7,19.652,357.20,2.7,4.2,5.0
1310,1518263003.0,41.241811017,-8.56223525,107.6,18.520,351.10,2.7,4.2,5.0
1311,1518263004.0,41.241947783,-8.562299983,108.9,17.080,345.40,2.5,?,?
1312,1518263005.0,41.242072067,-8.562367,109.7,15.176,341.20,2.5,?,?
1313,1518263006.0,41.24217615,-8.562406567,109.2,12.450,345.10,1.6,?,?
1314,1518263007.0,41.242284533,-8.56239875,111.8,11.678,5.00,1.6,?,?
1315,1518263008.0,41.242383533,-8.5623827,107.8,11.626,15.00,1.8,2.6,3.1
1316,1518263009.0,41.242484983,-8.5623251,107.1,12.604,26.50,1.8,2.6,3.1
1317,1518263010.0,41.24257955,-8.562237817,107.0,13.273,37.30,1.8,2.6,3.1
1318,1518263011.0,41.242659867,-8.5621305,107.3,13.684,48.40,1.8,2.6,3.1
1319,1518263012.0,41.242723267,-8.561992183,106.8,14.044,62.00,1.1,1.4,1.8
1320,1518263013.0,41.2427628,-8.561825483,106.5,15.022,75.60,1.1,1.4,1.8
1321,1518263014.0,41.242793583,-8.561641083,106.0,16.256,79.80,1.1,1.4,1.8
1322,1518263015.0,41.2428194,-8.5614423,105.6,17.491,80.70,1.0,?,?
1323,1518263016.0,41.2428452,-8.561227683,105.1,18.777,81.20,1.5,?,?
1324,1518263017.0,41.2428758,-8.560997367,104.5,20.115,80.50,1.5,?,?
1325,1518263018.0,41.242913,-8.5607518,103.5,21.555,79.40,1.5,?,?
1326,1518263019.0,41.242954417,-8.560492967,102.5,22.687,78.50,1.8,?,?
1327,1518263020.0,41.242998933,-8.560232033,101.2,22.738,77.30,1.8,?,?
1328,1518263021.0,41.243044517,-8.559968383,99.4,22.790,77.10,1.8,?,?
1329,1518263022.0,41.243093383,-8.559693133,98.5,23.562,76.90,1.2,?,?
1330,1518263023.0,41.2431448,-8.559411633,97.2,24.436,77.00,1.2,?,?
1331,1518263024.0,41.243223517,-8.55912575,95.8,25.259,76.90,0.9,?,?
1332,1518263025.0,41.243254983,-8.558828867,99.0,25.208,77.70,0.9,?,?
1333,1518263026.0,41.243304617,-8.558536883,99.4,25.053,76.50,1.0,?,?
1334,1518263027.0,41.243356283,-8.5582487,99.8,24.693,76.70,1.2,1.5,1.9
1335,1518263028.0,41.24340535,-8.557963183,100.4,24.590,77.10,1.2,1.5,1.9
1336,1518263029.0,41.243456383,-8.557678533,101.8,24.333,77.30,1.1,1.4,1.8
1337,1518263030.0,41.243506817,-8.557395483,103.7,24.179,77.30,1.0,?,?
1338,1518263031.0,41.243553317,-8.5571122,105.3,24.025,77.60,1.0,?,?
1339,1518263032.0,41.243602017,-8.556828367,105.5,24.127,77.50,0.9,?,?
1340,1518263033.0,41.243652617,-8.5565445,105.0,24.333,77.20,0.9,?,?
