,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
29308,51.8714,-2.155818,60,23.26,10.0,212.9,,16 / 24,2930845,2019-08-16 12:18:15:214,0.4584,-0.4432,8.4675,-0.0259,-0.011,9.8066,-0.0117,0.0,-0.0373,-24.17,16.91,-5.48,215.22,2.5,-0.61
29309,51.8714,-2.155818,60,23.26,10.0,212.9,,16 / 24,2930945,2019-08-16 12:18:15:314,0.2265,0.0111,9.6984,0.0243,-0.0002,9.8066,0.0234,0.0245,-0.0096,-23.84,17.33,-5.61,215.16,2.61,-0.7
29310,51.8714,-2.155818,60,23.26,10.0,212.9,,16 / 24,2931046,2019-08-16 12:18:15:415,-0.0166,-0.2021,9.7502,0.0173,0.0259,9.8066,-0.033,-0.0426,-0.016,-23.84,17.33,-5.61,215.16,2.61,-0.7
29311,51.8714,-2.155818,60,23.26,10.0,212.9,,16 / 24,2931146,2019-08-16 12:18:15:515,0.2037,0.1798,9.6069,0.0176,-0.0063,9.8066,-0.0075,0.0533,-0.0096,-22.94,18.29,-6.28,217.84,2.78,-0.63
29312,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931246,2019-08-16 12:18:15:615,0.4123,-0.2801,9.712,0.0238,-0.031,9.8066,0.0224,0.0458,0.0053,-23.09,17.67,-7.36,217.84,2.78,-0.63
29313,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931346,2019-08-16 12:18:15:715,0.3797,-0.2024,9.853,0.019,-0.0301,9.8066,-0.0192,0.0011,0.0192,-24.02,16.81,-6.34,215.17,2.76,-0.84
29314,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931446,2019-08-16 12:18:15:815,-0.0539,-0.0778,9.2334,-0.0139,0.0193,9.8066,-0.0192,0.0011,0.0192,-24.02,16.81,-6.34,215.17,2.76,-0.84
29315,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931545,2019-08-16 12:18:15:914,-0.2745,-0.0044,9.43,-0.0069,0.0047,9.8066,-0.0266,-0.0458,0.0021,-23.37,18.09,-5.15,217.89,2.76,-0.7
29316,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931645,2019-08-16 12:18:16:014,-0.3035,0.0159,10.2882,-0.0023,0.0071,9.8066,0.0096,0.0117,0.0117,-23.57,18.04,-4.34,216.76,2.73,-0.66
29317,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931745,2019-08-16 12:18:16:114,-0.1177,0.2881,9.8454,0.0036,0.0277,9.8066,0.0149,0.0288,0.0085,-24.02,16.81,-6.34,216.76,2.73,-0.66
29318,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931845,2019-08-16 12:18:16:214,-0.2621,0.2699,9.1709,0.0072,0.0427,9.8066,-0.0075,-0.0266,0.016,-24.02,16.81,-6.34,216.76,2.73,-0.66
29319,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2931945,2019-08-16 12:18:16:314,-0.3624,-0.0835,9.3761,-0.0031,0.0098,9.8066,-0.0288,-0.0437,0.0096,-23.1,18.38,-5.35,217.85,2.92,-0.49
29320,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2932045,2019-08-16 12:18:16:414,-0.2576,0.3535,9.821,0.0049,0.0077,9.8066,-0.0053,0.0128,-0.0032,-23.72,17.24,-6.35,217.85,2.92,-0.49
29321,51.87122,-2.156,61,23.46,11.0,213.1,,16 / 24,2932145,2019-08-16 12:18:16:514,-0.4583,0.1337,9.9329,0.0097,-0.0184,9.8066,0.0149,0.0128,-0.0298,-23.72,17.24,-6.35,215.09,2.97,-0.47
29322,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932245,2019-08-16 12:18:16:614,-0.519,-0.0354,9.7308,0.0012,-0.0271,9.8066,0.0149,0.0128,-0.0298,-23.53,17.79,-5.45,216.7,2.95,-0.59
29323,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932345,2019-08-16 12:18:16:714,-0.3175,0.2417,9.5543,-0.0044,-0.0408,9.8066,-0.033,-0.0277,-0.0064,-23.34,16.97,-8.19,216.22,2.79,-0.77
29324,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932446,2019-08-16 12:18:16:815,-0.4317,-0.0325,10.954,-0.0071,0.0037,9.8066,-0.0181,-0.0107,0.0085,-23.65,17.43,-6.09,215.15,2.77,-0.73
29325,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932546,2019-08-16 12:18:16:915,-0.1917,0.0413,9.7262,0.0028,0.0282,9.8066,0.0341,0.0288,0.0106,-23.65,17.43,-6.09,215.15,2.77,-0.73
29326,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932645,2019-08-16 12:18:17:014,-0.4916,0.0362,10.3849,-0.0107,0.0107,9.8066,-0.0138,0.0213,0.0042,-22.52,18.11,-8.05,217.71,2.9,-0.49
29327,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932746,2019-08-16 12:18:17:115,0.6294,-0.0624,9.0941,0.0083,0.0036,9.8066,-0.0138,0.0213,0.0042,-23.65,17.43,-6.09,215.08,2.89,-0.41
29328,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932846,2019-08-16 12:18:17:215,-0.1655,-0.0983,9.5426,0.02,0.0247,9.8066,0.0213,0.0341,0.0138,-23.41,18.12,-4.87,215.08,2.89,-0.41
29329,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2932946,2019-08-16 12:18:17:315,-0.0394,0.3378,9.1087,0.0387,0.0517,9.8064,-0.0064,-0.0043,-0.0107,-22.95,17.56,-8.05,217.62,3.25,-0.29
29330,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2933045,2019-08-16 12:18:17:414,-0.5439,0.2624,9.9554,0.0086,0.005,9.8066,-0.0064,-0.0245,-0.0117,-23.3,17.17,-7.88,216.04,3.3,-0.3
29331,51.87104,-2.156198,60,24.03,11.0,212.7,,16 / 24,2933145,2019-08-16 12:18:17:514,0.1019,0.0166,9.7211,0.0062,0.0105,9.8066,0.0128,-0.0192,0.0074,-23.15,17.72,-7.08,216.04,3.3,-0.3
29332,51.870865,-2.156382,60,23.38,11.0,212.9,,18 / 24,2933245,2019-08-16 12:18:17:614,-0.0346,0.0849,9.6623,-0.004,0.0131,9.8066,-0.0053,0.0799,-0.0288,-23.15,17.72,-7.08,216.04,3.3,-0.3
