,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
4734,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,473445,2019-08-16 11:37:17:814,-0.0141,-0.072,10.13,-0.0019,-0.0038,9.8066,-0.016,0.0089,-0.0085,-23.84,1.04,-18.19,182.36,8.2,-0.27
4735,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,473547,2019-08-16 11:37:17:916,-0.0435,-0.0411,10.2934,0.0039,-0.0027,9.8066,-0.0107,0.0004,-0.0085,-24.19,-0.05,-17.74,180.19,8.21,-0.28
4736,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,473645,2019-08-16 11:37:18:014,0.0055,0.1698,10.5409,0.0133,0.0088,9.8066,0.0,-0.0071,-0.0075,-24.19,-0.05,-17.74,180.19,8.21,-0.28
4737,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,473745,2019-08-16 11:37:18:114,0.1834,-0.0748,10.1481,0.0106,0.0036,9.8066,0.001,-0.006,-0.0011,-24.08,0.5,-17.89,180.15,8.29,-0.22
4738,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,473845,2019-08-16 11:37:18:214,0.1525,0.0947,10.1759,0.0156,-0.0034,9.8066,-0.0022,-0.0049,0.0011,-24.37,0.96,-17.46,182.34,8.38,-0.24
4739,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,473945,2019-08-16 11:37:18:314,0.1477,0.0428,9.7176,0.0037,-0.0046,9.8066,-0.0022,-0.0049,0.0011,-24.37,0.96,-17.46,182.34,8.38,-0.24
4740,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,474046,2019-08-16 11:37:18:415,0.2934,-0.0651,10.0895,0.0091,-0.0042,9.8066,-0.0064,0.0004,-0.0096,-24.18,0.98,-17.73,182.36,8.4,-0.27
4741,52.11496,-1.940938,81,6.5,13.0,191.9,,13 / 25,474145,2019-08-16 11:37:18:514,-0.0134,0.104,9.5777,0.0138,0.0025,9.8066,0.0031,0.0025,0.0011,-24.07,0.95,-17.88,182.35,8.48,-0.26
4742,52.11495,-1.940926,80,5.18,13.0,191.3,,13 / 25,474245,2019-08-16 11:37:18:614,0.196,-0.0483,10.1497,-0.0068,0.0123,9.8066,0.0319,0.0078,0.0138,-23.75,1.48,-18.27,182.35,8.48,-0.26
4743,52.11495,-1.940926,80,5.18,13.0,191.3,,13 / 25,474345,2019-08-16 11:37:18:714,-0.0506,0.0147,9.9398,-0.0127,0.0281,9.8066,-0.0139,0.0174,-0.0107,-23.62,2.1,-18.38,184.4,8.41,-0.09
