,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
12347,52.034863,-1.99256,87,20.93,14.0,200.6,,13 / 25,1234746,2019-08-16 11:49:59:115,-0.2972,0.7539,11.509,-0.0656,0.0357,9.8064,0.0639,0.0301,-0.016,-16.57,7.31,-23.91,201.46,4.41,-0.92
12348,52.034863,-1.99256,87,20.93,14.0,200.6,,13 / 25,1234845,2019-08-16 11:49:59:214,-0.7344,0.5153,11.0727,0.0151,0.0746,9.8064,0.0437,-0.0242,0.0128,-16.68,8.42,-23.47,203.87,4.13,-0.59
12349,52.034863,-1.99256,87,20.93,14.0,200.6,,13 / 25,1234946,2019-08-16 11:49:59:315,0.3943,-0.4139,9.4679,0.0517,0.0893,9.8061,-0.0074,-0.0455,-0.0107,-15.69,8.11,-24.25,204.36,4.62,-0.23
12350,52.034863,-1.99256,87,20.93,14.0,200.6,,13 / 25,1235045,2019-08-16 11:49:59:414,0.2008,-0.2587,8.3583,0.0117,-0.0407,9.8066,-0.0383,0.0376,-0.0245,-16.75,8.04,-23.56,204.36,4.62,-0.23
12351,52.034863,-1.99256,87,20.93,14.0,200.6,,13 / 25,1235146,2019-08-16 11:49:59:515,0.4082,-0.3096,10.3815,-0.0082,-0.0859,9.8063,0.0202,-0.004,-0.0149,-16.75,8.04,-23.56,204.36,4.62,-0.23
12352,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235245,2019-08-16 11:49:59:614,-0.0576,0.2672,9.8317,-0.003,-0.0656,9.8064,-0.0224,0.0131,-0.0043,-16.56,7.95,-23.72,203.66,4.44,-0.57
12353,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235345,2019-08-16 11:49:59:714,-0.2361,0.1642,9.5832,0.007,-0.0373,9.8066,-0.1012,0.0567,-0.0543,-15.93,8.43,-23.98,204.83,4.57,-0.62
12354,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235445,2019-08-16 11:49:59:814,-0.2318,-0.6014,10.3755,0.0173,-0.1161,9.8059,-0.1012,0.0567,-0.0543,-15.93,8.43,-23.98,204.83,4.57,-0.62
12355,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235545,2019-08-16 11:49:59:914,-0.4457,0.4008,7.1733,0.0004,-0.0032,9.8067,0.0117,0.0184,-0.0352,-16.45,8.1,-23.74,205.65,4.38,-1.28
12356,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235645,2019-08-16 11:50:00:014,-0.2774,0.0553,7.0502,-0.0242,-0.0044,9.8066,0.0991,-0.1627,-0.0267,-16.14,7.18,-24.25,202.99,4.24,-1.24
12357,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235745,2019-08-16 11:50:00:114,-0.8333,-0.2005,9.1508,-0.0656,-0.0198,9.8064,0.0469,0.0195,0.0032,-16.14,7.18,-24.25,202.99,4.24,-1.24
12358,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235846,2019-08-16 11:50:00:215,-0.2486,0.1716,9.4318,-0.0419,-0.0138,9.8066,0.1161,-0.0285,-0.0512,-15.96,8.45,-23.95,205.83,3.84,-1.2
12359,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1235945,2019-08-16 11:50:00:314,-0.046,0.5506,9.748,-0.0611,0.0218,9.8064,0.016,-0.053,0.0042,-16.27,8.21,-23.83,205.66,3.58,-0.93
12360,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1236046,2019-08-16 11:50:00:415,-0.0177,-0.0844,8.588,0.0554,0.0336,9.8064,-0.0043,-0.0093,-0.0224,-16.27,8.21,-23.83,205.66,3.58,-0.93
12361,52.034695,-1.99268,87,20.81,14.0,202.0,,13 / 25,1236145,2019-08-16 11:50:00:514,0.4735,-0.2498,10.9265,0.0093,-0.0038,9.8066,-0.0128,0.0599,-0.0341,-16.12,8.33,-23.89,205.43,3.95,-0.89
12362,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236245,2019-08-16 11:50:00:614,0.4307,-0.0247,10.6054,-0.0042,-0.0389,9.8066,-0.0128,0.0599,-0.0341,-15.74,8.56,-24.06,208.3,3.83,-1.09
12363,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236346,2019-08-16 11:50:00:715,-0.4543,-0.1247,9.7357,-0.0575,0.0018,9.8065,0.0202,0.0131,-0.0075,-15.74,8.56,-24.06,208.3,3.83,-1.09
12364,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236445,2019-08-16 11:50:00:814,-0.3777,0.3028,10.1704,-0.0153,-0.0084,9.8066,0.0416,0.0067,-0.0149,-16.39,8.49,-23.65,205.67,3.54,-0.92
12365,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236545,2019-08-16 11:50:00:914,-0.0942,-0.035,8.8838,-0.0032,-0.0503,9.8065,-0.0362,0.0014,-0.0117,-16.68,8.42,-23.47,204.53,3.44,-0.92
12366,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236646,2019-08-16 11:50:01:015,-0.1713,-0.3128,9.705,-0.0003,-0.0862,9.8063,-0.0309,0.0344,-0.0192,-16.68,8.42,-23.47,204.53,3.44,-0.92
12367,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236745,2019-08-16 11:50:01:114,-0.3004,-0.1687,9.4003,0.0475,0.0033,9.8065,-0.0213,-0.0231,-0.0245,-16.39,9.75,-23.16,211.45,3.23,-1.38
12368,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236846,2019-08-16 11:50:01:215,0.262,0.0341,9.902,0.0901,-0.0224,9.8062,0.0394,0.0035,-0.0362,-16.42,8.5,-23.62,209.15,3.61,-1.77
12369,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1236946,2019-08-16 11:50:01:315,0.2378,0.0735,10.6703,0.0145,-0.0361,9.8066,-0.0011,0.0014,-0.0394,-16.42,8.5,-23.62,209.15,3.61,-1.77
12370,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1237045,2019-08-16 11:50:01:414,-0.1565,0.0327,9.9756,-0.0205,-0.0079,9.8066,-0.0011,0.0014,-0.0394,-16.11,8.95,-23.68,209.4,3.58,-2.0
12371,52.034546,-1.992773,87,20.24,13.0,202.8,,13 / 25,1237146,2019-08-16 11:50:01:515,0.2808,-0.1564,11.3992,-0.0682,-0.0018,9.8064,0.0213,0.0514,-0.0245,-16.04,9.33,-23.57,209.4,3.23,-1.81
12372,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237245,2019-08-16 11:50:01:614,-0.3752,0.3751,8.6874,-0.0469,0.0137,9.8065,0.0234,-0.0125,-0.0437,-16.35,8.89,-23.53,209.4,3.23,-1.81
12373,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237345,2019-08-16 11:50:01:714,-0.3987,0.1785,10.5406,-0.0142,0.0102,9.8066,0.0149,0.0152,-0.0245,-16.37,9.09,-23.44,209.3,3.03,-1.6
12374,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237445,2019-08-16 11:50:01:814,-0.0272,0.1338,10.4336,0.0013,0.0227,9.8066,0.0117,-0.0711,-0.0394,-16.37,9.09,-23.44,209.3,3.03,-1.6
12375,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237546,2019-08-16 11:50:01:915,-0.2026,0.4875,9.7993,0.0169,0.0118,9.8066,-0.016,-0.0295,-0.0394,-16.35,8.89,-23.53,209.14,3.1,-1.49
12376,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237645,2019-08-16 11:50:02:014,0.3488,0.4423,10.5441,0.0341,0.0279,9.8066,0.0224,-0.069,-0.0405,-15.8,9.19,-23.78,209.14,3.1,-1.49
12377,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237745,2019-08-16 11:50:02:114,0.76,-0.2847,9.5045,0.0154,0.0253,9.8066,0.033,0.0397,-0.0096,-15.54,9.45,-23.86,208.96,3.25,-1.41
12378,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237845,2019-08-16 11:50:02:214,0.697,0.0558,9.736,-0.0251,0.0031,9.8066,0.0266,0.0248,-0.0011,-15.54,9.45,-23.86,208.96,3.25,-1.41
12379,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1237945,2019-08-16 11:50:02:314,-0.0482,0.3743,9.0725,-0.0357,0.0233,9.8066,0.0266,0.0248,-0.0011,-15.61,9.12,-23.94,208.79,3.13,-1.19
12380,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1238045,2019-08-16 11:50:02:414,0.0616,-0.1237,9.8959,-0.0113,-0.0056,9.8066,-0.0522,-0.0082,-0.016,-16.04,9.54,-23.49,208.79,3.13,-1.19
12381,52.034393,-1.992902,87,20.17,13.0,204.7,,13 / 25,1238145,2019-08-16 11:50:02:514,-0.1929,0.0817,9.816,0.0145,0.0091,9.8066,0.0202,-0.0125,-0.0362,-16.21,9.65,-23.32,211.56,3.04,-1.39
12382,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238245,2019-08-16 11:50:02:614,-0.0166,-0.0132,10.0165,0.0235,0.035,9.8066,0.032,-0.0136,-0.0213,-15.66,9.78,-23.64,211.56,3.04,-1.39
12383,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238345,2019-08-16 11:50:02:714,-0.0454,0.1549,10.4194,0.0417,0.0794,9.8062,0.0394,0.0014,0.0021,-15.66,9.78,-23.64,211.56,3.04,-1.39
12384,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238446,2019-08-16 11:50:02:815,-0.6308,0.0845,10.6075,0.0002,0.016,9.8066,-0.0053,0.0354,-0.0032,-15.53,9.28,-23.93,208.53,3.49,-1.12
12385,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238545,2019-08-16 11:50:02:914,-0.1146,0.328,10.2422,-0.047,0.0005,9.8065,0.0032,0.0898,0.0032,-16.11,8.95,-23.68,208.53,3.49,-1.12
12386,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238645,2019-08-16 11:50:03:014,0.081,-0.3426,10.2607,-0.0213,-0.008,9.8066,0.0362,-0.0072,-0.016,-16.04,9.33,-23.57,208.52,3.25,-0.99
12387,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238745,2019-08-16 11:50:03:114,-0.0951,0.1311,9.6585,-0.0214,0.0045,9.8066,0.0362,-0.0072,-0.016,-16.17,9.83,-23.28,211.02,3.15,-0.91
12388,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238846,2019-08-16 11:50:03:215,-0.2774,0.0604,10.2603,-0.0039,0.0083,9.8066,-0.0117,0.0365,-0.0107,-16.17,9.83,-23.28,211.02,3.15,-0.91
12389,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1238946,2019-08-16 11:50:03:315,0.1722,0.2423,9.1614,-0.0157,0.0157,9.8066,-0.0149,-0.0231,-0.0064,-16.55,10.27,-22.82,209.51,3.12,-0.78
12390,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1239046,2019-08-16 11:50:03:415,-0.0283,0.1488,9.4498,0.0233,0.0388,9.8065,0.016,0.0163,-0.0426,-15.92,9.72,-23.5,209.51,3.12,-0.78
12391,52.034203,-1.99302,87,20.6,13.0,204.2,,13 / 25,1239146,2019-08-16 11:50:03:515,-0.4734,0.3194,9.8201,0.0083,0.0245,9.8066,0.0107,-0.0658,-0.0192,-15.89,10.08,-23.36,210.66,3.35,-0.65
12392,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239245,2019-08-16 11:50:03:614,-0.3749,0.3055,9.8616,-0.0024,0.0192,9.8066,0.0021,0.0418,-0.0128,-16.05,10.22,-23.2,210.66,3.35,-0.65
12393,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239345,2019-08-16 11:50:03:714,-0.1671,-0.1779,9.7077,-0.0105,0.0021,9.8066,-0.0256,-0.0338,-0.0309,-15.66,9.78,-23.64,210.58,3.3,-0.61
12394,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239445,2019-08-16 11:50:03:814,0.0969,-0.1638,10.7939,0.0352,-0.0162,9.8066,-0.0213,-0.0466,0.0053,-15.48,10.36,-23.52,212.21,3.43,-0.79
12395,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239545,2019-08-16 11:50:03:914,-0.242,0.1145,9.5102,0.0249,-0.0199,9.8066,-0.0213,-0.0466,0.0053,-15.48,10.36,-23.52,212.21,3.43,-0.79
12396,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239645,2019-08-16 11:50:04:014,-0.1493,-0.4157,8.1019,-0.0043,-0.0783,9.8063,-0.0756,0.0727,-0.0458,-16.04,9.15,-23.64,208.75,3.17,-1.17
12397,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239745,2019-08-16 11:50:04:114,-0.4417,0.31,10.1698,0.0072,-0.0126,9.8066,-0.0075,0.0269,-0.049,-16.01,9.13,-23.67,208.75,3.17,-1.17
12398,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239845,2019-08-16 11:50:04:214,-0.23,0.2732,10.1784,0.0231,-0.0245,9.8066,-0.016,-0.0008,-0.0298,-15.94,9.52,-23.56,211.4,3.22,-1.36
12399,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1239945,2019-08-16 11:50:04:314,0.2348,-0.2367,9.8059,0.0601,-0.0381,9.8064,-0.0202,-0.0104,-0.0362,-15.94,9.52,-23.56,211.4,3.22,-1.36
12400,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1240046,2019-08-16 11:50:04:415,0.1016,0.0114,10.0216,0.0048,-0.0116,9.8066,0.0032,0.0077,-0.0224,-16.08,10.04,-23.26,211.69,3.4,-1.73
12401,52.034035,-1.993096,86,20.31,13.0,202.2,,13 / 25,1240145,2019-08-16 11:50:04:514,0.3931,-0.1018,10.1577,0.001,-0.0083,9.8066,0.0149,-0.004,-0.0288,-15.76,10.11,-23.44,211.76,3.39,-1.8
12402,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240245,2019-08-16 11:50:04:614,-0.0326,-0.0488,10.4781,0.0181,-0.0024,9.8066,-0.0149,0.044,-0.0362,-15.76,10.11,-23.44,211.82,3.37,-1.85
12403,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240345,2019-08-16 11:50:04:714,-0.1919,0.1596,9.309,0.0184,-0.0036,9.8066,0.0202,-0.0189,-0.032,-15.76,10.11,-23.44,211.82,3.37,-1.85
12404,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240446,2019-08-16 11:50:04:815,0.585,0.1609,9.5943,0.0083,0.0053,9.8066,0.0202,-0.0189,-0.032,-15.97,10.4,-23.17,211.85,3.45,-1.92
12405,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240546,2019-08-16 11:50:04:915,0.0083,0.0384,9.2213,0.0094,-0.0132,9.8066,0.0202,-0.0221,-0.0384,-15.66,10.48,-23.35,211.93,3.45,-2.02
12406,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240645,2019-08-16 11:50:05:014,-0.1747,-0.3159,10.3853,0.0234,0.0028,9.8066,0.0288,0.0312,-0.0064,-15.66,10.48,-23.35,211.93,3.45,-2.02
12407,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240745,2019-08-16 11:50:05:114,-0.0944,-0.185,9.612,0.0354,0.0101,9.8066,0.0117,-0.0104,-0.0373,-15.45,10.34,-23.54,213.45,3.58,-2.08
12408,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240845,2019-08-16 11:50:05:214,0.3939,-0.1366,9.9068,0.0526,0.008,9.8065,-0.0053,0.012,-0.049,-15.11,10.4,-23.74,213.45,3.58,-2.08
12409,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1240946,2019-08-16 11:50:05:315,0.4663,-0.0379,10.1883,0.0565,-0.0152,9.8065,-0.0202,0.0472,-0.0256,-15.55,10.84,-23.26,214.34,3.81,-2.33
12410,52.033867,-1.993207,83,20.56,14.0,202.8,,13 / 24,1241045,2019-08-16 11:50:05:414,0.6105,-0.5691,9.7488,-0.0067,-0.0032,9.8066,0.0053,0.0067,0.0032,-15.03,10.06,-23.94,213.58,3.76,-2.33
