,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
13559,52.021267,-2.016099,85,17.65,10.0,245.6,,17 / 25,1355945,2019-08-16 11:52:00:314,-0.0866,0.1914,8.934,-0.0383,-0.0077,9.8066,-0.017,-0.0465,0.0383,-7.92,20.9,-20.01,245.39,3.91,1.46
13560,52.021267,-2.016099,85,17.65,10.0,245.6,,17 / 25,1356046,2019-08-16 11:52:00:415,-0.4137,0.213,9.6044,-0.0066,0.0483,9.8065,-0.0074,-0.0114,0.032,-7.39,21.0,-20.11,245.39,3.91,1.46
13561,52.021267,-2.016099,85,17.65,10.0,245.6,,17 / 25,1356145,2019-08-16 11:52:00:514,0.5064,0.582,9.6624,0.0036,0.111,9.806,-0.0383,-0.0114,0.0181,-7.39,21.0,-20.11,245.39,3.91,1.46
13562,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356245,2019-08-16 11:52:00:614,-0.0718,-0.1065,9.6873,0.0004,-0.0215,9.8066,-0.0319,0.0494,0.0256,-7.28,20.69,-20.47,247.13,4.51,1.72
13563,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356345,2019-08-16 11:52:00:714,-0.2126,-0.0462,10.2531,-0.0138,-0.0148,9.8066,0.0234,0.0068,0.0415,-6.51,21.08,-20.33,247.25,4.39,1.66
13564,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356445,2019-08-16 11:52:00:814,-0.2076,-0.0316,10.0166,-0.0382,-0.0058,9.8066,0.0234,0.0068,0.0415,-6.51,21.08,-20.33,247.25,4.39,1.66
13565,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356545,2019-08-16 11:52:00:914,-0.2017,-0.0043,9.3778,-0.0131,0.0035,9.8066,0.0032,-0.0082,0.0213,-7.76,19.38,-21.54,242.13,4.28,1.86
13566,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356645,2019-08-16 11:52:01:014,-0.1348,0.1589,9.7057,-0.041,0.0173,9.8065,0.0053,0.0302,0.0277,-7.17,19.83,-21.34,245.9,4.25,2.12
13567,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356745,2019-08-16 11:52:01:114,0.0729,0.1997,9.1956,-0.0531,0.0307,9.8065,-0.0266,0.0291,0.0511,-8.19,19.64,-21.14,243.26,4.29,2.47
13568,52.0212,-2.016338,85,17.99,10.0,244.3,,17 / 25,1356846,2019-08-16 11:52:01:215,1.7318,0.738,10.6408,-0.0075,-0.0015,9.8066,0.0362,0.0568,0.0511,-8.19,19.64,-21.14,243.26,4.29,2.47
