,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
18314,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1831445,2019-08-16 11:59:55:814,-0.3613,-0.0453,9.7886,0.0039,-0.0159,9.8066,0.0192,0.0233,0.0032,8.12,28.81,2.09,285.62,4.33,0.37
18315,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1831546,2019-08-16 11:59:55:915,-0.1776,-0.0838,10.5237,-0.0268,0.0081,9.8066,-0.0192,-0.0236,0.017,8.12,28.81,2.09,285.62,4.33,0.37
18316,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1831645,2019-08-16 11:59:56:014,-0.286,0.1168,10.16,-0.0086,0.0124,9.8066,0.0043,0.0137,0.0042,8.31,28.78,1.64,285.62,4.42,0.51
18317,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1831746,2019-08-16 11:59:56:115,0.2593,0.2529,9.5233,-0.0253,0.0203,9.8066,-0.0117,0.002,0.0096,8.02,28.86,1.58,285.62,4.42,0.51
18318,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1831846,2019-08-16 11:59:56:215,0.0606,0.4622,9.5126,-0.0189,0.0168,9.8066,0.0064,0.0116,0.016,8.98,28.54,2.18,287.42,4.54,0.59
18319,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1831945,2019-08-16 11:59:56:314,-0.1348,0.2776,9.4138,0.0003,0.0126,9.8066,0.0085,-0.0172,-0.0032,9.16,28.55,0.97,287.29,4.61,0.57
18320,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1832045,2019-08-16 11:59:56:414,0.2263,0.0723,9.8089,-0.0191,0.0218,9.8066,0.0085,-0.0172,-0.0032,9.62,28.33,2.2,287.29,4.61,0.57
18321,52.00129,-2.074684,69,5.42,10.0,281.0,,16 / 24,1832145,2019-08-16 11:59:56:514,-0.1766,-0.0411,10.2081,-0.0219,0.0069,9.8066,0.0288,0.0478,0.0,8.97,28.49,2.78,288.15,4.69,0.68
18322,52.001312,-2.074767,69,4.91,10.0,281.6,,16 / 24,1832245,2019-08-16 11:59:56:614,-0.1516,0.1687,10.1254,-0.0021,-0.0076,9.8066,-0.0043,0.019,0.0032,8.97,28.49,2.78,288.15,4.69,0.68
18323,52.001312,-2.074767,69,4.91,10.0,281.6,,16 / 24,1832345,2019-08-16 11:59:56:714,-0.074,0.1816,9.4766,-0.0006,-0.0035,9.8066,-0.0107,-0.0428,-0.0011,8.65,28.64,2.22,287.42,4.65,0.7
