,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
24501,51.972225,-2.127487,68,21.53,10.0,185.8,,14 / 24,2450145,2019-08-16 12:10:14:514,0.0485,0.2977,9.9977,0.0156,0.0268,9.8066,-0.001,-0.0523,0.0149,-28.92,6.29,4.9,191.78,3.72,-0.39
24502,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450245,2019-08-16 12:10:14:614,0.1749,0.0272,9.9114,-0.0007,0.0208,9.8066,-0.0117,-0.0235,0.0117,-28.92,6.29,4.9,191.78,3.72,-0.39
24503,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450345,2019-08-16 12:10:14:714,0.3194,-0.2539,10.6458,-0.005,0.0255,9.8066,0.0267,0.0404,0.0074,-29.04,5.99,4.55,191.8,3.72,-0.24
24504,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450446,2019-08-16 12:10:14:815,0.1062,-0.4113,9.7618,0.0123,0.0085,9.8066,-0.0021,0.0106,-0.0032,-29.16,5.45,4.47,189.87,3.8,-0.2
24505,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450545,2019-08-16 12:10:14:914,0.1781,-0.1165,9.7177,0.0024,0.013,9.8066,-0.0021,0.0106,-0.0032,-29.16,5.45,4.47,189.87,3.8,-0.2
24506,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450645,2019-08-16 12:10:15:014,0.0202,0.0729,9.7726,0.0023,-0.0087,9.8066,-0.0479,0.0063,0.0064,-29.24,5.92,3.19,191.78,3.78,-0.17
24507,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450746,2019-08-16 12:10:15:115,-0.1591,0.2343,10.3365,0.0154,-0.0086,9.8066,0.0011,-0.0363,0.0085,-29.03,6.85,3.2,191.78,3.78,-0.17
24508,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450845,2019-08-16 12:10:15:214,0.3671,-0.0205,9.4112,-0.0027,-0.0002,9.8067,-0.0032,0.0138,-0.0011,-28.78,7.33,4.25,193.69,3.85,-0.24
24509,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2450946,2019-08-16 12:10:15:315,-0.125,0.2614,9.8791,-0.0198,-0.0064,9.8066,0.0117,0.0063,-0.0064,-28.67,7.31,4.95,193.69,3.85,-0.24
24510,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2451046,2019-08-16 12:10:15:415,-0.2321,-0.0563,10.6329,-0.0327,-0.0038,9.8066,0.0267,0.0202,-0.0181,-28.75,6.92,5.06,193.71,3.66,-0.22
24511,51.972034,-2.127541,68,21.64,10.0,186.3,,14 / 24,2451146,2019-08-16 12:10:15:515,0.4768,-0.168,9.0373,0.0051,0.0114,9.8066,-0.0202,0.0745,0.0266,-28.75,6.92,5.06,193.71,3.66,-0.22
24512,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451246,2019-08-16 12:10:15:615,-0.3019,0.4589,10.0754,0.022,0.0029,9.8066,-0.0202,0.0745,0.0266,-28.81,6.8,4.88,193.72,3.71,-0.16
24513,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451346,2019-08-16 12:10:15:715,0.2562,-0.0801,10.3679,0.041,-0.0069,9.8066,-0.0096,-0.0299,0.0042,-28.77,6.37,5.61,191.83,3.93,-0.26
24514,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451445,2019-08-16 12:10:15:814,-0.4244,0.0456,9.9574,-0.0068,-0.0009,9.8066,-0.0085,-0.0224,0.0032,-28.92,5.74,5.54,191.83,3.93,-0.26
24515,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451545,2019-08-16 12:10:15:914,-0.5112,0.1902,10.9668,-0.0407,-0.0058,9.8066,0.0085,0.0212,0.017,-28.8,6.26,5.6,191.82,3.69,-0.24
24516,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451645,2019-08-16 12:10:16:014,0.0607,-0.356,9.9341,-0.0614,-0.0127,9.8065,0.0011,0.0148,0.0213,-28.8,6.26,5.6,191.82,3.69,-0.24
24517,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451745,2019-08-16 12:10:16:114,-0.1189,-0.2464,9.8252,-0.0504,-0.0038,9.8065,0.0011,0.0244,-0.0341,-28.62,7.16,5.47,191.82,3.69,-0.24
24518,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451845,2019-08-16 12:10:16:214,-0.3511,0.3511,9.5706,0.0233,-0.0099,9.8066,-0.033,0.0212,-0.0149,-28.8,6.26,5.6,191.81,3.4,-0.2
24519,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2451945,2019-08-16 12:10:16:314,-0.14,0.0716,9.7618,0.0291,-0.0365,9.8065,-0.0415,-0.0192,-0.0032,-28.8,6.26,5.6,191.81,3.4,-0.2
24520,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2452045,2019-08-16 12:10:16:414,0.1194,-0.5416,10.0121,0.0069,-0.0253,9.8066,-0.0415,-0.0192,-0.0032,-28.4,7.38,6.26,194.15,3.52,-0.45
24521,51.971844,-2.127576,69,21.5,10.0,186.0,,14 / 24,2452145,2019-08-16 12:10:16:514,0.1927,-0.4557,10.2155,0.0305,-0.0383,9.8065,-0.0074,-0.048,-0.0117,-28.52,6.86,6.29,194.15,3.52,-0.45
24522,51.971664,-2.127627,68,21.31,10.0,186.7,,14 / 24,2452246,2019-08-16 12:10:16:615,0.3494,-0.3942,9.2934,0.0445,-0.0416,9.8065,0.0416,-0.0086,-0.0107,-28.2,8.02,6.34,196.04,3.71,-0.75
24523,51.971664,-2.127627,68,21.31,10.0,186.7,,14 / 24,2452345,2019-08-16 12:10:16:714,-0.1572,-0.1883,9.9398,-0.0104,-0.0086,9.8066,0.0139,0.0383,-0.0075,-28.52,6.86,6.29,193.62,3.64,-0.78
24524,51.971664,-2.127627,68,21.31,10.0,186.7,,14 / 24,2452445,2019-08-16 12:10:16:814,-0.4244,0.3815,10.3948,-0.0124,0.0108,9.8066,0.0085,0.0244,-0.0107,-28.52,6.86,6.29,193.62,3.64,-0.78
