,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
25053,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505346,2019-08-16 12:11:09:715,-0.0598,0.1673,9.1315,0.03,0.0089,9.8066,-0.0149,-0.0181,-0.0149,-29.27,3.16,5.79,186.0,3.31,0.06
25054,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505445,2019-08-16 12:11:09:814,0.4157,-0.1704,9.683,0.0235,0.0107,9.8066,0.0181,-0.0022,0.0074,-29.27,3.16,5.79,186.0,3.31,0.06
25055,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505546,2019-08-16 12:11:09:915,-0.0755,-0.2314,10.9561,0.0089,-0.0029,9.8066,0.0032,0.0884,0.0223,-29.38,2.7,5.43,186.0,3.46,0.11
25056,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505645,2019-08-16 12:11:10:014,-0.0129,-0.1638,9.7672,-0.006,0.0078,9.8066,0.0245,-0.0075,0.0191,-29.27,2.74,6.0,186.02,3.43,0.16
25057,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505746,2019-08-16 12:11:10:115,-0.4264,0.2774,9.319,-0.0257,0.0329,9.8066,0.0245,-0.0075,0.0191,-29.27,2.74,6.0,186.02,3.43,0.16
25058,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505845,2019-08-16 12:11:10:214,0.266,0.1768,9.125,-0.0011,0.0124,9.8066,0.0128,-0.0022,0.017,-29.48,3.19,4.58,186.04,3.3,0.37
25059,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2505945,2019-08-16 12:11:10:314,0.0314,0.0551,9.068,0.0207,0.0091,9.8066,-0.0394,-0.0203,0.0128,-29.55,2.13,4.69,183.93,3.42,0.41
25060,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2506046,2019-08-16 12:11:10:415,0.2182,0.1939,9.8924,0.0259,0.011,9.8066,-0.0021,-0.0075,0.0074,-29.55,2.13,4.69,183.93,3.42,0.41
25061,51.960457,-2.128185,68,25.83,11.0,177.7,,14 / 24,2506146,2019-08-16 12:11:10:515,-0.1136,-0.0026,11.1652,0.0129,0.0111,9.8066,0.0117,0.0277,0.001,-29.6,2.77,4.0,185.83,3.58,0.46
25062,51.96023,-2.128204,66,25.81,11.0,177.7,,14 / 24,2506246,2019-08-16 12:11:10:615,0.3779,-0.3122,9.1921,0.0151,0.0172,9.8066,-0.0042,-0.0203,-0.0128,-29.57,2.82,4.18,185.84,3.68,0.55
25063,51.96023,-2.128204,66,25.81,11.0,177.7,,14 / 24,2506345,2019-08-16 12:11:10:714,-0.3747,-0.0474,10.5159,-0.0137,-0.0177,9.8066,0.0352,0.0788,0.0042,-29.52,2.22,4.87,185.84,3.68,0.55
25064,51.96023,-2.128204,66,25.81,11.0,177.7,,14 / 24,2506445,2019-08-16 12:11:10:814,0.2627,-0.056,9.2127,-0.0418,-0.0476,9.8064,0.0032,0.0522,0.0245,-29.67,1.59,4.11,183.89,3.4,0.3
25065,51.96023,-2.128204,66,25.81,11.0,177.7,,14 / 24,2506545,2019-08-16 12:11:10:914,-0.3797,0.7045,10.7319,-0.0507,0.0416,9.8064,0.0032,0.0522,0.0245,-29.67,1.59,4.11,183.89,3.4,0.3
25066,51.96023,-2.128204,66,25.81,11.0,177.7,,14 / 24,2506645,2019-08-16 12:11:11:014,0.5607,-0.0147,8.8968,0.0193,0.0299,9.8066,0.0267,-0.0671,-0.0054,-29.45,3.28,4.67,186.07,3.13,0.56
25067,51.96023,-2.128204,66,25.81,11.0,177.7,,14 / 24,2506745,2019-08-16 12:11:11:114,-0.4569,0.5483,10.3506,0.0318,0.0104,9.8066,-0.0096,0.0191,0.0234,-29.37,3.21,5.23,186.1,3.26,0.73
