,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
9127,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237117,2019-08-12 16:36:37:559,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9128,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237118,2019-08-12 16:36:37:560,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9129,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237118,2019-08-12 16:36:37:560,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9130,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237118,2019-08-12 16:36:37:560,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9131,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237119,2019-08-12 16:36:37:561,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9132,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237119,2019-08-12 16:36:37:561,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9133,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237120,2019-08-12 16:36:37:562,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9134,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237120,2019-08-12 16:36:37:562,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9135,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237120,2019-08-12 16:36:37:562,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9136,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237121,2019-08-12 16:36:37:563,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9137,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237121,2019-08-12 16:36:37:563,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9138,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237121,2019-08-12 16:36:37:563,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9139,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237122,2019-08-12 16:36:37:564,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9140,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237122,2019-08-12 16:36:37:564,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9141,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237220,2019-08-12 16:36:37:662,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9142,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237551,2019-08-12 16:36:37:993,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9143,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237553,2019-08-12 16:36:37:995,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9144,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237553,2019-08-12 16:36:37:995,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9145,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237554,2019-08-12 16:36:37:996,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9146,47.267193,-1.582161,82.06,22.16,11.792,256.0,0 / 23,237554,2019-08-12 16:36:37:996,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9147,47.267193,-1.582161,82.06,22.16,11.792,256.0,13 / 23,237555,2019-08-12 16:36:37:997,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9148,47.267193,-1.582161,82.06,22.16,11.792,256.0,13 / 23,237555,2019-08-12 16:36:37:997,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9149,47.267193,-1.582161,82.06,22.16,11.792,256.0,13 / 23,237556,2019-08-12 16:36:37:998,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9150,47.267193,-1.582161,82.06,22.16,11.792,256.0,13 / 23,237580,2019-08-12 16:36:38:022,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
9151,47.267193,-1.582161,82.06,22.16,11.792,256.0,13 / 23,237676,2019-08-12 16:36:38:118,-0.4146,0.3503,10.1704,-0.2496,0.4486,9.7932,0.0052,-0.0104,0.0107
