,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
15823,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582346,2019-08-16 11:55:46:715,-0.1982,-0.1554,9.631,-0.0027,-0.0008,9.8067,0.0096,-0.0338,-0.0021,-0.82,29.99,0.03,268.09,5.26,0.1
15824,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582445,2019-08-16 11:55:46:814,0.2713,-0.0726,9.7571,-0.0049,-0.0074,9.8066,-0.0256,-0.0007,0.0011,-1.28,29.97,-0.63,268.09,5.26,0.1
15825,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582545,2019-08-16 11:55:46:914,0.0513,-0.2212,9.8835,-0.0098,-0.0121,9.8066,-0.0075,-0.0284,-0.0021,-1.26,29.95,1.31,268.26,5.19,0.16
15826,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582646,2019-08-16 11:55:47:015,-0.316,-0.2173,9.4986,-0.0022,0.0009,9.8067,-0.0224,-0.0604,0.0011,-1.28,29.96,0.68,268.26,5.19,0.17
15827,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582745,2019-08-16 11:55:47:114,-0.3961,-0.264,9.6558,-0.0077,-0.0141,9.8066,0.0096,0.0131,-0.0064,-1.28,29.96,0.68,268.26,5.19,0.17
15828,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582845,2019-08-16 11:55:47:214,-0.3704,-0.0292,9.4307,0.006,-0.0296,9.8066,0.0085,0.0078,0.0064,-1.28,29.97,-0.63,267.91,5.11,0.21
15829,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1582946,2019-08-16 11:55:47:315,-0.6381,-0.5749,10.4997,0.0123,-0.0487,9.8065,-0.0298,0.0312,0.0107,-1.88,29.93,0.69,267.91,5.11,0.21
15830,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1583046,2019-08-16 11:55:47:415,0.037,-0.0221,9.765,0.0156,-0.0202,9.8066,-0.0298,0.0312,0.0107,0.3,29.97,1.22,270.15,4.83,0.13
15831,52.003693,-2.059932,76,16.88,9.0,259.3,,16 / 25,1583147,2019-08-16 11:55:47:516,0.3472,-0.0582,9.8273,0.0333,-0.0434,9.8065,0.001,0.0334,-0.0085,-3.21,29.83,0.02,270.15,4.83,0.13
15832,52.003674,-2.06019,77,16.71,9.0,259.5,,16 / 24,1583245,2019-08-16 11:55:47:614,0.0187,-0.1505,9.6081,0.0232,-0.0094,9.8066,-0.0064,0.0238,0.0085,-1.88,29.94,0.12,266.2,4.57,-0.06
