,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
44178,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4418544,2019-08-18 16:27:21:081,-0.7092,0.1203,9.8853,-0.5614,-0.3576,9.784,-0.0174,-0.0112,0.0295
44179,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4418643,2019-08-18 16:27:21:180,-0.6673,0.0198,9.756,-0.5566,-0.3615,9.7842,-0.0137,-0.0031,0.027
44180,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4418743,2019-08-18 16:27:21:280,-0.9576,0.091,9.9003,-0.5658,-0.3547,9.7839,0.0002,0.0089,0.0287
44181,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4418843,2019-08-18 16:27:21:380,-0.5506,0.097,10.0469,-0.5738,-0.3443,9.7838,0.0049,-0.008,0.03
44182,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4418943,2019-08-18 16:27:21:480,-0.7751,-0.0299,9.6543,-0.578,-0.3195,9.7844,-0.0038,0.0007,0.0271
44183,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419043,2019-08-18 16:27:21:580,-0.6745,0.3555,10.1756,-0.5825,-0.3134,9.7843,-0.0085,0.004,0.0292
44184,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419143,2019-08-18 16:27:21:680,-0.8044,0.1969,9.6393,-0.5929,-0.3018,9.7841,0.003,-0.0088,0.0288
44185,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419244,2019-08-18 16:27:21:781,-0.714,0.1616,9.5675,-0.5874,-0.2894,9.7848,-0.0019,0.0016,0.0289
44186,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419343,2019-08-18 16:27:21:880,-1.0289,0.103,9.9661,-0.5966,-0.2775,9.7846,-0.0122,0.0045,0.0299
44187,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419443,2019-08-18 16:27:21:980,-0.9361,0.2969,9.5705,-0.6062,-0.2759,9.784,-0.0087,0.0006,0.0285
44188,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419543,2019-08-18 16:27:22:080,-0.9534,0.3526,10.1577,-0.6127,-0.2676,9.7838,-0.0161,-0.0124,0.0274
44189,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419643,2019-08-18 16:27:22:180,-1.0558,0.0862,9.7231,-0.6127,-0.2698,9.7838,-0.0179,-0.0095,0.0263
44190,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419743,2019-08-18 16:27:22:280,-0.9145,-0.0694,9.5555,-0.6186,-0.2761,9.7832,-0.0131,0.0086,0.0269
44191,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419844,2019-08-18 16:27:22:381,-0.9582,0.2131,10.0002,-0.629,-0.2762,9.7826,-0.0117,-0.002,0.0292
44192,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4419943,2019-08-18 16:27:22:480,-0.9594,0.3017,9.6752,-0.6261,-0.282,9.7826,-0.0154,-0.0166,0.0287
44193,47.89019,-1.689665,95.16,28.26,3.216,200.8,13 / 20,4420043,2019-08-18 16:27:22:580,-0.9582,0.0832,9.6255,-0.6246,-0.2829,9.7827,-0.0098,-0.0027,0.0286
44194,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420143,2019-08-18 16:27:22:680,-1.127,-0.0856,9.5513,-0.6489,-0.2871,9.7809,-0.0121,0.0092,0.029
44195,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420243,2019-08-18 16:27:22:780,-1.1833,0.1652,9.7279,-0.6561,-0.2862,9.7805,-0.0135,-0.0108,0.0271
44196,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420343,2019-08-18 16:27:22:880,-1.1468,-0.0138,10.0308,-0.6569,-0.2889,9.7804,-0.0177,-0.0008,0.0283
44197,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420444,2019-08-18 16:27:22:981,-1.0283,0.0802,10.0433,-0.6688,-0.2919,9.7795,-0.0062,0.006,0.0287
44198,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420543,2019-08-18 16:27:23:080,-0.8846,0.1036,9.5537,-0.6755,-0.2773,9.7794,0.0001,-0.0069,0.0287
44199,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420644,2019-08-18 16:27:23:181,-0.9678,-0.0736,9.416,-0.6806,-0.2753,9.7791,-0.0097,-0.002,0.0282
44200,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420743,2019-08-18 16:27:23:280,-1.3066,-0.2101,10.1882,-0.691,-0.2836,9.7782,-0.0195,-0.006,0.0292
44201,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420843,2019-08-18 16:27:23:380,-1.0929,0.3837,9.3508,-0.6901,-0.2856,9.7782,-0.0087,-0.0099,0.0296
44202,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4420943,2019-08-18 16:27:23:480,-0.872,0.1036,9.5399,-0.6922,-0.2885,9.7779,-0.0166,-0.0074,0.0301
44203,47.89019,-1.689665,95.16,28.26,3.216,200.8,14 / 19,4421044,2019-08-18 16:27:23:581,-1.0725,0.0617,9.9996,-0.6988,-0.292,9.7774,-0.008,0.0098,0.0309
44204,47.89019,-1.689665,95.16,28.26,3.216,200.8,17 / 22,4421143,2019-08-18 16:27:23:680,-0.872,-0.1454,9.583,-0.7284,-0.2735,9.7757,0.0115,0.0126,0.0321
