,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
53941,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394046,2019-08-18 23:49:43:579,-0.3179,2.3933,9.231,-0.5286,1.5381,9.6709,0.054,0.0577,0.2227
53942,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394146,2019-08-18 23:49:43:679,-0.3754,3.3396,9.9738,-0.5133,1.7293,9.6393,0.0774,0.0215,0.2301
53943,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394245,2019-08-18 23:49:43:778,-0.2563,3.4707,9.6003,-0.4558,1.8079,9.6278,-0.0068,-0.035,0.228
53944,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394345,2019-08-18 23:49:43:878,0.134,3.5066,10.2719,-0.3307,1.9087,9.6134,0.0444,-0.0477,0.2227
53945,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394445,2019-08-18 23:49:43:978,0.0843,3.6353,9.2268,-0.2768,1.9632,9.6041,-0.0164,0.0013,0.2045
53946,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394546,2019-08-18 23:49:44:079,0.4051,3.5622,8.9969,-0.2601,1.9833,9.6005,-0.0313,0.0492,0.1992
53947,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394645,2019-08-18 23:49:44:178,-0.0905,3.0589,9.5775,-0.2498,2.0319,9.5906,-0.011,0.046,0.2131
53948,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394745,2019-08-18 23:49:44:278,0.0717,3.0732,9.4165,-0.1877,2.078,9.5821,-0.01,-0.0158,0.2014
53949,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394846,2019-08-18 23:49:44:379,0.0538,3.0241,9.9971,-0.1235,2.0655,9.5859,-0.0835,-0.0467,0.1779
53950,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5394945,2019-08-18 23:49:44:478,0.3411,2.8697,10.2425,-0.0336,2.0217,9.5959,-0.0781,-0.0222,0.1609
53951,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5395045,2019-08-18 23:49:44:578,0.0975,2.9206,9.778,-0.0056,1.9893,9.6028,-0.0707,0.0172,0.1566
53952,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5395145,2019-08-18 23:49:44:678,-0.4604,2.1796,9.2154,-0.0375,1.9343,9.6139,-0.0483,0.0492,0.1587
53953,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5395245,2019-08-18 23:49:44:778,-0.3718,1.9605,8.6091,-0.0712,1.9425,9.6121,0.0156,0.0481,0.1555
53954,45.829582,-0.193116,129.81,10.82,11.792,108.0,0 / 16,5395345,2019-08-18 23:49:44:878,-0.8872,1.7726,9.3752,-0.1115,2.0036,9.5992,0.0838,0.0322,0.1385
53955,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5395446,2019-08-18 23:49:44:979,-0.2377,2.1197,8.8467,-0.1313,2.0503,9.589,0.0603,0.0172,0.1332
53956,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5395546,2019-08-18 23:49:45:079,-0.8578,2.2712,10.7034,-0.1157,2.1057,9.5772,0.0465,-0.0296,0.1215
53957,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5395645,2019-08-18 23:49:45:178,-0.5215,2.1437,10.1869,-0.0841,2.0901,9.581,-0.0558,-0.0659,0.1097
53958,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5395746,2019-08-18 23:49:45:279,-0.8524,2.1084,9.5554,-0.0277,1.9844,9.6037,-0.0803,-0.0414,0.0863
53959,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5395845,2019-08-18 23:49:45:378,-0.3545,1.6361,9.8038,-0.0275,1.8824,9.6243,-0.1357,-0.0019,0.0671
53960,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5395945,2019-08-18 23:49:45:478,-0.4754,0.9807,8.7455,-0.0722,1.7697,9.6454,-0.043,0.0322,0.0661
53961,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5396045,2019-08-18 23:49:45:578,-0.8537,1.0675,8.7767,-0.1093,1.7359,9.6512,-0.0078,0.0439,0.0671
53962,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5396145,2019-08-18 23:49:45:678,-0.5161,0.673,9.6589,-0.1508,1.7401,9.6499,0.0337,0.0194,0.0703
53963,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5396245,2019-08-18 23:49:45:778,-0.4382,0.9304,9.6745,-0.1572,1.7521,9.6476,0.0316,-0.0094,0.0693
53964,45.829582,-0.193116,129.81,10.82,11.792,108.0,Nov-16,5396345,2019-08-18 23:49:45:878,-0.5532,1.3314,10.2623,-0.1573,1.7462,9.6486,0.0167,-0.003,0.065
53965,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5396445,2019-08-18 23:49:45:978,-0.6124,1.4302,9.4704,-0.1811,1.7536,9.6469,0.0252,0.0322,0.0607
53966,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5396545,2019-08-18 23:49:46:078,-0.6627,1.0699,9.7535,-0.2307,1.7451,9.6474,0.0039,0.0396,0.0533
53967,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5396646,2019-08-18 23:49:46:179,-0.6962,1.0495,8.8964,-0.2564,1.7365,9.6483,0.022,0.0215,0.049
53968,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5396746,2019-08-18 23:49:46:279,-0.871,1.0483,9.6691,-0.262,1.6874,9.6568,-0.0409,-0.019,0.0384
53969,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5396846,2019-08-18 23:49:46:379,-0.6789,0.8963,10.2826,-0.2608,1.6558,9.6623,-0.0228,-0.0137,0.0309
53970,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5396946,2019-08-18 23:49:46:479,-0.4101,1.1387,8.3038,-0.273,1.5735,9.6757,-0.0654,0.013,0.0192
53971,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5397045,2019-08-18 23:49:46:578,-1.4869,1.3003,11.8233,-0.2908,1.4552,9.6937,-0.1325,-0.0073,0.0235
53972,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5397146,2019-08-18 23:49:46:679,-1.026,-0.2631,9.8044,-0.2821,1.3955,9.7028,0.0294,-0.0435,0.0288
53973,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5397245,2019-08-18 23:49:46:778,-1.3109,0.0457,9.313,-0.2442,1.3357,9.7122,-0.0004,-0.0264,0.0085
53974,45.829254,-0.191905,130.26,12.34,11.792,90.3,0 / 16,5397346,2019-08-18 23:49:46:879,-0.361,0.3893,10.1354,-0.2612,1.3107,9.7152,-0.0004,0.0034,0.0213
