,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
28569,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492601,2019-08-12 10:49:35:091,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28570,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492601,2019-08-12 10:49:35:091,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28571,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492601,2019-08-12 10:49:35:091,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28572,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492602,2019-08-12 10:49:35:092,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28573,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492602,2019-08-12 10:49:35:092,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28574,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492603,2019-08-12 10:49:35:093,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28575,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492603,2019-08-12 10:49:35:093,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28576,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492604,2019-08-12 10:49:35:094,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28577,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492604,2019-08-12 10:49:35:094,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28578,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492605,2019-08-12 10:49:35:095,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28579,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492605,2019-08-12 10:49:35:095,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28580,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492605,2019-08-12 10:49:35:095,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28581,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492606,2019-08-12 10:49:35:096,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28582,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492606,2019-08-12 10:49:35:096,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28583,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492607,2019-08-12 10:49:35:097,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28584,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492607,2019-08-12 10:49:35:097,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28585,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492607,2019-08-12 10:49:35:097,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28586,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492608,2019-08-12 10:49:35:098,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28587,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492608,2019-08-12 10:49:35:098,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28588,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492609,2019-08-12 10:49:35:099,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28589,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492610,2019-08-12 10:49:35:100,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28590,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492610,2019-08-12 10:49:35:100,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28591,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492611,2019-08-12 10:49:35:101,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28592,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492611,2019-08-12 10:49:35:101,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28593,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492611,2019-08-12 10:49:35:101,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
28594,45.81348,-0.155665,184.57,23.35,7.504,323.1,Nov-19,1492612,2019-08-12 10:49:35:102,-1.0826,-1.1424,10.4829,-0.6573,-0.9555,9.7378,-0.0004,-0.0338,-0.0529
