,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
637,1518257836.0,41.2387783,-8.56578935,110.3,11.009,62.00,1.8,2.1,2.8
638,1518257837.0,41.238824883,-8.565671417,110.2,11.266,62.60,1.8,2.1,2.8
639,1518257838.0,41.238871917,-8.565549383,110.1,11.626,63.20,1.8,2.1,2.8
640,1518257839.0,41.238918383,-8.565425117,110.1,11.729,63.80,1.8,2.1,2.8
641,1518257840.0,41.238962817,-8.565300117,110.0,11.575,65.00,1.8,2.1,2.8
642,1518257841.0,41.239004617,-8.565175283,110.1,11.318,66.50,1.2,?,?
643,1518257842.0,41.239043433,-8.56505145,110.2,11.163,66.70,1.2,?,?
644,1518257843.0,41.2390793,-8.564928967,110.0,11.163,67.50,1.2,?,?
645,1518257844.0,41.23911595,-8.564805967,109.6,11.421,67.30,1.2,?,?
646,1518257845.0,41.2391498,-8.5646779,109.1,11.575,69.20,1.4,?,?
647,1518257846.0,41.239182217,-8.564547933,108.8,11.575,71.00,1.4,?,?
648,1518257847.0,41.239214467,-8.56442295,108.2,11.215,71.90,1.5,?,?
649,1518257848.0,41.239243417,-8.564291517,109.3,11.009,74.50,23.3,?,?
650,1518257849.0,41.239265783,-8.5641579,109.6,11.266,77.10,38.4,?,?
651,1518257850.0,41.239267567,-8.564016833,109.7,11.369,86.30,38.4,?,?
652,1518257851.0,41.239301683,-8.563888717,110.0,11.266,79.90,38.4,?,?
653,1518257852.0,41.239314717,-8.5637405,110.1,10.958,78.40,38.4,?,?
654,1518257853.0,41.239365667,-8.563615367,110.4,10.752,72.30,23.2,?,?
655,1518257854.0,41.239396883,-8.563483267,110.7,10.752,71.20,23.2,?,?
656,1518257855.0,41.23943705,-8.5633607,111.0,10.752,66.70,23.2,?,?
657,1518257856.0,41.239487483,-8.56325035,111.4,10.649,60.90,8.2,?,?
658,1518257857.0,41.2395395,-8.563138167,111.9,10.752,57.40,8.2,?,?
659,1518257858.0,41.239595967,-8.56302685,112.4,11.112,55.10,8.2,?,?
660,1518257859.0,41.239656767,-8.5629151,112.9,11.421,53.40,8.2,?,?
661,1518257860.0,41.239721867,-8.562806533,113.4,11.729,52.20,2.1,?,?
662,1518257861.0,41.2397887,-8.562696417,113.7,11.678,50.10,1.1,?,?
663,1518257862.0,41.239859067,-8.56258275,114.0,11.626,48.20,1.1,?,?
664,1518257863.0,41.239934367,-8.562482017,114.4,11.472,42.90,1.2,?,?
665,1518257864.0,41.240012933,-8.562394267,114.5,11.421,36.50,1.2,?,?
666,1518257865.0,41.240098983,-8.562320267,114.8,11.524,30.10,1.1,?,?
667,1518257866.0,41.24019365,-8.562260517,115.2,11.729,23.60,1.1,?,?
668,1518257867.0,41.240294367,-8.562215717,115.6,11.832,17.10,1.2,?,?
669,1518257868.0,41.2404016,-8.562183217,115.7,11.935,10.50,1.1,?,?
670,1518257869.0,41.24051125,-8.562166333,115.6,12.038,4.40,1.0,?,?
671,1518257870.0,41.2406221,-8.562163283,115.2,12.141,0.50,1.0,?,?
672,1518257871.0,41.24073445,-8.5621703,114.7,11.987,359.20,1.0,?,?
673,1518257872.0,41.24084755,-8.562180133,113.7,11.781,359.10,0.9,?,?
674,1518257873.0,41.2409591,-8.562185983,112.3,11.729,358.80,0.9,?,?
675,1518257874.0,41.24106625,-8.5621898,111.6,11.832,358.90,0.9,?,?
676,1518257875.0,41.241174267,-8.5621931,110.7,11.987,359.00,0.9,?,?
677,1518257876.0,41.2412846,-8.562198233,109.6,12.141,358.40,0.9,?,?
678,1518257877.0,41.241395583,-8.562205433,108.4,12.141,357.30,0.9,?,?
679,1518257878.0,41.241503567,-8.562210183,107.9,12.038,357.00,0.9,?,?
680,1518257879.0,41.241611617,-8.562223283,107.2,11.781,354.40,0.9,?,?
681,1518257880.0,41.241717583,-8.562241117,106.3,11.575,351.80,0.9,?,?
682,1518257881.0,41.241820917,-8.5622656,105.4,11.421,348.40,1.0,?,?
683,1518257882.0,41.241920533,-8.562295833,104.7,11.163,345.60,0.9,?,?
684,1518257883.0,41.242014867,-8.562329317,103.9,10.546,344.20,0.9,?,?
685,1518257884.0,41.2421026,-8.562361317,103.0,9.826,344.40,0.9,?,?
686,1518257885.0,41.242186133,-8.562389267,102.3,9.363,346.10,0.9,?,?
687,1518257886.0,41.242268033,-8.562405517,101.8,9.106,356.00,0.9,?,?
688,1518257887.0,41.242345683,-8.5623896,101.8,9.106,14.50,0.9,?,?
689,1518257888.0,41.242417333,-8.562342517,101.9,9.157,33.00,0.9,?,?
690,1518257889.0,41.242484367,-8.562275683,101.8,8.951,38.20,0.9,?,?
691,1518257890.0,41.24255175,-8.562229633,103.4,9.003,28.60,1.5,2.8,3.2
692,1518257891.0,41.242621317,-8.5621725,103.8,9.106,29.60,1.3,2.0,2.4
693,1518257892.0,41.2426816,-8.562098,104.3,9.003,44.10,1.3,2.0,2.4
694,1518257893.0,41.242723283,-8.5620078,104.4,9.003,61.80,1.3,2.0,2.4
695,1518257894.0,41.2427469,-8.561904083,104.6,9.672,76.80,1.4,2.0,2.5
696,1518257895.0,41.242768317,-8.561785833,104.5,10.546,79.50,1.3,2.0,2.4
697,1518257896.0,41.242794217,-8.5616645,104.7,11.266,77.90,1.3,2.0,2.4
698,1518257897.0,41.242819483,-8.561531683,104.6,11.987,77.60,1.3,2.0,2.4
699,1518257898.0,41.242843467,-8.5613906,104.3,12.398,77.50,1.3,2.0,2.4
700,1518257899.0,41.242866417,-8.56125055,104.5,12.295,77.50,1.3,2.0,2.4
701,1518257900.0,41.242889183,-8.561106667,104.5,12.450,77.30,1.3,2.0,2.4
702,1518257901.0,41.24291225,-8.560960033,104.3,12.604,77.30,1.3,2.0,2.4
703,1518257902.0,41.24293545,-8.56081245,103.9,12.604,77.30,1.3,2.0,2.4
704,1518257903.0,41.242959233,-8.5606643,103.5,12.707,77.30,1.3,2.0,2.4
705,1518257904.0,41.242984517,-8.56051445,103.0,12.913,76.80,1.3,2.0,2.4
706,1518257905.0,41.243010217,-8.5603643,102.4,12.913,76.70,1.3,2.0,2.4
707,1518257906.0,41.243036233,-8.5602134,101.8,12.964,76.80,1.3,2.0,2.4
708,1518257907.0,41.24306125,-8.56006275,101.1,13.067,77.20,1.3,2.0,2.4
709,1518257908.0,41.243084917,-8.55991025,100.3,13.170,77.40,1.3,2.0,2.4
710,1518257909.0,41.24311005,-8.559756733,99.5,13.170,77.40,1.3,2.0,2.4
