,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
36046,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3604614,2019-08-18 21:51:13:726,2.609,-0.976,9.8313,2.3297,-0.9599,9.4774,0.0094,0.0032,-0.0017
36047,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3604714,2019-08-18 21:51:13:826,2.2786,-0.9886,9.5003,2.3309,-0.9633,9.4768,-0.0076,0.0054,0.0036
36048,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3604815,2019-08-18 21:51:13:927,2.1678,-0.9784,9.702,2.326,-0.9672,9.4776,-0.0045,0.0054,0.0015
36049,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3604914,2019-08-18 21:51:14:026,2.0523,-1.0035,9.5709,2.3229,-0.9676,9.4783,-0.0002,-0.0021,0.0004
36050,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605014,2019-08-18 21:51:14:126,2.2636,-0.8641,9.641,2.3104,-0.9611,9.482,0.0009,-0.001,0.0015
36051,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605114,2019-08-18 21:51:14:226,2.4402,-0.8335,9.2393,2.3075,-0.9689,9.482,-0.0023,0.0054,0.0026
36052,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605214,2019-08-18 21:51:14:326,2.6251,-1.1645,9.2818,2.3086,-0.9659,9.482,0.0009,0.0022,0.0004
36053,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605314,2019-08-18 21:51:14:426,2.515,-0.8647,9.4602,2.3168,-0.9594,9.4806,0.003,-0.0096,-0.0017
36054,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605414,2019-08-18 21:51:14:526,2.2133,-0.8982,9.1861,2.3143,-0.9601,9.4812,0.003,0.0086,0.0036
36055,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605514,2019-08-18 21:51:14:626,2.0008,-0.9401,9.1136,2.3048,-0.9561,9.4839,0.0083,0.0043,0.0015
36056,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605616,2019-08-18 21:51:14:728,1.9506,-0.7354,9.2807,2.3058,-0.9544,9.4838,0.0009,-0.0042,0.0015
36057,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605715,2019-08-18 21:51:14:827,2.263,-1.0448,9.6535,2.306,-0.9482,9.4844,0.0009,-0.0053,0.0004
36058,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605815,2019-08-18 21:51:14:927,2.5246,-0.8844,10.0947,2.3087,-0.9446,9.4841,0.0009,-0.0021,0.0004
36059,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3605914,2019-08-18 21:51:15:026,2.5383,-1.0095,9.5679,2.3068,-0.9447,9.4845,-0.0034,0.0054,0.0015
36060,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3606015,2019-08-18 21:51:15:127,2.5473,-0.961,9.3154,2.3173,-0.9655,9.4799,-0.0045,-0.0063,0.0015
36061,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3606115,2019-08-18 21:51:15:227,2.4324,-0.8174,9.0706,2.3263,-0.9662,9.4776,0.0083,0.0128,0.0036
36062,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3606215,2019-08-18 21:51:15:327,2.1301,-1.0544,9.1412,2.3178,-0.9562,9.4807,0.0137,0.0086,0.0026
36063,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3606314,2019-08-18 21:51:15:426,1.9542,-0.8054,9.6003,2.3187,-0.9465,9.4815,0.0051,-0.0053,0.0036
36064,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3606414,2019-08-18 21:51:15:526,2.0116,-0.9185,9.5009,2.3223,-0.9411,9.4811,0.0041,-0.0053,0.0015
36065,46.888542,-1.294378,105.1,35.13,11.792,153.2,0 / 18,3606515,2019-08-18 21:51:15:627,2.3917,-0.8485,9.7493,2.3128,-0.9302,9.4845,0.0051,0.0054,0.0047
