,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
5878,52.112732,-1.939526,92,15.08,4.0,133.0,,13 / 24,587846,2019-08-16 11:39:12:215,-0.201,-0.069,8.8295,-0.0915,-0.018,9.8062,-0.0075,-0.068,-0.0128,-18.76,-11.43,-20.43,149.65,-0.16,0.26
5879,52.112732,-1.939526,92,15.08,4.0,133.0,,13 / 24,587945,2019-08-16 11:39:12:314,-0.1758,-0.4416,8.1859,-0.0142,-0.0377,9.8066,-0.0075,-0.068,-0.0128,-18.51,-11.27,-20.75,149.65,-0.16,0.26
5880,52.112732,-1.939526,92,15.08,4.0,133.0,,13 / 24,588046,2019-08-16 11:39:12:415,-0.1499,0.3109,10.6979,-0.0358,-0.089,9.8062,-0.032,-0.0957,0.0,-18.51,-11.27,-20.75,149.65,-0.16,0.26
5881,52.112732,-1.939526,92,15.08,4.0,133.0,,13 / 24,588145,2019-08-16 11:39:12:514,0.0547,-0.3787,9.3517,0.0099,-0.0412,9.8066,-0.0299,-0.0136,-0.0277,-18.68,-11.62,-20.39,147.91,-0.08,-0.3
5882,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588245,2019-08-16 11:39:12:614,-0.1246,-0.1659,8.874,-0.008,-0.028,9.8066,-0.0224,0.0407,-0.0011,-19.06,-11.35,-20.2,150.35,0.09,-0.47
5883,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588345,2019-08-16 11:39:12:714,-0.1911,-0.1737,9.6572,-0.0146,-0.042,9.8065,0.0192,0.0151,-0.0032,-18.8,-11.19,-20.52,150.35,0.09,-0.47
5884,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588445,2019-08-16 11:39:12:814,-0.0628,0.2607,10.335,0.0016,0.012,9.8066,0.0138,0.0045,-0.0085,-19.06,-11.35,-20.2,150.57,0.14,-0.72
5885,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588545,2019-08-16 11:39:12:914,0.0512,0.0128,9.7946,-0.0006,0.0083,9.8066,-0.0064,-0.0062,0.0117,-19.02,-11.32,-20.25,150.57,0.14,-0.72
5886,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588645,2019-08-16 11:39:13:014,0.1054,-0.028,10.4564,-0.0049,0.0076,9.8066,0.0085,0.0503,0.017,-19.02,-11.32,-20.25,150.57,0.14,-0.72
5887,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588746,2019-08-16 11:39:13:115,0.1837,0.0945,10.256,0.0002,0.0124,9.8066,0.0085,0.0503,0.017,-19.9,-11.24,-19.43,151.74,0.09,-0.7
5888,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588845,2019-08-16 11:39:13:214,0.1269,-0.4296,8.5337,-0.0046,0.014,9.8066,-0.0043,-0.0009,-0.0096,-19.57,-11.65,-19.52,151.74,0.09,-0.7
5889,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,588946,2019-08-16 11:39:13:315,-0.1577,0.343,9.8206,0.0088,-0.0067,9.8066,0.0042,-0.0477,-0.0117,-19.48,-11.8,-19.52,148.26,0.04,-0.68
5890,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,589045,2019-08-16 11:39:13:414,0.0191,-0.1565,9.4466,0.0143,-0.0129,9.8066,-0.0011,-0.0264,0.016,-17.81,-11.99,-20.95,146.92,0.1,-0.68
5891,52.11264,-1.939367,92,15.37,4.0,133.3,,13 / 24,589145,2019-08-16 11:39:13:514,0.0016,-0.0197,10.1771,0.0387,-0.0351,9.8065,-0.0022,-0.068,-0.0032,-17.81,-11.99,-20.95,146.92,0.1,-0.68
