,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
52916,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618130,2019-08-12 11:08:20:620,-0.5242,-0.2745,10.8354,-0.7426,-0.2095,9.7763,-0.0014,-0.0008,-0.0028
52917,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618213,2019-08-12 11:08:20:703,-0.5846,-0.1542,9.7652,-0.8441,-0.139,9.7693,-0.0057,0.0035,0.0004
52918,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618313,2019-08-12 11:08:20:803,-1.1526,0.093,9.4677,-0.862,-0.1098,9.7681,0.0018,0.0003,0.0015
52919,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618413,2019-08-12 11:08:20:903,-1.164,0.1762,9.4192,-0.8927,-0.0636,9.7657,0.0028,0.0035,0.0047
52920,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618513,2019-08-12 11:08:21:003,-1.0383,-0.0782,9.6994,-0.9081,-0.0354,9.7645,-0.0025,0.0056,0.0047
52921,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618613,2019-08-12 11:08:21:103,-0.7827,-0.0034,9.91,-0.9157,-0.0204,9.7638,0.0028,0.0067,0.0036
52922,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618714,2019-08-12 11:08:21:204,-0.7414,0.1912,9.8771,-0.9131,-0.014,9.764,-0.0025,0.0046,0.0025
52923,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618814,2019-08-12 11:08:21:304,-0.599,0.0613,9.4342,-0.9,-0.0115,9.7653,0.0028,-0.0146,0.0004
52924,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2618913,2019-08-12 11:08:21:403,-0.6163,0.0385,9.9759,-0.888,-0.0131,9.7664,-0.0078,-0.0114,0.0015
52925,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619014,2019-08-12 11:08:21:504,-0.5355,-0.15,10.2363,-0.8536,-0.0196,9.7694,-0.0099,-0.0072,0.0015
52926,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619114,2019-08-12 11:08:21:604,-0.8007,-0.0028,9.9304,-0.825,-0.0236,9.7719,-0.0068,-0.0029,0.0015
52927,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619214,2019-08-12 11:08:21:704,-0.8719,0.2642,9.6329,-0.8324,-0.0284,9.7712,-0.0078,0.012,0.0036
52928,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619313,2019-08-12 11:08:21:803,-0.9689,-0.15,9.7065,-0.8328,-0.0292,9.7712,-0.0046,0.0024,0.0036
52929,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619414,2019-08-12 11:08:21:904,-0.8773,-0.2183,10.4302,-0.8145,-0.0242,9.7727,0.0092,-0.0072,0.0036
52930,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619514,2019-08-12 11:08:22:004,-0.6666,0.0882,9.6682,-0.8098,-0.0115,9.7732,0.0039,0.0003,0.0036
52931,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619613,2019-08-12 11:08:22:103,-0.5816,0.0391,9.8071,-0.818,-0.0084,9.7725,-0.0004,0.0099,0.0025
52932,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619713,2019-08-12 11:08:22:203,-0.6271,0.0092,9.8915,-0.8243,-0.0072,9.7719,0.0007,0.0056,0.0004
52933,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619813,2019-08-12 11:08:22:303,-1.0784,-0.0154,10.0513,-0.8335,-0.0018,9.7712,0.0114,-0.0008,0.0004
52934,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2619913,2019-08-12 11:08:22:403,-1.1897,-0.0225,9.7083,-0.8468,-0.0235,9.77,-0.0014,-0.0093,-0.0007
52935,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620014,2019-08-12 11:08:22:504,-1.2616,0.0176,9.3696,-0.8404,-0.0354,9.7705,-0.0004,0.0003,-0.0007
52936,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620113,2019-08-12 11:08:22:603,-0.8402,-0.2177,9.7209,-0.849,-0.0366,9.7698,-0.0004,0.0152,-0.0007
52937,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620213,2019-08-12 11:08:22:703,-0.9431,-0.1799,10.0262,-0.8615,-0.0429,9.7686,-0.0025,-0.0018,0.0004
52938,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620314,2019-08-12 11:08:22:804,-0.9587,-0.1015,9.5892,-0.8617,-0.0438,9.7686,0.0007,-0.0029,-0.0017
52939,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620413,2019-08-12 11:08:22:903,-0.7845,-0.1153,10.265,-0.8539,-0.0493,9.7693,-0.0004,-0.0168,-0.0028
52940,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620513,2019-08-12 11:08:23:003,-0.9779,-0.1261,9.9645,-0.8501,-0.0507,9.7696,-0.0004,-0.005,-0.0028
52941,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620614,2019-08-12 11:08:23:104,-1.1526,-0.1656,9.4977,-0.8664,-0.0683,9.7681,0.0018,0.0046,-0.0007
52942,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620713,2019-08-12 11:08:23:203,-1.0179,0.0541,9.7598,-0.8888,-0.0702,9.766,0.0007,0.0046,-0.0007
52943,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620813,2019-08-12 11:08:23:303,-0.9886,-0.2087,10.3973,-0.9081,-0.0684,9.7643,0.006,0.0099,-0.0007
52944,46.111046,-0.534473,119.48,31.96,6.432,7.6,Sep-19,2620913,2019-08-12 11:08:23:403,-0.681,-0.2105,9.6718,-0.92,-0.0669,9.7632,0.0018,0.0035,-0.0007
52945,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621014,2019-08-12 11:08:23:504,-0.7893,-0.0914,9.9274,-0.9123,-0.0666,9.7639,0.005,-0.0168,-0.0017
52946,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621113,2019-08-12 11:08:23:603,-1.1263,0.0738,9.5617,-0.9024,-0.0643,9.7648,-0.0004,-0.0093,-0.0007
52947,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621214,2019-08-12 11:08:23:704,-1.0341,-0.0555,9.096,-0.912,-0.0691,9.7639,-0.0025,0.0014,-0.0007
52948,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621314,2019-08-12 11:08:23:804,-1.2442,0.0002,9.8017,-0.9323,-0.0674,9.762,0.0018,0.0141,0.0004
52949,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621413,2019-08-12 11:08:23:903,-0.9653,-0.1578,9.9514,-0.944,-0.0663,9.7609,0.006,0.0078,0.0004
52950,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621513,2019-08-12 11:08:24:003,-0.8504,-0.1686,10.0866,-0.9581,-0.0613,9.7595,0.0082,-0.0008,0.0015
52951,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621613,2019-08-12 11:08:24:103,-0.6522,0.0056,9.2457,-0.9575,-0.0566,9.7596,-0.0004,-0.0029,0.0004
52952,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621714,2019-08-12 11:08:24:204,-0.9665,-0.0165,10.0854,-0.9511,-0.0495,9.7603,0.0018,-0.005,0.0004
52953,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621814,2019-08-12 11:08:24:304,-1.1353,-0.1105,9.4953,-0.9402,-0.0601,9.7613,0.0018,0.0046,-0.0017
52954,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2621914,2019-08-12 11:08:24:404,-1.0072,-0.1458,9.4288,-0.9231,-0.063,9.7629,0.0028,0.0024,-0.0007
52955,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622015,2019-08-12 11:08:24:505,-0.7803,0.0451,10.2063,-0.9076,-0.0573,9.7644,-0.0068,-0.0029,-0.0007
52956,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622113,2019-08-12 11:08:24:603,-0.4643,-0.2661,9.8358,-0.8974,-0.0481,9.7654,0.0018,0.0003,0.0015
52957,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622213,2019-08-12 11:08:24:703,-0.9258,0.0475,9.2008,-0.8866,-0.0453,9.7664,0.006,-0.0082,0.0004
52958,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622313,2019-08-12 11:08:24:803,-0.7175,-0.1728,10.0747,-0.872,-0.045,9.7677,0.0039,-0.0082,-0.0007
52959,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622414,2019-08-12 11:08:24:904,-0.9731,-0.247,9.6425,-0.8618,-0.047,9.7686,-0.0014,-0.005,0.0004
52960,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622515,2019-08-12 11:08:25:005,-0.769,0.1894,9.7736,-0.8183,-0.0497,9.7723,-0.0036,-0.0061,-0.0017
52961,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622614,2019-08-12 11:08:25:104,-0.7325,-0.086,10.3045,-0.8077,-0.0509,9.7732,-0.0036,-0.005,-0.0007
52962,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622714,2019-08-12 11:08:25:204,-0.7325,-0.086,10.3045,-0.8077,-0.0509,9.7732,-0.0036,-0.005,-0.0007
52963,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2622814,2019-08-12 11:08:25:304,-0.7325,-0.086,10.3045,-0.8077,-0.0509,9.7732,-0.0036,-0.005,-0.0007
52964,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2623230,2019-08-12 11:08:25:720,-0.9647,-0.0944,9.4659,-0.7831,-0.0509,9.7752,0.005,0.0088,0.0015
52965,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2623231,2019-08-12 11:08:25:721,-0.9647,-0.0944,9.4659,-0.7831,-0.0509,9.7752,0.005,0.0088,0.0015
52966,46.113472,-0.533965,126.39,29.46,6.432,8.3,Nov-19,2623231,2019-08-12 11:08:25:721,-0.9647,-0.0944,9.4659,-0.7831,-0.0509,9.7752,0.005,0.0088,0.0015
