,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
14707,52.012543,-2.041301,66,18.26,11.0,242.1,,18 / 25,1470745,2019-08-16 11:53:55:114,-0.1933,-0.3259,9.6277,-0.0145,-0.0048,9.8066,0.0213,0.0068,0.0021,-13.57,24.21,-11.39,238.74,2.6,0.61
14708,52.012543,-2.041301,66,18.26,11.0,242.1,,18 / 25,1470845,2019-08-16 11:53:55:214,0.2941,-0.0832,9.7116,-0.0217,0.011,9.8066,-0.0181,-0.0327,0.0053,-13.57,24.21,-11.39,238.74,2.6,0.61
14709,52.012543,-2.041301,66,18.26,11.0,242.1,,18 / 25,1470946,2019-08-16 11:53:55:315,-0.3806,0.1985,10.6746,-0.0032,-0.0028,9.8067,-0.0181,-0.0327,0.0053,-12.95,24.23,-12.04,240.4,2.58,0.76
14710,52.012543,-2.041301,66,18.26,11.0,242.1,,18 / 25,1471045,2019-08-16 11:53:55:414,-0.23,0.0089,10.1116,-0.0244,-0.003,9.8066,-0.0447,-0.006,0.0096,-14.76,22.82,-12.7,235.67,2.5,0.87
14711,52.012543,-2.041301,66,18.26,11.0,242.1,,18 / 25,1471145,2019-08-16 11:53:55:514,0.077,-0.2558,10.1792,0.0099,-0.0157,9.8066,0.0181,0.0004,0.0064,-14.76,22.82,-12.7,235.67,2.5,0.87
14712,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471245,2019-08-16 11:53:55:614,-0.2047,-0.2032,10.231,0.0121,-0.0076,9.8066,-0.016,0.0132,-0.0043,-14.83,21.67,-14.5,234.34,2.46,0.77
14713,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471345,2019-08-16 11:53:55:714,-0.272,-0.1719,10.484,0.0373,-0.0325,9.8065,-0.0916,0.0249,0.0213,-12.94,23.14,-14.04,239.29,2.43,0.48
14714,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471445,2019-08-16 11:53:55:814,0.1594,-0.4212,9.9476,0.0282,-0.0353,9.8065,-0.0128,0.0302,0.016,-9.75,26.04,-11.26,248.08,2.34,0.24
14715,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471546,2019-08-16 11:53:55:915,0.2868,-0.298,9.6916,0.0235,0.0048,9.8066,0.0309,0.0068,0.0139,-9.75,26.04,-11.26,248.08,2.34,0.24
14716,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471645,2019-08-16 11:53:56:014,-0.0908,-0.0617,9.5864,-0.0037,0.0011,9.8066,0.0309,0.0068,0.0139,-13.6,23.78,-12.22,238.81,2.51,0.12
14717,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471746,2019-08-16 11:53:56:115,-0.1366,-0.039,9.81,-0.0139,-0.0154,9.8066,-0.017,0.0238,0.0234,-13.57,23.68,-12.45,238.81,2.5,0.14
14718,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471845,2019-08-16 11:53:56:214,-0.2175,0.0293,10.0987,-0.0184,-0.0197,9.8066,-0.0085,0.0089,0.0021,-13.5,24.71,-10.35,240.03,2.35,0.17
14719,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1471945,2019-08-16 11:53:56:314,0.0624,-0.3753,9.5304,-0.0036,-0.0192,9.8066,0.0458,-0.0113,-0.0011,-13.5,24.71,-10.35,240.03,2.35,0.17
14720,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1472046,2019-08-16 11:53:56:415,0.2758,0.0782,9.7047,0.0131,0.003,9.8066,-0.0042,0.0227,0.0117,-12.39,24.59,-11.9,243.48,2.24,0.14
14721,52.012478,-2.041544,65,18.34,11.0,241.9,,18 / 25,1472145,2019-08-16 11:53:56:514,0.5386,0.0749,9.2351,0.0104,0.0158,9.8066,-0.0224,0.0206,0.0032,-13.47,25.06,-9.5,241.88,2.29,0.08
14722,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472245,2019-08-16 11:53:56:614,0.1017,0.1823,9.9051,0.0088,0.0082,9.8066,-0.001,0.0195,0.0064,-13.4,24.92,-9.97,241.88,2.29,0.08
14723,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472345,2019-08-16 11:53:56:714,0.1719,0.1012,8.4903,0.0027,0.0031,9.8067,-0.0373,0.0163,-0.0011,-13.4,24.92,-9.97,241.88,2.29,0.08
14724,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472445,2019-08-16 11:53:56:814,-0.8309,0.0309,9.6609,-0.0086,-0.0063,9.8066,0.0586,0.0366,-0.0096,-13.05,24.64,-11.07,241.73,2.32,0.07
14725,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472545,2019-08-16 11:53:56:914,0.4975,0.8005,10.69,0.0418,0.0318,9.8065,-0.066,-0.0912,0.0362,-13.36,24.55,-10.89,241.73,2.37,0.0
14726,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472646,2019-08-16 11:53:57:015,0.0,0.1092,9.8896,0.0642,0.0361,9.8064,-0.0085,0.0323,-0.032,-12.83,24.69,-11.22,241.73,2.37,0.0
14727,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472745,2019-08-16 11:53:57:114,0.5045,0.124,6.8652,0.0205,-0.0242,9.8066,-0.0085,0.0323,-0.032,-12.47,25.28,-10.26,243.55,2.73,-0.23
14728,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472845,2019-08-16 11:53:57:214,0.0393,-0.2473,10.8628,0.0082,-0.0826,9.8063,-0.0607,-0.0433,0.0501,-12.47,25.28,-10.26,243.55,2.73,-0.23
14729,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1472945,2019-08-16 11:53:57:314,-0.7619,-0.0526,10.2089,-0.0382,-0.0332,9.8065,0.0789,0.0835,-0.0533,-13.84,24.15,-11.19,239.09,2.32,-0.49
14730,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1473045,2019-08-16 11:53:57:414,-0.5291,0.2082,9.8917,0.0028,-0.0758,9.8064,-0.0714,0.0174,0.0117,-13.93,24.96,-9.1,240.36,1.95,-0.73
14731,52.01239,-2.041788,67,18.62,11.0,241.6,,17 / 25,1473145,2019-08-16 11:53:57:514,0.5835,0.2395,9.2998,0.0509,0.0313,9.8065,-0.0522,-0.0337,-0.0064,-13.93,24.96,-9.1,240.36,1.95,-0.73
14732,52.012302,-2.042039,68,18.96,11.0,241.7,,17 / 25,1473246,2019-08-16 11:53:57:615,0.5756,0.1553,10.0847,0.042,0.0288,9.8065,0.0831,0.0313,-0.0043,-13.38,25.68,-7.85,243.04,2.25,-0.9
14733,52.012302,-2.042039,68,18.96,11.0,241.7,,17 / 25,1473345,2019-08-16 11:53:57:714,-0.1231,-0.3804,10.801,0.0337,0.053,9.8064,0.0831,0.0313,-0.0043,-12.67,25.58,-9.23,242.9,2.62,-0.93
14734,52.012302,-2.042039,68,18.96,11.0,241.7,,17 / 25,1473446,2019-08-16 11:53:57:815,-0.654,0.3265,11.2665,-0.0302,-0.0249,9.8066,0.0192,0.043,-0.0394,-13.08,25.11,-9.92,241.96,2.41,-0.84
