,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
1264,1518265104.0,41.2427564,-8.553951733,100.8,6.945,156.30,1.9,1.0,2.1
1265,1518265105.0,41.242743367,-8.55384305,102.5,7.922,105.40,1.9,1.0,2.1
1266,1518265106.0,41.242733267,-8.553755783,103.4,8.643,89.50,3.8,12.7,13.3
1267,1518265107.0,41.242726867,-8.553638917,103.8,10.083,84.80,3.8,12.7,13.3
1268,1518265108.0,41.242726367,-8.553518017,104.3,11.421,82.80,3.8,12.7,13.3
1269,1518265109.0,41.242729167,-8.5533711,104.3,12.810,85.10,3.4,1.0,3.5
1270,1518265110.0,41.24273215,-8.553212433,105.6,13.941,87.40,1.6,?,?
1271,1518265111.0,41.24271815,-8.55305035,106.1,14.353,93.50,1.6,?,?
1272,1518265112.0,41.242694933,-8.552891483,107.0,13.736,100.40,1.6,?,?
1273,1518265113.0,41.24266215,-8.55274435,107.0,12.398,106.10,3.9,?,?
1274,1518265114.0,41.242627817,-8.552610233,106.9,10.700,104.40,2.8,?,?
1275,1518265115.0,41.242610633,-8.552494233,107.2,9.003,104.00,1.7,?,?
1276,1518265116.0,41.242592733,-8.5524041,107.6,6.945,104.90,1.7,?,?
1277,1518265117.0,41.242579783,-8.552339967,106.6,4.681,107.20,1.9,?,?
1278,1518265118.0,41.242568717,-8.5523061,105.1,2.161,120.80,1.9,?,?
1279,1518265119.0,41.242563767,-8.55229605,103.6,0.360,165.40,1.9,?,?
1280,1518265120.0,41.2425577,-8.55229015,102.2,0.360,120.50,1.9,?,?
1281,1518265121.0,41.242549033,-8.55226835,101.9,1.801,109.10,1.9,?,?
1282,1518265122.0,41.242543533,-8.5522377,104.1,2.366,115.50,1.2,?,?
1283,1518265123.0,41.24253635,-8.5522136,105.1,2.212,121.90,1.1,?,?
1284,1518265124.0,41.242531383,-8.552196517,105.9,1.801,120.60,1.1,?,?
1285,1518265125.0,41.24252085,-8.552167433,106.7,2.932,118.10,1.1,?,?
1286,1518265126.0,41.242526467,-8.552142,114.3,4.733,124.40,1.1,?,?
1287,1518265127.0,41.242497733,-8.5520867,115.8,5.607,128.10,1.5,?,?
1288,1518265128.0,41.242463,-8.552027217,116.6,6.431,128.80,1.8,?,?
1289,1518265129.0,41.24242715,-8.551961217,117.2,7.048,128.50,2.8,?,?
1290,1518265130.0,41.242386967,-8.551892333,118.0,7.511,128.20,2.8,?,?
1291,1518265131.0,41.242340083,-8.551810583,118.9,8.540,127.50,2.8,?,?
1292,1518265132.0,41.242287267,-8.55171365,120.0,9.929,126.00,2.8,?,?
1293,1518265133.0,41.2422362,-8.55160255,120.3,11.163,119.90,2.8,?,?
1294,1518265134.0,41.242190833,-8.55147225,121.2,12.347,113.70,2.8,?,?
1295,1518265135.0,41.242149483,-8.551328167,122.4,13.273,109.80,2.8,?,?
1296,1518265136.0,41.242098483,-8.55117365,123.7,14.404,111.10,2.8,?,?
1297,1518265137.0,41.24204665,-8.5509863,127.9,15.073,109.30,1.7,?,?
1298,1518265138.0,41.242006233,-8.550797817,130.7,15.485,105.10,1.7,?,?
1299,1518265139.0,41.2419916,-8.550597,132.8,15.948,98.30,1.7,?,?
1300,1518265140.0,41.2419891,-8.5503857,134.3,16.565,93.90,1.7,?,?
1301,1518265141.0,41.2419657,-8.550192133,136.4,16.617,98.60,1.7,?,?
1302,1518265142.0,41.241939167,-8.550003583,138.5,16.154,102.20,1.7,?,?
1303,1518265143.0,41.241900633,-8.549805017,139.4,17.080,104.10,1.7,?,?
1304,1518265144.0,41.241861283,-8.549591333,140.3,18.520,103.50,1.7,?,?
1305,1518265145.0,41.2418225,-8.549367033,139.8,19.137,102.10,1.6,?,?
1306,1518265146.0,41.24178705,-8.549151233,139.1,18.314,101.20,1.6,?,?
1307,1518265147.0,41.241753283,-8.548947983,138.4,17.182,101.80,3.4,?,?
1308,1518265148.0,41.241721067,-8.548757717,138.2,15.948,102.60,1.8,?,?
1309,1518265149.0,41.24168975,-8.548586283,138.3,14.250,104.00,1.5,?,?
1310,1518265150.0,41.241656133,-8.5484321,138.2,12.810,107.10,1.5,?,?
1311,1518265151.0,41.241620417,-8.548299383,137.4,11.369,110.00,1.5,?,?
1312,1518265152.0,41.2415921,-8.5481876,137.4,9.466,110.60,1.5,?,?
1313,1518265153.0,41.241573067,-8.5481053,137.1,6.996,108.40,1.8,?,?
1314,1518265154.0,41.2415687,-8.548047083,139.7,4.527,105.30,1.5,?,?
1315,1518265155.0,41.241559,-8.5480201,138.8,1.955,118.90,1.5,?,?
1316,1518265156.0,41.2415456,-8.5480002,137.4,1.543,130.10,1.5,?,?
1317,1518265157.0,41.241520967,-8.547978633,136.0,3.035,155.10,1.5,?,?
1318,1518265158.0,41.241483167,-8.54796795,135.7,4.579,173.40,1.6,?,?
1319,1518265159.0,41.2414384,-8.54796325,136.1,5.453,179.60,1.6,?,?
1320,1518265160.0,41.2413849,-8.54796225,136.3,6.482,183.00,1.6,?,?
1321,1518265161.0,41.2413113,-8.54795825,134.9,8.334,179.60,1.5,?,?
1322,1518265162.0,41.241230033,-8.547962083,135.1,9.414,184.00,1.6,3.7,4.0
1323,1518265163.0,41.241137683,-8.547968017,135.2,10.649,184.30,1.7,3.7,4.1
1324,1518265164.0,41.24102125,-8.547998433,135.4,12.707,190.00,1.7,3.7,4.1
1325,1518265165.0,41.240896117,-8.5480356,135.3,14.404,191.00,1.7,3.7,4.1
1326,1518265166.0,41.2407635,-8.548059183,135.0,15.588,188.20,1.6,3.7,4.0
1327,1518265167.0,41.240615117,-8.548071033,134.5,17.285,183.30,1.6,3.7,4.0
1328,1518265168.0,41.240456267,-8.548051967,133.7,18.829,176.90,1.6,?,?
1329,1518265169.0,41.240294517,-8.547996817,133.1,19.806,168.70,6.1,?,?
1330,1518265170.0,41.240106017,-8.5479476,131.7,21.710,167.50,3.4,?,?
1331,1518265171.0,41.23990495,-8.54789905,130.4,23.150,168.50,3.4,?,?
1332,1518265172.0,41.2396965,-8.547849683,128.4,23.819,169.50,2.0,?,?
1333,1518265173.0,41.239469067,-8.54781345,125.0,24.539,170.10,2.0,?,?
1334,1518265174.0,41.23924485,-8.547768317,123.9,25.208,170.40,3.4,?,?
1335,1518265175.0,41.239011667,-8.5477268,121.5,25.568,170.50,3.4,?,?
1336,1518265176.0,41.238772267,-8.547678933,117.9,26.391,170.30,3.4,?,?
1337,1518265177.0,41.238534583,-8.54762925,114.7,26.545,170.70,3.4,?,?
1338,1518265178.0,41.23829865,-8.54757935,111.8,26.597,170.90,3.4,?,?
1339,1518265179.0,41.238066517,-8.547527433,110.7,26.237,170.90,2.8,?,?
1340,1518265180.0,41.2378491,-8.547476117,111.7,24.951,170.90,2.0,?,?
1341,1518265181.0,41.237648217,-8.547427517,112.5,23.099,170.80,2.0,?,?
1342,1518265182.0,41.237461083,-8.54738525,111.6,21.144,170.90,2.0,?,?
1343,1518265183.0,41.23729,-8.547344833,110.1,19.189,170.50,2.0,?,?
1344,1518265184.0,41.237140067,-8.547303583,109.2,16.977,169.20,2.0,?,?
1345,1518265185.0,41.23700945,-8.547254183,109.8,15.125,165.60,1.3,?,?
1346,1518265186.0,41.23692185,-8.5471468,117.6,13.427,148.10,1.3,?,?
1347,1518265187.0,41.236830217,-8.547017,117.3,14.507,129.30,1.3,?,?
1348,1518265188.0,41.2367666,-8.5468516,118.1,16.411,114.70,1.4,?,?
1349,1518265189.0,41.236712933,-8.546642817,120.4,19.240,104.20,1.2,?,?
1350,1518265190.0,41.236655417,-8.546399117,120.6,21.761,103.20,1.1,?,?
1351,1518265191.0,41.236604483,-8.546138667,119.8,23.356,103.70,2.9,?,?
1352,1518265192.0,41.236550733,-8.545873533,119.5,23.819,105.00,2.9,?,?
1353,1518265193.0,41.2364927,-8.54561155,119.1,23.562,106.30,2.9,?,?
1354,1518265194.0,41.236433883,-8.545345067,119.1,23.562,106.60,2.9,?,?
1355,1518265195.0,41.23638025,-8.545105017,118.7,21.761,106.80,2.9,?,?
1356,1518265196.0,41.236326767,-8.5448837,118.5,19.909,107.30,2.9,?,?
1357,1518265197.0,41.236279,-8.544683767,118.0,17.645,108.00,2.9,?,?
1358,1518265198.0,41.236234767,-8.544507633,117.6,15.433,108.90,2.9,?,?
1359,1518265199.0,41.236186333,-8.544356533,118.1,13.376,113.80,3.6,?,?
1360,1518265200.0,41.236146633,-8.544254383,116.7,10.083,120.30,3.6,?,?
1361,1518265201.0,41.23611095,-8.544174017,115.9,7.717,125.10,4.3,?,?
1362,1518265202.0,41.2360875,-8.544121167,115.0,5.402,125.50,4.3,?,?
1363,1518265203.0,41.236078783,-8.544092567,115.0,3.395,120.10,4.3,?,?
1364,1518265204.0,41.236081567,-8.544079433,116.1,2.006,98.40,4.3,?,?
1365,1518265205.0,41.23608435,-8.54405295,117.6,2.212,72.40,4.3,?,?
1366,1518265206.0,41.23610365,-8.544016817,114.2,4.373,44.90,3.1,?,?
1367,1518265207.0,41.236150583,-8.5439913,114.8,5.968,33.00,3.1,?,?
1368,1518265208.0,41.236205833,-8.543965533,115.6,7.048,27.80,3.1,?,?
1369,1518265209.0,41.236279633,-8.543935267,115.8,8.540,22.20,3.1,?,?
1370,1518265210.0,41.2363669,-8.543894217,116.1,10.237,18.80,3.1,?,?
1371,1518265211.0,41.236454517,-8.543848817,116.5,11.009,19.10,3.1,?,?
1372,1518265212.0,41.236547633,-8.5437867,117.6,11.935,21.20,5.2,?,?
1373,1518265213.0,41.236663917,-8.54377125,119.2,12.964,23.60,5.2,?,?
1374,1518265214.0,41.2368256,-8.5438586,119.9,14.147,24.70,1.9,1.0,2.1
1375,1518265215.0,41.236959783,-8.543770933,120.6,15.485,26.90,1.9,1.0,2.1
1376,1518265216.0,41.237099133,-8.543684183,120.5,16.256,26.40,1.9,1.0,2.1
1377,1518265217.0,41.23725445,-8.54358725,120.5,17.388,25.30,1.9,1.0,2.1
1378,1518265218.0,41.237416683,-8.5434868,120.5,18.366,24.70,1.9,1.0,2.1
1379,1518265219.0,41.237579267,-8.543383833,120.6,18.983,24.90,1.9,1.0,2.1
1380,1518265220.0,41.237738783,-8.54328575,120.7,19.137,24.80,1.9,1.0,2.1
1381,1518265221.0,41.23790055,-8.543188817,120.7,19.343,24.30,5.7,1.0,5.8
1382,1518265222.0,41.2380623,-8.5430931,120.6,19.343,23.60,5.7,1.0,5.8
1383,1518265223.0,41.238224467,-8.542995733,120.2,19.446,23.80,5.7,1.0,5.8
1384,1518265224.0,41.238387317,-8.5429053,119.6,19.292,22.90,5.7,1.0,5.8
1385,1518265225.0,41.238541467,-8.542822767,118.3,18.829,21.80,5.7,1.0,5.8
