,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
3544,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,354446,2019-08-16 11:35:18:815,0.3613,0.0056,9.5129,0.0072,-0.0123,9.8066,0.0287,0.0074,0.0053,-13.93,26.31,-3.72,241.42,1.75,0.89
3545,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,354545,2019-08-16 11:35:18:914,-0.0366,-0.1725,10.6656,-0.0125,0.009,9.8066,-0.0022,0.0159,0.016,-13.14,26.8,-3.02,244.07,1.76,0.98
3546,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,354645,2019-08-16 11:35:19:014,0.1414,0.0714,9.6985,-0.0094,-0.0111,9.8066,-0.0384,0.0063,-0.0224,-13.14,26.8,-3.02,244.07,1.76,0.98
3547,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,354745,2019-08-16 11:35:19:114,0.5469,-0.0173,9.5909,0.0148,-0.0285,9.8066,-0.0235,0.099,0.0,-14.49,26.09,-3.01,241.52,1.42,0.91
3548,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,354846,2019-08-16 11:35:19:215,0.2931,-0.2918,9.5178,0.0157,0.0199,9.8066,0.0117,-0.0544,0.0043,-13.71,26.58,-2.32,242.48,1.32,0.75
3549,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,354946,2019-08-16 11:35:19:315,0.2158,0.077,8.7889,0.0353,0.0737,9.8063,0.0117,-0.0544,0.0043,-13.39,26.61,-3.58,242.48,1.32,0.75
3550,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,355045,2019-08-16 11:35:19:414,0.7714,0.0303,9.1031,0.062,0.124,9.8057,0.0404,-0.0896,0.0064,-13.71,26.58,-2.32,242.48,1.32,0.77
3551,52.133896,-1.920584,71,23.82,10.0,245.0,,17 / 24,355145,2019-08-16 11:35:19:514,0.1634,-0.1876,10.5154,0.0021,0.0286,9.8066,0.0159,-0.0075,-0.0192,-13.71,26.58,-2.32,242.44,2.13,0.77
3552,52.133804,-1.920941,71,24.22,10.0,244.6,,17 / 24,355245,2019-08-16 11:35:19:614,0.1595,-0.2782,10.8057,-0.0037,-0.0126,9.8066,-0.016,0.0521,0.0075,-13.44,26.71,-2.39,244.12,2.28,0.83
3553,52.133804,-1.920941,71,24.22,10.0,244.6,,17 / 24,355346,2019-08-16 11:35:19:715,0.0055,-0.3514,11.0712,-0.0191,-0.0685,9.8064,-0.0118,0.0052,0.0277,-13.44,26.71,-2.39,244.12,2.28,0.83
