,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
6055,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295485,2019-08-12 10:29:37:975,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6056,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295485,2019-08-12 10:29:37:975,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6057,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295486,2019-08-12 10:29:37:976,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6058,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295486,2019-08-12 10:29:37:976,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6059,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295487,2019-08-12 10:29:37:977,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6060,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295487,2019-08-12 10:29:37:977,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6061,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295488,2019-08-12 10:29:37:978,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6062,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295488,2019-08-12 10:29:37:978,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6063,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295488,2019-08-12 10:29:37:978,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6064,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295489,2019-08-12 10:29:37:979,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6065,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295489,2019-08-12 10:29:37:979,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6066,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295490,2019-08-12 10:29:37:980,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6067,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295490,2019-08-12 10:29:37:980,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6068,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295491,2019-08-12 10:29:37:981,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6069,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295492,2019-08-12 10:29:37:982,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6070,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295492,2019-08-12 10:29:37:982,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6071,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295493,2019-08-12 10:29:37:983,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6072,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295494,2019-08-12 10:29:37:984,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6073,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295494,2019-08-12 10:29:37:984,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6074,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295495,2019-08-12 10:29:37:985,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6075,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295495,2019-08-12 10:29:37:985,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
6076,45.63588,0.209828,183.52,6.45,10.72,199.0,0 / 21,295496,2019-08-12 10:29:37:986,-1.5866,-0.1494,9.8191,-1.3168,-0.0288,9.7178,0.0092,-0.0285,-0.0007
