,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
10134,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1013445,2019-08-16 11:46:17:814,-0.4042,-0.1197,9.8357,-0.0556,0.0154,9.8065,0.0192,0.0784,-0.0065,-21.21,3.98,-20.84,190.78,3.38,-0.62
10135,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1013546,2019-08-16 11:46:17:915,-0.3172,-0.1508,9.8417,-0.1612,0.0173,9.8053,0.0107,0.0859,-0.0267,-22.02,5.31,-19.68,192.64,2.48,-0.35
10136,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1013645,2019-08-16 11:46:18:014,0.449,0.0958,9.3604,-0.0103,0.0132,9.8066,0.0192,-0.0452,0.0063,-21.53,5.28,-20.22,192.57,2.44,-0.26
10137,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1013745,2019-08-16 11:46:18:114,0.364,0.2978,8.636,0.1041,0.0389,9.806,0.0181,-0.0537,-0.0363,-21.53,5.28,-20.22,192.57,2.44,-0.26
10138,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1013845,2019-08-16 11:46:18:214,-0.1108,0.3214,9.5998,0.0013,-0.0277,9.8066,-0.0106,0.0198,-0.0192,-20.82,5.35,-20.92,192.9,3.53,-0.26
10139,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1013945,2019-08-16 11:46:18:314,-0.1295,-0.1259,9.9144,-0.055,-0.0606,9.8063,0.0139,0.0337,0.0042,-20.82,5.35,-20.92,192.9,3.53,-0.26
10140,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1014045,2019-08-16 11:46:18:414,0.0725,0.2392,9.8897,-0.0155,0.0125,9.8066,0.0735,-0.0292,-0.016,-20.82,5.35,-20.92,193.22,3.14,-0.54
10141,52.06865,-1.954379,84,19.82,9.0,182.7,,15 / 25,1014145,2019-08-16 11:46:18:514,-0.2631,0.2055,10.3074,0.0072,0.023,9.8066,0.0735,-0.0292,-0.016,-21.24,5.68,-20.41,195.6,3.06,-0.44
10142,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014246,2019-08-16 11:46:18:615,-0.3908,0.2783,10.0351,-0.0276,0.0273,9.8066,0.0522,0.0081,-0.0267,-21.27,5.81,-20.34,195.6,3.06,-0.44
10143,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014346,2019-08-16 11:46:18:715,0.4003,-0.0647,9.0265,-0.0494,0.0302,9.8065,-0.017,0.0912,-0.0107,-21.27,5.81,-20.34,195.6,3.06,-0.44
10144,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014445,2019-08-16 11:46:18:814,0.0104,0.263,9.3981,0.0318,0.0109,9.8066,-0.001,-0.0718,-0.0182,-21.13,6.72,-20.21,197.84,2.83,-0.2
10145,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014546,2019-08-16 11:46:18:915,0.4317,0.1899,10.3439,0.0834,0.008,9.8063,0.0767,-0.0558,-0.0214,-20.96,6.34,-20.5,197.84,2.83,-0.2
10146,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014645,2019-08-16 11:46:19:014,0.0861,0.1368,9.683,0.0132,0.0284,9.8066,0.0512,0.0283,-0.015,-21.06,6.02,-20.5,195.4,3.31,-0.3
10147,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014745,2019-08-16 11:46:19:114,-0.1198,-0.1598,10.6307,-0.0274,0.0369,9.8065,0.0298,0.0422,-0.016,-21.15,6.88,-20.13,197.62,3.21,-0.05
10148,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014845,2019-08-16 11:46:19:214,0.2585,-0.1776,9.9592,-0.0234,0.0156,9.8066,0.0224,-0.0377,-0.0246,-21.15,6.88,-20.13,197.62,3.21,-0.05
10149,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1014945,2019-08-16 11:46:19:314,0.2158,-0.0577,9.321,-0.0051,-0.0217,9.8066,0.0224,-0.0377,-0.0246,-21.13,6.72,-20.21,197.51,3.21,0.09
10150,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1015046,2019-08-16 11:46:19:415,0.0195,-0.233,9.7842,-0.0128,-0.0171,9.8066,-0.001,0.0177,-0.0171,-21.05,7.16,-20.14,197.62,3.15,-0.02
10151,52.06848,-1.954385,85,19.82,9.0,183.5,,13 / 25,1015146,2019-08-16 11:46:19:515,0.0495,0.1694,9.5922,-0.0182,-0.0053,9.8066,0.0256,-0.0004,-0.0235,-21.05,7.16,-20.14,197.62,3.15,-0.02
10152,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015245,2019-08-16 11:46:19:614,-0.1446,0.3777,10.3029,0.0267,0.0031,9.8066,0.0192,-0.01,-0.0342,-21.23,7.7,-19.75,199.97,3.04,-0.02
10153,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015345,2019-08-16 11:46:19:714,0.3226,0.0074,10.4376,0.0848,-0.0293,9.8062,0.0128,-0.0068,-0.0416,-21.07,7.01,-20.17,199.97,3.04,-0.02
10154,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015445,2019-08-16 11:46:19:814,0.269,-0.6618,9.8034,0.0838,-0.0464,9.8062,0.0725,0.0326,-0.0437,-20.47,7.59,-20.57,201.05,3.4,-0.44
10155,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015545,2019-08-16 11:46:19:914,-0.6963,-0.0517,11.8497,-0.0664,0.005,9.8064,0.0267,0.0443,-0.0256,-20.47,7.59,-20.57,201.05,3.4,-0.44
10156,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015646,2019-08-16 11:46:20:015,-0.3848,0.8699,11.6515,-0.0331,0.0119,9.8066,0.0267,0.0443,-0.0256,-20.18,7.77,-20.8,201.01,3.05,-0.27
10157,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015745,2019-08-16 11:46:20:114,-0.3845,0.3391,9.8327,-0.0663,0.0222,9.8064,0.033,0.023,-0.0182,-21.03,7.0,-20.21,197.71,2.74,-0.01
10158,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015845,2019-08-16 11:46:20:214,0.3263,0.2833,9.7503,0.0743,0.0145,9.8064,-0.0309,-0.0643,-0.0043,-21.03,7.0,-20.21,197.71,2.74,-0.01
10159,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1015945,2019-08-16 11:46:20:314,0.2776,-0.0058,9.0358,0.0436,0.0387,9.8065,0.0192,-0.0409,-0.031,-20.08,6.99,-21.17,198.38,3.18,-0.06
10160,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1016045,2019-08-16 11:46:20:414,-0.2233,0.032,10.857,0.0183,0.021,9.8066,-0.0042,-0.043,-0.0469,-20.72,7.51,-20.35,199.78,3.49,0.07
10161,52.068302,-1.9544,85,19.76,9.0,185.1,,14 / 25,1016146,2019-08-16 11:46:20:515,-0.3369,0.2051,9.9633,-0.0073,0.0189,9.8066,0.0075,0.0614,-0.0352,-20.72,7.51,-20.35,199.78,3.49,0.07
10162,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016245,2019-08-16 11:46:20:614,-0.3233,-0.0294,9.9376,-0.0694,-0.0354,9.8063,0.0011,0.0273,-0.0246,-20.1,8.18,-20.72,200.47,3.49,0.19
10163,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016346,2019-08-16 11:46:20:715,-0.3668,0.0655,10.9539,-0.0684,-0.039,9.8063,0.0064,-0.0462,-0.0118,-20.67,7.96,-20.23,200.47,3.49,0.19
10164,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016445,2019-08-16 11:46:20:814,0.0025,-0.2586,8.6545,-0.0401,-0.0412,9.8065,0.0064,0.055,0.0063,-20.59,8.38,-20.15,199.88,3.18,0.05
10165,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016545,2019-08-16 11:46:20:914,-0.029,-0.3291,10.3095,-0.0336,-0.0057,9.8066,0.0064,0.055,0.0063,-20.59,8.38,-20.15,199.88,3.18,0.05
10166,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016645,2019-08-16 11:46:21:014,0.3122,0.2628,9.5862,-0.029,0.016,9.8066,-0.0042,-0.0452,-0.0224,-20.8,8.47,-19.89,199.8,3.06,0.19
10167,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016745,2019-08-16 11:46:21:114,0.1619,0.1945,9.6132,0.0327,-0.0248,9.8066,-0.0479,-0.0239,-0.0288,-20.83,8.3,-19.94,199.8,3.06,0.19
10168,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016845,2019-08-16 11:46:21:214,-0.009,0.0093,9.3219,0.0364,-0.0234,9.8066,-0.0287,-0.0729,-0.0384,-20.59,8.38,-20.15,199.92,3.19,-0.01
10169,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1016945,2019-08-16 11:46:21:314,-0.2435,-0.2186,9.7021,0.0322,-0.0411,9.8065,0.0011,0.0443,-0.0128,-21.08,8.59,-19.54,202.38,3.28,-0.3
10170,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1017045,2019-08-16 11:46:21:414,-0.1975,0.1131,10.74,-0.0056,0.0013,9.8066,0.016,0.0443,-0.016,-21.08,8.59,-19.54,202.38,3.28,-0.3
10171,52.068123,-1.95443,84,19.85,9.0,186.7,,13 / 25,1017145,2019-08-16 11:46:21:514,0.2692,-0.0038,9.5688,-0.0084,-0.0053,9.8066,-0.0021,-0.0185,-0.0278,-21.16,7.97,-19.72,200.12,3.25,-0.28
