,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
51021,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5102110,2019-08-10 00:00:19:337,0.5634,-1.182,9.78,0.6911,-1.1292,9.7169,0.0025,-0.0194,0.0014
51022,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5102210,2019-08-10 00:00:19:437,0.7519,-1.683,9.6495,0.6692,-1.142,9.7169,-0.0008,-0.0127,0.021
51023,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5102310,2019-08-10 00:00:19:537,0.3419,-1.0826,9.4813,0.6552,-1.1379,9.7183,-0.0054,-0.0174,0.0012
51024,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5102413,2019-08-10 00:00:19:640,0.3221,-0.9773,9.686,0.6469,-1.1332,9.7195,0.0078,0.0024,0.0152
51025,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5102510,2019-08-10 00:00:19:737,1.0308,-1.3131,9.8835,0.6371,-1.1436,9.7189,-0.0043,-0.0143,-0.0189
51026,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5102610,2019-08-10 00:00:19:837,0.5484,-1.2472,9.4675,0.6349,-1.1381,9.7197,-0.0015,0.0023,-0.0053
51027,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5102710,2019-08-10 00:00:19:937,0.3652,-0.8947,9.6513,0.6367,-1.1396,9.7194,0.0125,0.0131,-0.0072
51028,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5102811,2019-08-10 00:00:20:038,0.479,-1.1203,9.5711,0.6518,-1.1445,9.7178,0.0042,0.0029,-0.0202
51029,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5102911,2019-08-10 00:00:20:138,0.8674,-1.2766,9.7052,0.6525,-1.1426,9.718,-0.0263,0.0062,0.0072
51030,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5103010,2019-08-10 00:00:20:237,0.7052,-0.5427,9.7112,0.662,-1.1513,9.7163,0.012,0.0033,-0.0054
51031,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5103111,2019-08-10 00:00:20:338,0.4227,-1.2879,9.4741,0.658,-1.1562,9.716,-0.0214,-0.0062,0.0231
51032,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5103210,2019-08-10 00:00:20:437,0.9093,-1.2604,9.7273,0.6493,-1.1657,9.7154,0.0075,-0.0164,-0.0081
51033,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5103310,2019-08-10 00:00:20:537,0.5005,-1.4848,9.7477,0.6414,-1.1725,9.7152,-0.0071,-0.0031,0.0037
51034,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5103410,2019-08-10 00:00:20:637,0.2683,-0.9324,9.4562,0.6428,-1.1733,9.715,-0.0041,0.0155,-0.019
51035,45.746544,0.046489,165.4,20.7,3.216,113.6,Dec-14,5103510,2019-08-10 00:00:20:737,0.8465,-2.3043,9.4837,0.6477,-1.1817,9.7136,0.0059,0.0129,0.0043
51036,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5103611,2019-08-10 00:00:20:838,1.056,-0.8887,10.2439,0.6675,-1.1878,9.7115,-0.0285,0.012,-0.0053
51037,45.746544,0.046489,165.4,20.7,3.216,113.6,13 / 15,5103710,2019-08-10 00:00:20:937,1.1954,-1.908,9.7674,0.6794,-1.1673,9.7132,0.0231,0.016,-0.0121
