,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
8422,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842245,2019-08-16 11:43:26:614,-0.7371,0.3494,11.0109,-0.0962,0.08,9.8059,0.0149,-0.0984,0.2418,-16.5,23.56,-8.53,232.4,-1.29,11.73
8423,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842345,2019-08-16 11:43:26:714,-0.6525,0.4314,10.0833,-0.0649,0.0882,9.806,0.0011,-0.0473,0.2045,-17.6,22.51,-9.15,229.23,-1.27,12.46
8424,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842446,2019-08-16 11:43:26:815,-0.4284,0.3833,9.9135,-0.1649,0.1473,9.8042,0.0341,-0.0121,0.1896,-18.29,22.33,-8.18,227.7,-1.24,13.75
8425,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842545,2019-08-16 11:43:26:914,-0.7613,-0.1202,10.4324,-0.1075,0.0338,9.806,-0.0192,-0.0164,0.2109,-18.29,22.33,-8.18,227.7,-1.24,13.75
8426,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842646,2019-08-16 11:43:27:015,-0.5595,0.2622,9.5113,-0.1251,-0.0041,9.8059,-0.0213,-0.0174,0.2535,-18.45,22.06,-8.54,227.29,-1.52,14.35
8427,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842745,2019-08-16 11:43:27:114,-0.8058,0.0767,9.887,-0.2078,0.0174,9.8044,0.0149,-0.0441,0.2205,-18.94,21.64,-8.56,225.66,-2.27,15.31
8428,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842845,2019-08-16 11:43:27:214,-0.3408,0.3084,9.0649,-0.0922,0.0288,9.8062,0.0149,-0.0441,0.2205,-19.09,21.75,-7.9,225.93,-2.53,15.82
8429,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,842946,2019-08-16 11:43:27:315,-0.2935,-0.291,10.0752,-0.0593,0.0293,9.8064,-0.0256,0.0252,0.2312,-19.09,21.75,-7.9,225.93,-2.53,15.82
8430,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,843046,2019-08-16 11:43:27:415,0.05,-0.1294,10.716,-0.0439,0.0199,9.8065,-0.049,-0.01,0.2376,-19.66,21.42,-7.41,223.2,-2.64,16.18
8431,52.084347,-1.925781,75,9.72,11.0,222.5,,13 / 24,843145,2019-08-16 11:43:27:514,-0.1305,-0.2454,10.1314,-0.0401,-0.0213,9.8065,0.0032,-0.0111,0.2056,-19.95,21.3,-6.95,223.15,-2.75,16.44
