,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
5641,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254424,2019-08-12 13:23:59:860,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5642,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254424,2019-08-12 13:23:59:860,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5643,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254425,2019-08-12 13:23:59:861,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5644,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254425,2019-08-12 13:23:59:861,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5645,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254425,2019-08-12 13:23:59:861,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5646,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254426,2019-08-12 13:23:59:862,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5647,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254426,2019-08-12 13:23:59:862,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5648,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254427,2019-08-12 13:23:59:863,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5649,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254427,2019-08-12 13:23:59:863,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5650,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254428,2019-08-12 13:23:59:864,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5651,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254428,2019-08-12 13:23:59:864,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5652,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254429,2019-08-12 13:23:59:865,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5653,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254429,2019-08-12 13:23:59:865,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5654,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254430,2019-08-12 13:23:59:866,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5655,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254430,2019-08-12 13:23:59:866,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5656,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254430,2019-08-12 13:23:59:866,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5657,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254432,2019-08-12 13:23:59:868,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5658,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254432,2019-08-12 13:23:59:868,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5659,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254433,2019-08-12 13:23:59:869,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5660,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254433,2019-08-12 13:23:59:869,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5661,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254434,2019-08-12 13:23:59:870,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5662,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254434,2019-08-12 13:23:59:870,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5663,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254434,2019-08-12 13:23:59:870,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5664,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254435,2019-08-12 13:23:59:871,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5665,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254435,2019-08-12 13:23:59:871,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5666,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254436,2019-08-12 13:23:59:872,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5667,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254436,2019-08-12 13:23:59:872,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5668,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254437,2019-08-12 13:23:59:873,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5669,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254437,2019-08-12 13:23:59:873,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5670,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254438,2019-08-12 13:23:59:874,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5671,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254438,2019-08-12 13:23:59:874,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5672,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254438,2019-08-12 13:23:59:874,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5673,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254439,2019-08-12 13:23:59:875,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
5674,46.41509,-0.719515,59.48,35.34,11.792,288.1,0 / 24,254439,2019-08-12 13:23:59:875,-1.8996,-0.1375,8.8781,-2.0276,0.0088,9.5947,-0.0002,0.0153,0.0034
