,timestamp,acc_x_dashboard,acc_y_dashboard,acc_z_dashboard,acc_x_above_suspension,acc_y_above_suspension,acc_z_above_suspension,acc_x_below_suspension,acc_y_below_suspension,acc_z_below_suspension,gyro_x_dashboard,gyro_y_dashboard,gyro_z_dashboard,gyro_x_above_suspension,gyro_y_above_suspension,gyro_z_above_suspension,gyro_x_below_suspension,gyro_y_below_suspension,gyro_z_below_suspension,mag_x_dashboard,mag_y_dashboard,mag_z_dashboard,mag_x_above_suspension,mag_y_above_suspension,mag_z_above_suspension,temp_dashboard,temp_above_suspension,temp_below_suspension,timestamp_gps,latitude,longitude,speed
49918,1577395929.6,0.5779369226967416,7.289000966439596,12.96658742526915,-4.9156463792754375,7.654379497844416,16.20378165045017,0.3018445946670157,4.634940833412728,8.563008225454936,8.239560010956556,6.480891530106708,-1.1464560904153962,7.552914503144055,-4.618947098894817,0.9151551781631098,0.7056259527439026,5.289031238090701,-15.64211961699695,25.81021613075545,-14.059558627136752,6.376756279434842,-15.472996794871795,-4.115969590754073,-3.740724499859112,32.16602270344745,36.86246143708629,41.27136310540031,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49919,1577395929.61,0.0021314234291634,-1.5360263528963412,11.21044050754454,1.2015388624237802,-4.596750397175114,6.923856015684546,8.480437465760765,19.917130030190076,7.550260923208842,-2.365298387480945,-3.1168867902057924,-1.0854209341653962,12.100033643769056,8.045847822980184,-2.4112608374618905,15.170957983993905,20.2121269412157,24.85470655487805,25.975137639578165,-13.876966956654456,6.022492041688461,-15.010685032560032,-4.420856227106227,-25.504939771766697,32.07017701500585,36.71869290442388,41.27136310540031,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49920,1577395929.62,-0.0134308873618521,0.0058395162442826,10.136641062964465,0.5467247083710463,-0.4320366093333178,8.371150919248999,-3.41635058355564,-7.812513597739614,9.22500498448814,-21.881289598418444,19.908625905106707,0.6845985970846037,-3.769106981230945,2.6289777057926838,1.6170594750381095,-6.054017601943597,11.5298759646532,1.2951362423780486,25.81021613075545,-14.059558627136752,7.793813230420372,-16.888826566951572,-3.734861295313881,-76.85488517892364,32.30979123610986,36.76661574864468,41.1755174169587,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49921,1577395929.63,-2.108357339998571,1.1837867330411576,7.534143858374619,-3.1535139574004374,-2.382113861530583,6.188836106016578,8.039904360292015,23.68320924161585,9.499141074576029,17.394833448456556,16.154963795731707,-0.2919639029153963,0.6864594250190549,9.052927901105184,-4.1507627905868905,17.9175400152439,12.0028984255907,15.18063428925305,26.3049806572236,-14.242150297619048,6.199624160561654,-16.859932081807084,-3.2013096816976128,-86.71679522400676,31.97433132656424,36.910384281307095,41.12759457273789,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49922,1577395929.64,0.4151312098061165,-1.12182946568931,11.079956517066025,-4.805513102908249,1.2498900569264473,4.749920908262672,-0.6318940527939207,-27.59340771395055,16.66738084508384,-14.038272020293444,-16.010563548018293,-2.763887731040396,-5.356021043730945,5.757029463605183,2.013787990663109,-6.832215844131097,-1.8825996212842988,-0.8105766482469513,27.12958820133719,-14.789925309065936,7.793813230420372,-17.206665903540905,0.457329954528231,-83.3161365877712,32.07017701500584,36.910384281307095,41.12759457273789,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49923,1577395929.65,-0.8753434850181021,1.4722880330899868,14.362406993140244,0.9597244947479988,0.2539021663014473,16.901691434385715,4.731117665956078,8.559037354408822,12.07171075841392,0.3965424328315548,0.5604813738567073,-1.3448203482278962,4.195980909394055,2.6442364948551838,-2.1060850562118905,7.404234351181402,-9.3441474728468,-6.6546928591844505,26.46990216604632,-14.60733363858364,6.731020517181227,-16.513198260073263,-3.2013096816976128,-82.6360048605241,32.04621559289544,36.862461437086296,41.10363315062749,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49924,1577395929.66,-0.7771812169516958,-2.1154231546541538,6.945170249976181,-1.2405468309355938,-1.0844565617258954,1.908003537657202,-15.04259384527439,-6.371204198325552,3.3987152444979047,-5.554385301543445,8.556086842606707,1.6001259408346038,-2.853579637480945,6.764109541730183,2.593621975038109,-8.327577172256097,20.4867851443407,25.37350538300305,25.81021613075545,-14.424741968101342,7.085284754927611,-17.206665903540905,0.457329954528231,-81.95587313327698,31.97433132656424,36.71869290442388,41.22344026117951,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49925,1577395929.67,0.4510442347084603,4.439900990853658,12.16931827243712,2.226257172970655,-0.4547815251048017,11.207082785704078,6.186792275331078,-30.24378895174352,19.186080991568215,2.0750092297065548,-9.815495188643292,-2.794405309165396,-1.3277007312309452,-5.809132645769817,-1.1905577124618902,-4.268739281631097,3.0307304568407014,-4.228545398246951,25.975137639578165,-13.146600274725271,8.67947382478632,-19.17149089336589,-4.420856227106227,-22.10428113553113,32.07017701500584,36.81453859286549,41.07967172851709,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49926,1577395929.68,-1.210531717439977,1.4782735372403772,5.5541390854254,0.6412956739472175,1.2163712336842596,6.852029965879859,3.895541286561547,8.214272315346323,0.5711630838533736,13.549618604706556,-7.587711985518292,-1.5126670279153962,0.6559418468940549,1.6371564167301829,-1.7703916968368902,-1.5526748285060974,9.7140800662157,-6.792021960746951,24.98560858664185,-15.702883661477411,7.262416873800799,-20.09611441798942,-2.896423045345459,-2.3804610453648904,31.97433132656424,37.0062299697487,41.27136310540031,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49927,1577395929.69,0.0679719690834603,4.350118428597799,6.1131851730718845,-5.551306920046922,3.775772808391291,5.110248258116186,-4.169327005674781,-5.752303069175161,3.71474986363853,2.0292328625190548,-4.795353587080792,-1.878877965415396,4.226498487519055,-2.589528153582317,0.4268739281631097,5.039122046493903,42.8256523318407,-2.0617973513719505,25.150530095464568,-14.059558627136752,7.439548992673991,-16.975510022385023,-3.658639636225842,-0.3400658636235523,32.07017701500584,36.9822685476383,41.39117021595232,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49928,1577395929.7,1.3632350672279916,6.484549208627096,12.353671800269147,2.985219099240186,-2.125934283893864,6.567119968321265,5.724711354920922,1.0963107797017908,15.841381272329937,20.20245063595656,-16.071598704268293,-4.320284215415397,3.2194184093940548,14.088328291730184,-5.0662901343368905,11.569883765243905,18.7472831912157,-21.28787157012195,27.624352727805352,-13.876966956654456,5.845359922815277,-16.513198260073263,-3.2013096816976128,1.0201975908706693,31.926408482343422,36.86246143708629,41.03174888429628,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49929,1577395929.71,-0.8250652501548209,-8.98678191930259,8.604352000464463,0.7777651685761239,-4.831382159870427,5.458604599668921,0.6298502221084219,6.25581535733851,13.959538767447125,-18.493838426543444,2.269465748856707,-1.1769736685403962,-12.436099168730944,9.541209151105184,-4.1507627905868905,5.435850562118903,3.976775378715701,1.5392768673780486,25.81021613075545,-14.059558627136752,6.376756279434842,-16.513198260073263,-3.2013096816976128,1.0201975908706693,32.07017701500584,37.0062299697487,41.22344026117951,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
49930,1577395929.72,-1.4870620091880238,1.0114042135099086,11.284660759009384,-2.459195475955125,3.012022478801448,15.210187961485326,-9.698735739805638,-2.1071310415872704,16.947502439322122,-13.122744676543444,21.95330363948171,3.354886683022104,-10.238833543730944,-0.4075213176448171,9.49059463128811,-4.665467797256097,-4.751251965034299,5.598114758003049,25.31545160428729,-13.876966956654456,6.553888398308031,-16.39762031949532,-4.420856227106227,-4.420856227106225,32.07017701500585,36.81453859286549,41.03174888429628,1577395929.0,-27.68970324925256,-51.12920461584999,8.674682
