GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
51.656784,-2.431433,0,0,122.4,0,0 / 21,41,2019-08-31 09:50:20:120,0.027,-0.1343,9.6243,-0.0005,0.0029,9.8066,0,0.0063,0.0042,-29.97,4.73,-15.52,188.43,-1.68,2.23
51.656784,-2.431433,0,0,122.4,0,0 / 21,140,2019-08-31 09:50:20:219,0.0026,-0.0823,9.3311,0.0027,0.0015,9.8066,0,-0.0171,-0.0032,-26.34,3.23,-16.33,188.43,-1.68,2.23
51.656784,-2.431433,0,0,122.4,0,0 / 21,242,2019-08-31 09:50:20:321,-0.0088,-0.0901,9.8316,0.0008,-0.0002,9.8067,0,-0.0171,-0.0032,-27.4,6.17,-19.96,191.17,-1.66,2.24
51.656784,-2.431433,0,0,122.4,0,0 / 21,342,2019-08-31 09:50:20:421,0.0557,-0.175,9.4486,0.0026,0.0044,9.8066,-0.0032,0.0191,0.0042,-27.4,6.17,-19.96,191.17,-1.66,2.24
51.656784,-2.431433,0,0,122.4,0,0 / 21,441,2019-08-31 09:50:20:520,-0.031,-0.1308,9.7425,0.0008,0.0007,9.8067,0.0032,0.018,0.0021,-31.09,7.67,-20.77,193.27,-1.64,2.26
51.656784,-2.431433,0,0,122.4,0,0 / 21,541,2019-08-31 09:50:20:620,0.0565,-0.0734,9.4062,0.0014,-0.0009,9.8067,-0.0042,-0.016,0.0032,-28.53,8.35,-24.46,193.99,-1.64,2.25
51.656784,-2.431433,0,0,122.4,0,0 / 21,640,2019-08-31 09:50:20:719,0.1593,-0.0296,9.6905,0.001,0.0006,9.8066,0,0.0106,-0.0064,-22.98,1.17,-19.25,193.99,-1.64,2.25
51.656784,-2.431433,0,0,122.4,0,0 / 21,741,2019-08-31 09:50:20:820,0.2084,-0.1506,9.4015,0.001,-0.0022,9.8066,0.0064,0.0063,-0.0021,-22.98,1.17,-19.25,193.99,-1.64,2.25
51.656784,-2.431433,0,0,122.4,0,0 / 21,841,2019-08-31 09:50:20:920,0.0261,-0.1018,9.8332,0.0003,0.0007,9.8067,0,0.0042,-0.0043,-25.59,-1.15,-17.96,176.16,-1.63,2.26
51.656784,-2.431433,0,0,122.4,0,0 / 21,941,2019-08-31 09:50:21:020,0.0864,0.0225,9.3542,0.0015,-0.0006,9.8067,0.0011,-0.0054,-0.0032,-26.72,-0.4,-22.39,176.16,-1.63,2.26
51.656784,-2.431433,0,0,122.4,0,0 / 21,1041,2019-08-31 09:50:21:120,0.0539,-0.1616,9.8744,0.0006,-0.0008,9.8067,0.0011,-0.0054,-0.0032,-26.34,0.67,-22.02,180.32,-1.6,2.23
51.656784,-2.431433,0,0,122.4,0,0 / 21,1141,2019-08-31 09:50:21:220,0.1753,-0.1651,9.0584,-0.0049,-0.0028,9.8066,0,0.018,0.0042,-26.34,0.67,-22.02,180.32,-1.6,2.23
51.656784,-2.431433,0,0,122.4,0,0 / 21,1241,2019-08-31 09:50:21:320,0.0735,-0.0404,9.9186,0.0003,-0.001,9.8067,-0.0053,-0.0182,-0.0032,-24.84,2.85,-22.83,184.95,-1.63,2.21
51.656784,-2.431433,0,0,122.4,0,0 / 21,1341,2019-08-31 09:50:21:420,-0.3119,-0.125,9.342,0.0105,-0.001,9.8066,-0.0074,-0.0427,-0.0021,-25.22,3.6,-23.21,184.95,-1.63,2.21
51.656784,-2.431433,0,0,122.4,0,0 / 21,1441,2019-08-31 09:50:21:520,0.4326,-0.1372,9.3333,-0.0023,0.0035,9.8066,-0.0085,0.0713,0.0032,-25.59,3.6,-22.83,187,-1.57,2.2
51.656784,-2.431433,0,0,122.4,0,0 / 21,1540,2019-08-31 09:50:21:619,0.0737,-0.0734,10.002,-0.0057,-0.002,9.8066,0.0021,0.0298,0,-25.97,3.23,-23.64,187,-1.57,2.2
51.656784,-2.431433,0,0,122.4,0,0 / 21,1641,2019-08-31 09:50:21:720,0.1038,-0.1573,9.6178,-0.0049,-0.0025,9.8066,0.0021,0.0159,-0.0021,-25.97,3.23,-23.64,187,-1.57,2.2
51.656784,-2.431433,0,0,122.4,0,0 / 21,1741,2019-08-31 09:50:21:820,-0.0216,-0.0674,9.2424,-0.003,-0.0031,9.8066,-0.0032,0.0149,0.0085,-25.97,2.85,-23.21,184.78,-1.6,2.19
51.656784,-2.431433,0,0,122.4,0,0 / 21,1841,2019-08-31 09:50:21:920,0.0979,-0.1477,9.9224,0.0028,-0.0036,9.8066,-0.0032,0.0149,0.0085,-26.34,3.6,-22.83,184.78,-1.6,2.19
51.656784,-2.431433,0,0,122.4,0,0 / 21,1941,2019-08-31 09:50:22:020,0.0742,-0.1538,9.4687,0.0025,0.0012,9.8067,0.0075,-0.0075,-0.0128,-26.34,3.23,-20.83,184.97,-1.58,2.15
51.656784,-2.431433,0,0,122.4,0,0 / 21,2041,2019-08-31 09:50:22:120,0.1652,-0.1296,9.8556,0.0012,-0.0024,9.8066,0,0.0127,-0.0032,-26.34,3.23,-20.83,184.97,-1.58,2.15
51.656784,-2.431433,0,0,122.4,0,0 / 21,2141,2019-08-31 09:50:22:220,0.1306,-0.2031,9.7764,0.0012,-0.0009,9.8067,-0.0032,0.0244,0.0074,-25.97,2.85,-22.39,184.9,-1.58,2.14
51.656784,-2.431433,0,0,122.4,0,0 / 21,2241,2019-08-31 09:50:22:320,0.0479,-0.1064,9.9157,0.0031,-0.0042,9.8066,0.0085,-0.0054,-0.0107,-25.67,3.24,-15.19,185.46,-1.56,2.11
51.656784,-2.431433,0,0,122.4,0,0 / 21,2340,2019-08-31 09:50:22:419,0.1548,-0.0909,9.798,-0.0039,0.0003,9.8066,0.0032,0.017,-0.0043,-25.67,3.24,-15.19,185.46,-1.56,2.11
51.656784,-2.431433,0,0,122.4,0,0 / 21,2441,2019-08-31 09:50:22:520,0.1418,-0.1243,9.9623,0.0037,-0.0036,9.8066,-0.0032,0.0117,0.0106,-26.34,2.85,-22.02,184.92,-1.59,2.12
51.656784,-2.431433,0,0,122.4,0,0 / 21,2541,2019-08-31 09:50:22:620,0.1061,-0.0635,9.4243,0.0089,-0.0042,9.8066,-0.0032,0.0117,0.0106,-25.97,3.23,-19.96,185.1,-1.54,2.09
51.656784,-2.431433,0,0,122.4,0,0 / 21,2641,2019-08-31 09:50:22:720,0.0968,0.021,9.9409,0.0001,-0.0022,9.8066,0.0064,-0.0001,-0.0128,-25.97,3.23,-19.96,185.1,-1.54,2.09
51.656784,-2.431433,0,0,122.4,0,0 / 21,2741,2019-08-31 09:50:22:820,0.1416,-0.1273,9.5639,0.0019,-0.0029,9.8066,0.0011,-0.0022,-0.0032,-26.72,3.23,-23.21,184.7,-1.53,2.07
51.656784,-2.431433,0,0,122.4,0,0 / 21,2841,2019-08-31 09:50:22:920,0.173,0.0552,9.6761,0.0014,-0.0015,9.8066,-0.0042,-0.0043,0.0064,-26.34,3.23,-18.77,185.19,-1.52,2.06
51.656784,-2.431433,0,0,122.4,0,0 / 21,2941,2019-08-31 09:50:23:020,-0.1193,0.0167,10.2821,-0.0058,-0.004,9.8066,0.0139,0.0106,-0.016,-26.34,3.23,-20.39,185.19,-1.52,2.06
51.656784,-2.431433,0,0,122.4,0,0 / 21,3043,2019-08-31 09:50:23:122,-0.0033,0.1297,10.0906,0.0029,-0.0045,9.8066,0.0117,0.0074,-0.0011,-26.34,3.23,-20.39,185.19,-1.52,2.06
51.656784,-2.431433,0,0,122.4,0,0 / 21,3141,2019-08-31 09:50:23:220,-0.6748,0.0787,9.8335,-0.0107,0.0013,9.8066,-0.0351,-0.0469,0.0074,-26.34,3.6,-21.58,187.22,-1.5,2.03
51.656784,-2.431433,0,0,122.4,0,0 / 21,3241,2019-08-31 09:50:23:320,0.0223,-0.2098,10.0583,-0.0357,-0.0156,9.8066,-0.0351,-0.0469,0.0074,-25.97,3.6,-22.83,187.23,-1.72,1.97
51.656784,-2.431433,0,0,122.4,0,0 / 21,3341,2019-08-31 09:50:23:420,-0.5631,0.1951,8.9625,-0.0215,-0.0049,9.8066,0.0064,0.0564,-0.0234,-25.97,3.6,-22.83,187.23,-1.72,1.97
51.656784,-2.431433,0,0,122.4,0,0 / 21,3442,2019-08-31 09:50:23:521,0.062,-0.1166,9.3377,-0.0275,-0.0066,9.8066,0.0096,0.0031,0.0064,-25.59,3.23,-23.14,187.23,-1.72,1.97
51.656784,-2.431433,0,0,122.4,0,0 / 21,3541,2019-08-31 09:50:23:620,0.1273,-0.1132,9.8016,-0.0205,-0.0039,9.8066,-0.0042,-0.0107,0.0011,-25.97,2.92,-22.77,185.01,-1.84,1.96
51.656784,-2.431433,0,0,122.4,0,0 / 21,3641,2019-08-31 09:50:23:720,0.1147,-0.2331,9.6154,0.0057,-0.0031,9.8066,0.0032,0.0053,-0.0107,-25.97,2.92,-22.77,185.01,-1.84,1.96
51.656784,-2.431433,0,0,122.4,0,0 / 21,3741,2019-08-31 09:50:23:820,0.1396,0.0262,9.5469,0.0037,0.0006,9.8067,0.0064,0.017,0.0011,-25.97,3.6,-22.33,187.33,-1.81,1.94
51.656784,-2.431433,0,0,122.4,0,0 / 21,3841,2019-08-31 09:50:23:920,-0.2415,0.076,9.54,0.0004,-0.0009,9.8067,-0.0064,-0.0214,0.0011,-25.59,3.23,-23.14,185.03,-1.81,1.93
51.656784,-2.431433,0,0,122.4,0,0 / 21,3942,2019-08-31 09:50:24:021,-0.1322,0.0077,9.8335,-0.0103,0.0008,9.8066,-0.0021,-0.0203,-0.0128,-25.59,3.23,-23.14,185.03,-1.81,1.93
51.656784,-2.431433,0,0,122.4,0,0 / 21,4041,2019-08-31 09:50:24:120,-0.4405,0.0253,9.361,-0.0041,-0.0057,9.8066,0,0.0095,-0.0107,-25.97,3.6,-23.58,187.22,-1.91,1.93
51.656784,-2.431433,0,0,122.4,0,0 / 21,4141,2019-08-31 09:50:24:220,-0.1569,-0.0808,9.7013,-0.0127,-0.0124,9.8066,0,0.0095,-0.0107,-25.97,3.6,-23.96,187.22,-1.91,1.93
51.656784,-2.431433,0,0,122.4,0,0 / 21,4241,2019-08-31 09:50:24:320,-0.446,-0.0447,9.097,-0.0209,-0.0038,9.8066,-0.0042,0.0308,0.0011,-25.59,2.92,-24.33,185.04,-2,1.87
51.656784,-2.431433,0,0,122.4,0,0 / 21,4341,2019-08-31 09:50:24:420,-0.1047,-0.069,9.8714,-0.0322,-0.0077,9.8066,-0.0064,-0.0395,-0.0117,-25.97,2.92,-23.52,185.04,-2,1.87
