No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
138.0,58823.8,52.2747272,-2.1221288,114.674,13.216,50.66,0.72,0.1,7.5,114.22,114.34,114.17,113.75,0.6000061,114.32,0.04997993,0.0,0.0,6.0,3.0,2837.0,86.0,0.0,0.0,0.0,13.8,10.5,33.5
138.0,58823.9,52.2747551,-2.122118,114.534,13.308,50.73,0.72,0.1,7.700011999999999,114.38,114.5,114.24,113.71,0.3999939,114.36,0.04997993,0.0,0.0,6.0,3.0,2843.0,86.0,0.0,0.0,0.0,13.7,10.5,33.0
138.0,58824.0,52.2747829,-2.1221075,114.469,13.08,50.81,0.72,0.1,7.700011999999999,114.5,114.55,114.38,113.78,0.3000183,114.46,0.04997993,0.009180069,0.0,6.0,3.0,2841.0,86.0,0.0,0.0,0.0,13.8,10.5,29.0
138.0,58824.1,52.274810900000006,-2.1220969999999997,114.851,12.934,50.88,0.72,0.1,7.700011999999999,114.42,114.45,114.44,113.93,0.2000122,114.48,0.039779900000000014,0.01937985,0.0,6.0,3.0,2829.0,86.0,0.0,0.0,0.0,13.8,10.5,24.5
138.0,58824.2,52.2748389,-2.1220866000000003,114.988,12.862,50.95,0.72,0.1,7.700011999999999,114.43,114.35,114.64,113.87,0.5,114.45,0.039779900000000014,0.0,0.0,6.0,3.0,2840.0,86.0,0.0,0.0,0.0,13.8,10.5,18.0
138.0,58824.3,52.274866800000005,-2.1220761,114.872,12.869000000000002,51.02,0.71,0.1,7.700011999999999,114.5,114.47,114.63,113.66,0.6000061,114.38,0.02957988,-0.009180069,0.0,6.0,3.0,2827.0,86.0,0.0,0.0,0.0,13.8,10.5,6.0
138.0,58824.4,52.2748948,-2.1220656,114.89,12.976,51.09,0.7,0.1,7.899963,114.28,114.38,114.31,113.82,0.3999939,114.29,0.0,0.0,0.0,6.0,3.0,2829.0,86.0,0.0,0.0,0.0,13.8,10.5,2.5
138.0,58824.5,52.274922700000005,-2.1220551,114.782,13.0,51.17,0.71,0.1,8.200012,113.95,113.94,114.31,113.8,0.2000122,114.16,0.0,0.0,0.0,6.0,3.0,2831.0,86.0,0.0,0.0,0.0,13.8,10.5,0.5
138.0,58824.6,52.274950600000004,-2.1220448,114.725,12.669,51.23,0.7,0.1,8.5,113.84,113.83,114.22,113.48,0.3000183,113.98,-0.01938009,0.0,0.0,6.0,3.0,2832.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58824.7,52.27497850000001,-2.1220343999999995,114.584,12.855,51.29,0.68,0.1,8.599976,113.83,113.89,114.01,113.46,0.1000061,113.79,-0.02958012,0.0,0.0,6.0,3.0,2813.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
