GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
51.94965,-1.200867,179,0,14,187,Nov-21,17,2019-02-27 10:15:51:537,-0.0236,0.036,9.7131,-0.0018,-0.0015,9.8067,-0.0021,-0.0202,-0.0011,20.73,-2.71,-33.97,6.96,2.47,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,518,2019-02-27 10:15:52:038,-0.0864,0.0496,9.6351,-0.0013,-0.0002,9.8066,-0.0021,0.0117,0.0053,21.1,-3.08,-33.97,6.98,2.47,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,1018,2019-02-27 10:15:52:538,-0.0536,-0.0183,9.6208,0.0006,0.0014,9.8067,0.0011,-0.0096,-0.0021,20.73,-3.08,-33.91,6.97,2.48,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,1517,2019-02-27 10:15:53:037,0.0416,0.0028,9.6054,0.0013,0.0001,9.8067,0.0011,0.0021,0.0032,20.73,-2.71,-33.53,6.98,2.48,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,2018,2019-02-27 10:15:53:538,0.0976,0.0566,9.7882,0.0005,0.0014,9.8067,0.0032,0.0032,0,21.1,-2.71,-33.53,6.98,2.48,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,2518,2019-02-27 10:15:54:038,0.0539,0.0431,9.9047,-0.0008,-0.0012,9.8067,0.0032,0.0096,0,20.73,-2.71,-33.91,6.96,2.48,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,3018,2019-02-27 10:15:54:538,-0.0777,-0.0486,9.8162,-0.0042,-0.0037,9.8067,-0.0021,0.0053,0.0043,20.73,-2.71,-33.1,7.04,2.5,-1.02
51.94965,-1.200867,179,0,14,187,Nov-21,3517,2019-02-27 10:15:55:037,0.0425,-0.0746,9.9977,0.0009,-0.0027,9.8066,0,0.0117,0.0064,20.73,-2.71,-33.91,7.02,2.49,-1.01
51.94965,-1.200867,179,0,14,187,Nov-21,4018,2019-02-27 10:15:55:538,-0.2057,-0.0306,9.689,-0.0004,0.0012,9.8067,0.0032,0.0085,-0.0011,20.73,-2.71,-34.28,7.01,2.5,-1.02
51.94965,-1.200867,179,0,14,187,Nov-21,4518,2019-02-27 10:15:56:038,-0.0076,0.0663,9.7027,-0.0001,0.001,9.8067,0.0043,0.0043,-0.0021,20.73,-3.46,-33.91,7,2.47,-1.02
51.94965,-1.200867,179,0,14,187,Nov-21,5017,2019-02-27 10:15:56:537,0.0478,-0.0186,9.7339,0.0007,0.0011,9.8067,-0.0085,-0.0085,0.0011,20.73,-3.08,-33.91,7,2.49,-1.02
51.94965,-1.200867,179,0,14,187,Nov-21,5518,2019-02-27 10:15:57:038,0.1081,0.0959,9.759,0.0005,0.0025,9.8066,0,0.0117,0.0032,20.73,-3.08,-33.47,7.03,2.48,-1.02
51.94965,-1.200867,179,0,14,187,Nov-21,6018,2019-02-27 10:15:57:538,-0.0255,-0.0016,9.8087,-0.0025,-0.001,9.8067,-0.0053,-0.0032,-0.0021,20.73,-3.08,-34.28,6.98,2.49,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,6517,2019-02-27 10:15:58:037,0.0616,-0.0091,9.6701,0.0027,-0.0003,9.8067,-0.0021,-0.0064,-0.0011,21.1,-3.08,-33.03,7.01,2.48,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,7018,2019-02-27 10:15:58:538,-0.0596,-0.0497,9.8095,-0.0026,-0.0014,9.8066,0.0064,0.0149,0,20.73,-3.08,-33.85,6.96,2.49,-1.05
51.94965,-1.200867,179,0,14,187,Nov-21,7517,2019-02-27 10:15:59:037,-0.0658,0.0333,9.5725,0.004,0.0018,9.8066,0.0021,0.0181,0.0011,20.73,-3.08,-33.85,6.95,2.48,-1.05
51.94965,-1.200867,179,0,14,187,Nov-21,8018,2019-02-27 10:15:59:538,-0.0037,0.0948,9.5953,0.0002,0.001,9.8067,0.0021,0.0096,0.0021,20.73,-3.08,-33.41,7,2.48,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,8517,2019-02-27 10:16:00:037,0.1066,-0.0555,10.048,-0.0004,-0.0026,9.8066,-0.0011,0,0.0021,20.73,-2.71,-33.85,6.98,2.49,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,9017,2019-02-27 10:16:00:537,0.0237,0.0029,9.6254,0.0005,-0.0001,9.8067,0,0.0053,0.0011,20.73,-3.08,-33.85,6.97,2.49,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,9518,2019-02-27 10:16:01:038,-0.1038,-0.0603,9.7604,-0.0006,-0.0004,9.8067,-0.0032,0.0075,0.0032,20.35,-3.08,-33.85,7.34,2.48,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,10018,2019-02-27 10:16:01:538,-0.0004,-0.0232,9.6552,0.002,0,9.8067,0.0032,0.0075,-0.0011,20.35,-3.08,-33.85,7.35,2.48,-1.03
51.94965,-1.200867,179,0,14,187,Nov-21,10518,2019-02-27 10:16:02:038,-0.0459,-0.0783,9.8839,-0.0033,-0.0024,9.8066,0.0032,-0.0117,-0.0053,20.73,-3.08,-33.41,7,2.48,-1.04
51.94965,-1.200867,179,0,14,187,Nov-21,11017,2019-02-27 10:16:02:537,-0.0469,-0.0319,9.6826,0.0009,-0.0016,9.8067,-0.0053,0,0,20.35,-4.15,-31.78,10.46,2.49,-1.02
