GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,29,2019-08-18 22:19:49:562,-0.0588,0.263,9.7834,-0.0818,0.264,9.8028,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,129,2019-08-18 22:19:49:662,-0.1019,0.2738,9.8313,-0.0824,0.2658,9.8027,0.0019,0.0011,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,229,2019-08-18 22:19:49:762,-0.0875,0.2463,9.7547,-0.0842,0.2629,9.8028,0.003,0.0011,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,329,2019-08-18 22:19:49:862,-0.0815,0.2774,9.7236,-0.0802,0.2623,9.8028,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,429,2019-08-18 22:19:49:962,-0.0755,0.2463,9.811,-0.0802,0.2649,9.8027,0.0019,0.0011,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,529,2019-08-18 22:19:50:062,-0.0767,0.2834,9.8181,-0.0808,0.2636,9.8028,0.0019,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,628,2019-08-18 22:19:50:161,-0.0899,0.2211,9.7667,-0.0806,0.265,9.8027,0.0019,0.0032,0.0015
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,729,2019-08-18 22:19:50:262,-0.0887,0.2654,9.7655,-0.083,0.2643,9.8027,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,829,2019-08-18 22:19:50:362,-0.0719,0.2331,9.8409,-0.0829,0.2655,9.8027,0.0019,0.0032,-0.0006
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,929,2019-08-18 22:19:50:462,-0.0995,0.2654,9.8289,-0.0834,0.2618,9.8028,0.0019,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1028,2019-08-18 22:19:50:561,-0.0731,0.2522,9.7116,-0.0864,0.266,9.8027,0.0019,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1128,2019-08-18 22:19:50:661,-0.0636,0.287,9.6829,-0.0827,0.264,9.8027,0.0019,0.0032,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1229,2019-08-18 22:19:50:762,-0.0815,0.2068,9.8529,-0.0833,0.2611,9.8028,0.0019,0.0011,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1329,2019-08-18 22:19:50:862,-0.212,0.5575,9.7798,-0.0886,0.2783,9.8023,0.003,0.0043,-0.0006
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1429,2019-08-18 22:19:50:962,-0.0767,0.3336,9.7104,-0.0933,0.2931,9.8018,0.0009,0.0011,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1528,2019-08-18 22:19:51:061,-0.0731,0.2415,9.7535,-0.0909,0.2774,9.8023,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1629,2019-08-18 22:19:51:162,-0.0719,0.2798,9.8385,-0.084,0.2777,9.8024,0.0019,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1729,2019-08-18 22:19:51:262,-0.1055,0.2511,9.7858,-0.0865,0.273,9.8025,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1829,2019-08-18 22:19:51:362,-0.0636,0.2666,9.7356,-0.0856,0.2713,9.8025,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,1928,2019-08-18 22:19:51:461,-0.0923,0.2498,9.8181,-0.0831,0.271,9.8026,0.0009,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2029,2019-08-18 22:19:51:562,-0.0971,0.2822,9.8289,-0.0863,0.27,9.8026,0.0019,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2129,2019-08-18 22:19:51:662,-0.0683,0.2307,9.8002,-0.0819,0.2683,9.8026,0.0019,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2229,2019-08-18 22:19:51:762,-0.0839,0.2774,9.6984,-0.0834,0.2664,9.8027,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2328,2019-08-18 22:19:51:861,-0.0695,0.257,9.7655,-0.0799,0.2662,9.8027,0.003,0.0022,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2428,2019-08-18 22:19:51:961,-0.0791,0.2822,9.8026,-0.0806,0.2688,9.8026,0.0019,0.0022,0.0015
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2528,2019-08-18 22:19:52:061,-0.0707,0.1864,9.8038,-0.0843,0.2666,9.8027,0.0019,0.0011,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2628,2019-08-18 22:19:52:161,-0.0444,0.2331,9.7356,-0.082,0.2675,9.8027,0.0041,0.0032,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2729,2019-08-18 22:19:52:262,-0.1007,0.2606,9.7942,-0.0826,0.2689,9.8026,0.0019,0.0032,0.0004
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2829,2019-08-18 22:19:52:362,-0.0875,0.281,9.8122,-0.0825,0.267,9.8027,-0.0004,0.0002,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,2929,2019-08-18 22:19:52:462,-0.0791,0.2319,9.7379,-0.0806,0.2627,9.8028,0.0007,0.0013,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3029,2019-08-18 22:19:52:562,-0.0815,0.2451,9.7427,-0.0805,0.2635,9.8028,0.0007,0.0002,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3129,2019-08-18 22:19:52:662,-0.0612,0.2594,9.8397,-0.078,0.2601,9.8029,-0.0004,-0.0009,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3229,2019-08-18 22:19:52:762,-0.0899,0.2834,9.7703,-0.077,0.2574,9.803,-0.0004,0.0002,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3329,2019-08-18 22:19:52:862,-0.0755,0.2882,9.7583,-0.0758,0.2593,9.8029,-0.0004,0.0002,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3428,2019-08-18 22:19:52:961,-0.0971,0.287,9.7631,-0.0777,0.2618,9.8028,0.0007,0.0013,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3529,2019-08-18 22:19:53:062,-0.0803,0.2415,9.7631,-0.0787,0.259,9.8029,-0.0004,0.0002,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3628,2019-08-18 22:19:53:161,-0.0707,0.2965,9.7966,-0.0756,0.2585,9.803,0.0028,0.0002,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3729,2019-08-18 22:19:53:262,-0.1019,0.2259,9.7475,-0.079,0.2619,9.8028,-0.0004,0.0013,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3828,2019-08-18 22:19:53:361,-0.06,0.2451,9.7535,-0.0823,0.2579,9.8029,-0.0014,-0.0009,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,3928,2019-08-18 22:19:53:461,-0.0145,0.2762,9.8289,-0.0765,0.2608,9.8029,-0.0025,-0.0019,-0.0021
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,4028,2019-08-18 22:19:53:561,-0.1138,0.257,9.7894,-0.0777,0.2595,9.8029,-0.0004,-0.0009,0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,4129,2019-08-18 22:19:53:662,-0.0516,0.2487,9.7511,-0.0788,0.2552,9.803,0.0028,-0.0009,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,4229,2019-08-18 22:19:53:762,-0.0528,0.2822,9.7439,-0.0706,0.2602,9.8029,-0.0025,0.0034,0
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,4329,2019-08-18 22:19:53:862,-0.1294,0.2582,9.8193,-0.0769,0.2629,9.8028,-0.0014,0.0002,0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,4429,2019-08-18 22:19:53:962,-0.042,0.2079,9.7583,-0.0789,0.2574,9.803,0.0018,-0.0009,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,4529,2019-08-18 22:19:54:062,-0.042,0.2941,9.702,-0.0723,0.2576,9.803,-0.0014,0.0013,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,4629,2019-08-18 22:19:54:162,-0.1055,0.2331,9.7822,-0.0802,0.2613,9.8028,-0.0014,-0.0009,0
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,4728,2019-08-18 22:19:54:261,-0.0336,0.2606,9.8265,-0.0784,0.2574,9.803,0.0007,0.0013,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,4828,2019-08-18 22:19:54:361,-0.054,0.2008,9.7224,-0.0682,0.2473,9.8033,0.0007,0.0002,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,4928,2019-08-18 22:19:54:461,-0.1474,0.3564,9.7619,-0.0804,0.2585,9.8029,-0.0004,-0.0009,0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,5028,2019-08-18 22:19:54:561,-0.0169,0.2247,9.8193,-0.0782,0.2634,9.8028,-0.0025,-0.0009,0
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,5128,2019-08-18 22:19:54:661,-0.0564,0.2211,9.8086,-0.0717,0.2509,9.8032,0.0007,0.0023,0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,5228,2019-08-18 22:19:54:761,-0.1462,0.2522,9.7296,-0.0819,0.2441,9.8033,0.0028,0.0023,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,Sep-19,5329,2019-08-18 22:19:54:862,-0.2563,0.2905,9.696,-0.1081,0.2572,9.8027,0.0018,-0.0009,-0.0011
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,5429,2019-08-18 22:19:54:962,-0.2036,0.3935,9.8014,-0.1465,0.2842,9.8014,0.0039,-0.0062,0.0075
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,5529,2019-08-18 22:19:55:062,-0.2276,0.2439,9.8397,-0.1621,0.2889,9.8011,0.0007,-0.003,0.0096
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,5629,2019-08-18 22:19:55:162,-0.1887,0.2864,9.7176,-0.1794,0.2919,9.8007,-0.0014,0.0023,0.0096
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,5729,2019-08-18 22:19:55:262,-0.1851,0.3271,9.7409,-0.1829,0.2924,9.8006,-0.0004,0.0002,0.0128
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,5828,2019-08-18 22:19:55:361,-0.2198,0.2738,9.7559,-0.1828,0.2923,9.8006,-0.0025,0.0013,0.0139
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,5928,2019-08-18 22:19:55:461,-0.1857,0.2499,9.7846,-0.1836,0.2857,9.8008,-0.0036,0.0013,0.0149
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6028,2019-08-18 22:19:55:561,-0.1641,0.2415,9.7954,-0.1857,0.2832,9.8008,-0.0014,0.0023,0.0171
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6129,2019-08-18 22:19:55:662,-0.4406,0.4085,9.7337,-0.1947,0.3006,9.8001,0.0007,0.0045,0.0256
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6228,2019-08-18 22:19:55:761,0.0346,0.3773,9.7906,-0.2117,0.3309,9.7988,0.0039,0.0034,0.0362
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6328,2019-08-18 22:19:55:861,-0.4664,0.5431,9.7266,-0.2375,0.3527,9.7974,-0.0014,0.0034,0.0437
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6428,2019-08-18 22:19:55:961,-0.3084,0.3205,9.8313,-0.2549,0.3491,9.7971,-0.0046,0.0055,0.0522
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6529,2019-08-18 22:19:56:062,-0.6513,0.3983,9.7236,-0.2678,0.3519,9.7967,-0.0004,0.0055,0.0618
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6629,2019-08-18 22:19:56:162,-0.5502,0.4115,9.814,-0.3707,0.3768,9.7924,0.0018,0.0023,0.0799
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6728,2019-08-18 22:19:56:261,-0.6723,0.4486,9.7792,-0.4227,0.3998,9.7894,-0.0014,0.0013,0.0884
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6828,2019-08-18 22:19:56:361,-0.6077,0.3797,9.7529,-0.4897,0.4123,9.7857,-0.0036,0.0013,0.1065
