GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
47.27167,-2.205261,50.37,0,4.288,205.3,Nov-20,10,2019-08-09 20:14:08:748,-0.4589,0.0977,9.7273,-0.4651,0.0564,9.7955,0.0005,0.0025,0.0063
47.27167,-2.205261,50.37,0,4.288,205.3,Nov-20,111,2019-08-09 20:14:08:849,-0.4571,-0.037,9.7926,-0.4654,0.0512,9.7955,0.0007,0.0026,0.0047
47.27167,-2.205261,50.37,0,4.288,205.3,Nov-20,210,2019-08-09 20:14:08:948,-0.4386,-0.025,9.7626,-0.4582,0.0363,9.7959,0.0007,0.0032,0.002
47.27167,-2.205261,50.37,0,4.288,205.3,Nov-20,312,2019-08-09 20:14:09:050,-0.4386,0.0438,9.7058,-0.4567,0.0347,9.7959,0.0006,0.0013,-0.0038
47.27167,-2.205261,50.37,0,4.288,205.3,Nov-20,411,2019-08-09 20:14:09:149,-0.4487,0.1264,9.7046,-0.4583,0.0478,9.7958,-0.0021,0.0007,0
47.27167,-2.205261,50.37,0,4.288,205.3,Nov-20,511,2019-08-09 20:14:09:249,-0.4326,0.0205,9.7267,-0.4604,0.0488,9.7957,-0.0004,0.0053,0.0011
47.27167,-2.205261,50.37,0,4.288,205.3,Oct-20,610,2019-08-09 20:14:09:348,-0.411,0.0324,9.8009,-0.4571,0.0371,9.7959,-0.0002,0.0002,0.0019
47.27167,-2.205261,50.37,0,4.288,205.3,Oct-20,710,2019-08-09 20:14:09:448,-0.4314,0.1043,9.756,-0.4559,0.0322,9.796,-0.0004,0.0042,-0.0022
47.27167,-2.205261,50.37,0,4.288,205.3,Oct-20,811,2019-08-09 20:14:09:549,-0.675,-0.5643,9.5926,-0.4714,0.0432,9.7952,0.0044,0.0025,0.012
47.27167,-2.205261,50.37,0,4.288,205.3,Oct-20,910,2019-08-09 20:14:09:648,-0.3416,-0.0244,9.7429,-0.472,0.0404,9.7952,-0.0008,0.0096,-0.0148
