GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.15681,-1.884516,71,0,44,244,Aug-21,21,2020-03-21 11:11:08:098,0.0729,0.0412,9.6925,0.0009,0.0004,9.8067,-0.0013,0.0009,-0.0001,3.84,-17.58,-46.56,60.81,-13.11,8.52
52.15681,-1.884516,71,0,44,244,Aug-21,521,2020-03-21 11:11:08:598,0.0821,0.0628,9.6985,0.0002,0.0008,9.8067,-0.0007,-0.0011,0,4.16,-17.58,-47,60.79,-13.17,8.57
52.15681,-1.884516,71,0,44,244,Aug-21,1021,2020-03-21 11:11:09:098,0.0629,0.0194,9.6884,0.0009,0.0001,9.8067,0.0006,0.0003,-0.0009,3.78,-17.96,-47.37,60.75,-13.21,8.6
52.15681,-1.884516,71,0,44,244,Aug-21,1522,2020-03-21 11:11:09:599,0.0115,0.2434,9.7729,0.0027,0.0142,9.8066,-0.0219,0.0206,0.0066,3.78,-18.27,-47.37,60.34,-13.48,8.52
52.15681,-1.884516,71,0,44,244,Aug-21,2020,2020-03-21 11:11:10:097,0.0415,0.0581,9.6817,-0.0003,0.0011,9.8067,0.0004,0.0014,0.0002,3.78,-18.64,-47.37,60.77,-13.9,8.45
52.15681,-1.884516,71,0,44,244,Aug-21,2521,2020-03-21 11:11:10:598,-0.0254,0.0661,9.6659,0.0015,-0.0008,9.8067,0.0036,-0.005,-0.0019,3.47,-18.64,-47.37,62.41,-13.95,8.48
52.15681,-1.884516,71,0,44,244,Aug-21,3021,2020-03-21 11:11:11:098,-0.1791,0.4488,9.9905,0.0006,0.011,9.8066,-0.0309,0.0298,-0.0256,3.09,-19.02,-47.81,62.38,-13.93,8.72
52.15681,-1.884516,71,0,44,244,Aug-21,3520,2020-03-21 11:11:11:597,0.031,0.0391,9.64,0.0002,0.0012,9.8067,-0.0021,-0.0011,0.0021,3.09,-18.64,-48.25,62.23,-14.03,8.71
52.15681,-1.884516,71,0,44,244,Aug-21,4020,2020-03-21 11:11:12:097,-0.0072,0.0245,9.6228,-0.0002,0.0012,9.8067,-0.0011,0.0032,0.0043,3.09,-18.64,-48.25,62.1,-14.11,8.69
52.15681,-1.884516,71,0,44,244,Aug-21,4521,2020-03-21 11:11:12:598,0.0216,0.0583,9.6933,-0.0045,0.0314,9.8066,-0.0032,0.0074,0.0053,3.09,-18.64,-46.94,61.56,-14.56,8.39
