No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
136.0,58630.2,52.2320803,-2.1397304,83.57,21.043000000000006,74.68,0.12,0.1,8.299988,83.45,83.47,83.51999,83.03999,0.6000061,83.45,0.05915999,0.009180069,0.0,6.0,3.0,2087.0,87.0,0.0,0.0,0.0,13.6,10.5,29.5
136.0,58630.3,52.2320999,-2.1397184,83.711,20.84,74.7,0.13,0.1,8.299988,83.83,83.76999,83.70999,83.33,0.0,83.7,0.05915999,0.0,0.0,6.0,3.0,2087.0,87.0,0.0,0.0,0.0,13.6,10.5,29.5
136.0,58630.4,52.2321194,-2.1397062,83.736,20.899,74.7,0.12,0.1,8.299988,83.98999,84.09,84.00999,83.31,0.6000061,83.9,0.05915999,0.0,0.0,6.0,3.0,2083.0,87.0,0.0,0.0,0.0,13.7,10.5,29.5
136.0,58630.5,52.232139,-2.139694,83.876,20.917,74.71,0.11,0.1,8.299988,84.03999,84.06,84.03999,83.62,0.3000183,84.04,0.05915999,0.009180069,0.0,6.0,3.0,2094.0,87.0,0.0,-0.230011,0.0,13.6,10.5,29.5
136.0,58630.6,52.2321587,-2.1396818,84.42399999999998,20.858,74.73,0.13,0.1,8.299988,84.37999,84.33,84.17999,83.84999,0.1000061,84.29,0.04997993,0.0,0.0,6.0,3.0,2090.0,87.0,0.0,0.0,0.0,13.6,10.5,29.5
136.0,58630.7,52.232178399999995,-2.1396697000000002,84.431,20.644,74.74,0.12,0.1,8.399963,84.58,84.64999,84.40999000000002,83.87,0.1000061,84.53,0.04997993,0.0,0.0,6.0,3.0,2105.0,87.0,0.0,0.0,0.0,13.6,10.5,29.5
136.0,58630.8,52.2321981,-2.1396574999999998,84.416,20.787,74.74,0.11,0.1,8.799988,84.65999000000002,84.7,84.72,84.05,0.3000183,84.65,0.05915999,0.0,0.0,6.0,3.0,2096.0,87.0,0.0,0.0,0.0,13.6,10.5,29.0
136.0,58630.9,52.232217999999996,-2.1396452999999998,84.78399999999998,20.731,74.76,0.12,0.1,8.899963,84.78,84.8,84.55,84.3,0.0,84.86,0.05915999,-0.009180069,0.0,6.0,3.0,2110.0,87.0,0.0,0.0,0.0,13.6,10.5,25.5
136.0,58631.0,52.2322379,-2.1396331,85.09,20.653,74.77,0.12,0.1,9.0,85.0,84.98,84.97,84.59,0.0,84.95,0.04997993,0.0,0.0,6.0,3.0,2101.0,87.0,0.0,0.0,0.0,13.6,10.5,25.0
136.0,58631.1,52.2322577,-2.1396208999999997,85.104,20.671,74.77,0.11,0.1,9.099976,85.11,85.12,85.31,84.47,0.2000122,85.12,0.04997993,0.009180069,0.0,6.0,3.0,2125.0,87.0,0.0,0.0,0.0,13.7,10.5,25.0
136.0,58631.2,52.232277700000004,-2.1396086999999997,85.36,20.534,74.78,0.1,0.1,9.200012,85.3,85.28,85.3,84.78999,-0.2999878,85.32,0.039779900000000014,0.0,0.0,6.0,3.0,2130.0,87.0,0.0,0.0,0.0,13.7,10.5,25.0
136.0,58631.3,52.232297700000004,-2.1395966,85.46,20.487,74.78,0.09,0.1,9.099976,85.55,85.48,85.44,85.09,0.1000061,85.48,0.039779900000000014,-0.01938009,0.0,6.0,3.0,2128.0,87.0,0.0,0.0,0.0,13.7,10.5,23.0
136.0,58631.4,52.232317699999996,-2.1395843,85.50399999999998,20.562,74.78,0.08,0.1,9.099976,85.61,85.65999000000002,85.70999,85.12999,0.3000183,85.62,0.039779900000000014,-0.02958012,0.0,6.0,3.0,2119.0,87.0,0.0,-0.230011,0.0,13.7,10.5,20.5
136.0,58631.5,52.2323377,-2.139572,85.655,20.649,74.78,0.08,0.1,9.099976,85.70999,85.78999,85.81,85.17,0.3000183,85.7,0.02957988,-0.009180069,0.0,6.0,3.0,2134.0,87.0,0.0,0.0,0.0,13.7,10.5,19.5
136.0,58631.6,52.2323578,-2.1395597,85.853,20.743,74.79,0.08,0.1,9.099976,85.84,85.75999,85.81999,85.51999,0.3999939,85.8,0.02957988,-0.009180069,0.0,6.0,3.0,2139.0,87.0,0.0,0.0,0.0,13.7,10.5,19.5
136.0,58631.7,52.2323778,-2.1395473999999997,85.87100000000002,20.669,74.8,0.08,0.1,9.299988,85.90999000000002,85.87999,85.95999,85.59,0.0,85.79,0.02957988,0.0,0.0,6.0,3.0,2142.0,87.0,0.0,0.0,0.0,13.7,10.5,19.5
136.0,58631.8,52.23239800000001,-2.1395351000000002,86.134,20.571,74.81,0.09,0.1,9.399963,85.97,86.05,86.06999,85.34,0.0,85.93,0.01937985,0.0,0.0,6.0,3.0,2145.0,87.0,0.0,0.0,0.0,13.7,10.5,19.0
