n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	13697	1457867149	619	1457867151	41.23893503	-8.54234544	184.2	275.4	13.2594	32	7
2	13697	1457867151	124	1457867152	41.23885409	-8.542554	181	272	12.7598	19	7
3	13697	1457867153	139	1457867154	41.23879563	-8.54274732	178.5	264.2	9.76281	18	8
4	13697	1457867154	648	1457867156	41.23881212	-8.54262174	181	261.2	1.11803	11	8
5	13697	1457867156	157	1457867157	41.23880961	-8.54262723	182.8	264.9	1.58114	11	8
6	13697	1457867158	126	1457867159	41.23873637	-8.54275938	181.7	252.3	3.28824	7	8
7	13697	1457867160	152	1457867161	41.23860495	-8.54281516	180.1	202.7	7.26722	4	8
8	13697	1457867162	133	1457867163	41.23845402	-8.54289627	182.8	197.6	9.01388	5	8
9	13697	1457867163	718	1457867165	41.23824588	-8.54302667	182.5	203.8	12.0104	5	8
10	13697	1457867165	164	1457867166	41.23812966	-8.54309658	182.5	204.1	13.5093	5	8
11	13697	1457867167	118	1457867168	41.23783959	-8.5432604	179.8	204.6	16.0078	4	8
12	13697	1457867168	610	1457867170	41.23754815	-8.54344184	178.7	204.5	18.2568	4	8
13	13697	1457867169	600	1457867171	41.23738839	-8.54354213	176	205.1	19.0066	3	8
14	13697	1457867170	614	1457867172	41.23721804	-8.54365296	174.9	204.7	19.7563	3	8
15	13697	1457867171	583	1457867173	41.23705562	-8.54375677	174.1	205.2	19.7563	3	8
16	13697	1457867172	614	1457867174	41.23689389	-8.54385763	174.3	205.4	19.7563	5	8
17	13697	1457867173	781	1457867175	41.23673995	-8.54395677	173.9	205.7	19.2565	4	9
18	13697	1457867176	152	1457867177	41.23642122	-8.54415684	172.3	206.3	19.0066	4	9
19	13697	1457867177	664	1457867179	41.23611464	-8.54434543	170.4	203.2	18.0069	4	9
20	13697	1457867179	175	1457867180	41.23597493	-8.54441327	169.9	199.8	17.2572	3	9
21	13697	1457867181	126	1457867182	41.23568632	-8.54450775	168.4	190.6	15.5081	3	8
22	13697	1457867183	148	1457867184	41.23543515	-8.54451071	167.4	179.6	13.2594	3	8
23	13697	1457867184	708	1457867186	41.23522617	-8.54449348	166.1	177.9	12.2602	3	8
24	13697	1457867185	606	1457867187	41.23511536	-8.54448835	166.2	178.2	12.0104	3	8
25	13697	1457867186	605	1457867188	41.23500714	-8.54447543	165.8	178.2	12.0104	3	8
26	13697	1457867188	129	1457867189	41.23490314	-8.54446288	165.9	177.3	11.7606	3	8
27	13697	1457867190	134	1457867191	41.23468951	-8.54445373	165.8	178.5	11.7606	5	8
28	13697	1457867192	151	1457867193	41.23448446	-8.54446596	165.5	182.9	11.5109	5	8
29	13697	1457867193	641	1457867195	41.23429147	-8.54449188	165	190.1	10.7616	4	8
30	13697	1457867195	247	1457867196	41.23419661	-8.54452172	165.1	193	10.5119	4	8
31	13697	1457867197	129	1457867198	41.23400877	-8.54458491	164.4	196.9	10.5119	3	8
32	13697	1457867199	141	1457867200	41.23382127	-8.54468195	164	200.9	10.7616	4	9
33	13697	1457867200	674	1457867202	41.23364153	-8.54480358	164.4	203.7	11.2611	4	9
34	13697	1457867202	208	1457867203	41.23354625	-8.54486104	164.7	203.7	11.5109	4	9
35	13697	1457867204	133	1457867205	41.23337176	-8.54495903	164.7	203.4	11.0114	4	9
36	13697	1457867206	119	1457867207	41.23319747	-8.54505897	163.8	203.4	10.5119	3	9
37	13697	1457867208	150	1457867209	41.23302931	-8.54516088	164.6	204.7	10.2622	5	9
38	13697	1457867209	709	1457867211	41.23291256	-8.54523601	165.2	205.7	7.76611	4	9
39	13697	1457867211	199	1457867212	41.23287958	-8.54525537	165.8	204.7	5.27376	3	9
