n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	38657	1527351295	214	1527351290	41.1784738	-8.59514517	205	0	0	12	8
2	38657	1527351296	206	1527351291	41.1784727	-8.59514613	205	0	0	10	9
3	38657	1527351297	219	1527351292	41.17847265	-8.59514372	204	0	0	10	9
4	38657	1527351298	216	1527351293	41.17841854	-8.59506509	199	0	0	7	9
5	38657	1527351299	205	1527351294	41.17842507	-8.59508958	193	0	0	8	10
6	38657	1527351300	211	1527351295	41.17842437	-8.59509493	194	0	0	8	10
7	38657	1527351301	209	1527351296	41.17842154	-8.59509391	195	0	0	8	10
8	38657	1527351302	218	1527351297	41.17841868	-8.5950923	197	0	0	8	10
9	38657	1527351303	222	1527351298	41.17841744	-8.59507959	196	0	0	7	10
10	38657	1527351304	206	1527351299	41.17842163	-8.59509192	197	0	0	7	10
11	38657	1527351305	213	1527351300	41.17842726	-8.59510599	197	0	0	6	10
12	38657	1527351306	199	1527351301	41.17843143	-8.59511935	197	0	0	5	10
13	38657	1527351307	215	1527351302	41.1784337	-8.59512757	197	0	0	5	10
14	38657	1527351308	204	1527351303	41.17843724	-8.59513752	197	0	0	4	10
15	38657	1527351309	205	1527351304	41.17843962	-8.59514048	196	0	0	4	10
16	38657	1527351310	207	1527351305	41.17844043	-8.59514339	197	0	0	3	10
17	38657	1527351311	206	1527351306	41.17844054	-8.59514379	197	0	0	3	10
18	38657	1527351312	214	1527351307	41.17844064	-8.59514391	197	0	0	3	10
19	38657	1527351313	211	1527351308	41.17844061	-8.59514388	197	0	0	3	10
20	38657	1527351314	203	1527351309	41.17844055	-8.59514376	197	0	0	3	10
21	38657	1527351315	207	1527351310	41.17844047	-8.59514358	197	0	0	3	10
22	38657	1527351316	207	1527351311	41.17844047	-8.5951436	197	0	0	3	10
23	38657	1527351317	210	1527351312	41.17844046	-8.59514352	197	0	0	3	10
