n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	13700	1457880952	984	1457880954	41.13687024	-8.61788056	97.9	91.2	1.5	33	11
2	13700	1457880953	905	1457880955	41.13687812	-8.61782518	97.4	92.1	1.75	31	11
3	13700	1457880954	974	1457880956	41.13687564	-8.61776881	91.6	96	3.5	29	10
4	13700	1457880955	883	1457880957	41.13686901	-8.61772648	84.9	95.5	4	25	10
5	13700	1457880956	993	1457880958	41.13686679	-8.61768415	81.5	91.5	4	25	10
6	13700	1457880957	957	1457880959	41.13686963	-8.61763681	80.5	86.9	4.25	26	10
7	13700	1457880959	17	1457880960	41.13687259	-8.61758808	81.6	85.1	4.25	27	10
8	13700	1457880959	914	1457880961	41.13687413	-8.61753371	81.7	86.5	4.75	28	10
9	13700	1457880960	946	1457880962	41.13687583	-8.61747691	80.6	87.2	4.75	22	10
10	13700	1457880962	4	1457880963	41.13687773	-8.61741966	79.7	86.8	5	18	10
11	13700	1457880963	978	1457880965	41.13688714	-8.61730581	80.8	85.3	4.75	12	10
12	13700	1457880964	900	1457880966	41.13688265	-8.6172686	79.2	84.9	4.75	12	10
13	13700	1457880965	882	1457880967	41.13688732	-8.61721273	79.5	85.4	4.75	11	10
14	13700	1457880967	39	1457880968	41.1368946	-8.617144	80.2	85	4.75	9	10
15	13700	1457880969	12	1457880970	41.1369086	-8.61702568	80.5	86.2	4.25	8	10
16	13700	1457880969	920	1457880971	41.13691051	-8.61696585	80.4	87.9	4.25	9	10
17	13700	1457880970	966	1457880972	41.13691938	-8.61692199	80.3	85.7	4.25	10	10
18	13700	1457880972	16	1457880973	41.13690933	-8.61688163	80.5	90.8	3.75	10	10
19	13700	1457880973	993	1457880975	41.13691064	-8.61679155	81	88.8	3.75	10	10
20	13700	1457880976	8	1457880977	41.13691204	-8.61669772	80.9	88	3.75	10	10
21	13700	1457880976	920	1457880978	41.13691369	-8.61665678	81.2	87.2	3.75	10	10
22	13700	1457880978		1457880979	41.1369177	-8.61661878	81.3	85.4	3.5	10	10
23	13700	1457880978	965	1457880980	41.13692602	-8.61658972	81.3	81.3	3	11	10
24	13700	1457880979	938	1457880981	41.13693792	-8.6165592	82.2	76.9	3.25	12	10
