n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	14636	1479040794	948	1479040802	41.22935031	-8.55434503	156.1	209.3	0.25	24	8
2	14636	1479040795	911	1479040802	41.22938266	-8.55429435	154.6	209.3	0.75	14	7
3	14636	1479040797	203	1479040804	41.22935991	-8.55436169	156.4	209.3	0.75	13	1
4	14636	1479040798	193	1479040805	41.22933782	-8.5543496	155.7			18	6
5	14636	1479040799	906	1479040807	41.22929273	-8.55439261	155.2			12	7
6	14636	1479040800	913	1479040808	41.22929024	-8.55438195	155.2			11	7
7	14636	1479040801	905	1479040809	41.22928884	-8.55436001	155.5			11	7
8	14636	1479040802	917	1479040810	41.22930239	-8.55434867	155.7			11	7
9	14636	1479040803	905	1479040811	41.22929799	-8.55434917	155.8			10	7
10	14636	1479040805	429	1479040812	41.22930601	-8.55433506	156.2			10	7
11	14636	1479040806	939	1479040814	41.22931673	-8.55433028	156.6			10	7
12	14636	1479040808	461	1479040815	41.22932015	-8.55432978	156.7			10	7
13	14636	1479040810	484	1479040817	41.22931737	-8.55432603	156.7			10	7
14	14636	1479040812	469	1479040819	41.22931778	-8.55432567	156.7			9	7
15	14636	1479040814	532	1479040821	41.22931965	-8.55431901	156.5			10	7
16	14636	1479040815	922	1479040823	41.22932034	-8.55431525	156.3			10	7
17	14636	1479040817	445	1479040824	41.22932032	-8.55431478	156.3			10	7
18	14636	1479040819	482	1479040826	41.22932031	-8.55431394	156.3			10	7
19	14636	1479040820	47	1479040827	41.2293195	-8.5543051	155.7			9	-1
20	14636	1479040821	56	1479040828	41.22931837	-8.55428978	154.8			10	7
21	14636	1479040822	517	1479040829	41.22931834	-8.55428841	154.8			10	7
22	14636	1479040824	474	1479040831	41.22924739	-8.55427804	154.6	174.5	4	10	8
23	14636	1479040826	458	1479040833	41.22913133	-8.55422008	148.2	175.9	5.5	11	8
24	14636	1479040828	470	1479040835	41.22901661	-8.55419505	146.5	179.2	6	10	8
25	14636	1479040829	47	1479040836	41.2289508	-8.5542076	147.5	179	5.25	10	-1
26	14636	1479040830	5	1479040837	41.22890082	-8.554205	146.3	179.6	5	10	8
27	14636	1479040831	505	1479040838	41.22887323	-8.55420495	147	178.6	4	10	8
28	14636	1479040833	444	1479040840	41.22880788	-8.55419083	145.4	175.9	3.5	10	8
29	14636	1479040835	473	1479040842	41.22871816	-8.5541869	144.9	175.7	4.25	10	8
30	14636	1479040837	550	1479040844	41.22861064	-8.55417736	144	176.3	5.5	10	8
31	14636	1479040838	980	1479040846	41.22848623	-8.55416025	143.3	175.5	7.5	10	8
32	14636	1479040840	517	1479040847	41.22841533	-8.55414749	142.5	175.7	8	10	8
33	14636	1479040842	477	1479040849	41.2282343	-8.55413862	144	176.4	9.5	10	8
34	14636	1479040844	478	1479040851	41.22802007	-8.55413629	141.1	176.5	11	10	8
35	14636	1479040845	951	1479040853	41.2277994	-8.55411542	139.3	176.5	11.75	10	8
36	14636	1479040847	470	1479040854	41.22769162	-8.55410029	139	176.2	11.75	10	8
37	14636	1479040849	434	1479040856	41.22747272	-8.55408446	138.1	175.5	12.25	10	9
38	14636	1479040851	472	1479040858	41.227251	-8.55406024	136.7	175.5	12.75	10	9
39	14636	1479040852	7	1479040859	41.2271337	-8.5540531	137	176	13.75	10	-1
40	14636	1479040853	2	1479040860	41.2270037	-8.55403987	137.1	176.8	14.25	10	8
41	14636	1479040854	520	1479040861	41.22687657	-8.55403104	136.7	177.1	14.25	10	8
42	14636	1479040856	451	1479040863	41.2266207	-8.55400738	136.6	176.8	14.25	10	8
43	14636	1479040858	461	1479040865	41.22636624	-8.55399511	134.4	178	14.25	10	8
44	14636	1479040860	460	1479040867	41.22611077	-8.55399668	133.3	180.1	13.75	11	8
45	14636	1479040861	959	1479040869	41.22587562	-8.55401146	132.6	182.1	13.25	12	8
46	14636	1479040863	474	1479040870	41.22576756	-8.55405513	132.2	186.3	13	13	9
47	14636	1479040865	430	1479040872	41.2255733	-8.55415995	132.2	194	12.25	14	9
48	14636	1479040867	462	1479040874	41.22535343	-8.5542086	132	192.9	12	15	9
49	14636	1479040868	996	1479040876	41.22513164	-8.55436715	132	199.4	12.25	15	9
50	14636	1479040869	20	1479040876	41.2251316	-8.5543671	132	199	12.25	15	-1
51	14636	1479040870	498	1479040877	41.22504238	-8.55460805	132	211.1	13	14	9
52	14636	1479040872	461	1479040879	41.22482715	-8.55484566	132	215.7	13.25	14	10
53	14636	1479040874	455	1479040881	41.22467978	-8.5550296	132	218	12.75	14	10
54	14636	1479040875	917	1479040883	41.22452553	-8.55535843	131.9	223.5	13.5	14	9
55	14636	1479040877	53	1479040884	41.22444973	-8.55545881	137.3	222.6	13.25	14	9
56	14636	1479040879	477	1479040886	41.22420017	-8.55575693	134.3	222.5	14.75	14	9
57	14636	1479040881	537	1479040888	41.22394808	-8.55607583	133.3	222	16.75	12	9
58	14636	1479040882	19	1479040889	41.2238421	-8.5561853	133	220	16.75	12	-1
59	14636	1479040883	502	1479040890	41.22371291	-8.55627456	132.6	216.7	16.5	12	10
60	14636	1479040884	910	1479040892	41.22347143	-8.55643038	132.4	213	15.75	12	10
61	14636	1479040886	31	1479040893	41.22338309	-8.55652098	132.5	213.1	15.5	13	10
62	14636	1479040888	442	1479040895	41.22315176	-8.55655058	132.5	204	14.5	13	10
63	14636	1479040889	24	1479040896	41.2230276	-8.5565689	132.4	201	14.25	13	-1
64	14636	1479040890	465	1479040897	41.2229107	-8.55662574	132.4	201.6	14	13	10
65	14636	1479040891	41	1479040898	41.2227633	-8.5567204	132.6	202	15	13	-1
66	14636	1479040892	43	1479040899	41.22263912	-8.5568308	133.2	204.3	15.25	13	10
67	14636	1479040893	501	1479040900	41.22249789	-8.55693427	133.3	205.8	15.25	13	10
68	14636	1479040895	465	1479040902	41.22226085	-8.5569906	132.4	203.5	14.5	12	9
69	14636	1479040897	482	1479040904	41.22208732	-8.55713616	132.7	208.3	12.5	13	10
70	14636	1479040899	459	1479040906	41.22196524	-8.5573511	132.2	219.3	11.5	13	10
71	14636	1479040900	972	1479040908	41.22186518	-8.55768834	132.4	230	12.5	12	9
72	14636	1479040901	913	1479040909	41.22180152	-8.55782138	132.2	231	12.75	12	9
73	14636	1479040902	922	1479040910	41.22170497	-8.55794934	132	229.4	13.25	12	9
74	14636	1479040903	907	1479040911	41.22162095	-8.55813658	131.9	230.8	14.25	12	8
75	14636	1479040904	941	1479040912	41.22153227	-8.5582787	131.8	230	14.5	12	9
76	14636	1479040906	469	1479040913	41.2214359	-8.55836479	131.5	226.6	14.25	12	9
77	14636	1479040908	3	1479040915	41.22124645	-8.55872404	132.2	228	15.5	14	9
78	14636	1479040909	510	1479040916	41.22113467	-8.55877573	132.4	223.7	15	14	9
79	14636	1479040911	465	1479040918	41.22094592	-8.5588087	132.6	215	13	15	9
80	14636	1479040913	458	1479040920	41.2206392	-8.55889833	132.4	207.1	14	15	9
81	14636	1479040914	23	1479040921	41.2205341	-8.5588106	131.6	199	13	15	-1
82	14636	1479040915	523	1479040922	41.2204741	-8.55876025	131.2	196	11	14	10
83	14636	1479040916	948	1479040924	41.22032321	-8.5588784	131.2	201.1	10.5	14	10
84	14636	1479040918	477	1479040925	41.22021578	-8.55896263	130.9	202	11	14	10
85	14636	1479040920	451	1479040927	41.22003615	-8.5588161	130.2	173.3	10.75	13	10
86	14636	1479040922	471	1479040929	41.21987361	-8.55877852	130.4	169.5	9.75	13	10
87	14636	1479040923	999	1479040931	41.21979706	-8.55882314	132.7	181.5	7.75	11	10
88	14636	1479040924	31	1479040931	41.2197971	-8.5588231	132.7	181	7.75	11	-1
89	14636	1479040925	533	1479040932	41.21973036	-8.55882542	133.6	180.2	8	10	10
90	14636	1479040927	436	1479040934	41.219591	-8.55881266	133.7	180.5	8.5	11	10
91	14636	1479040929	470	1479040936	41.21946188	-8.55881415	132.8	181.5	8.25	12	10
92	14636	1479040931	555	1479040938	41.21933435	-8.55878144	132.6	175.3	8.5	12	10
93	14636	1479040932	964	1479040940	41.21915233	-8.55880066	133	177.4	9	13	10
94	14636	1479040934	545	1479040941	41.21908336	-8.55877103	132.3	174.5	9	13	9
95	14636	1479040936	461	1479040943	41.21886818	-8.55886603	133	183.2	9.75	14	9
96	14636	1479040938	482	1479040945	41.21866129	-8.55885314	135.5	180.6	10.25	14	9
97	14636	1479040939	931	1479040947	41.21848282	-8.55880932	136.3	178.6	9.75	11	9
98	14636	1479040940	920	1479040948	41.21838126	-8.55883071	136	179.2	9.75	11	9
99	14636	1479040941	947	1479040949	41.21827974	-8.55885387	134.5	180.1	9.75	12	9
100	14636	1479040943	498	1479040950	41.21820396	-8.55883126	134.6	181.2	10.5	12	8
