n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	16659	1518263781	690	1518263783	41.23904344	-8.54160519	201.2	0	0	10	8
2	16659	1518263782	683	1518263784	41.23904862	-8.54160208	201.5	0	0	9	8
3	16659	1518263784	222	1518263785	41.23905211	-8.54160286	202	0	0	6	8
4	16659	1518263786	233	1518263787	41.23906235	-8.54160345	202.9	0	0	5	8
5	16659	1518263788	232	1518263789	41.23906704	-8.54160378	203.3	0	0	4	9
6	16659	1518263789	713	1518263791	41.23906911	-8.54160287	203.6	0	0	4	9
7	16659	1518263791	241	1518263792	41.23906931	-8.54160286	203.6	0	0	4	9
8	16659	1518263793	207	1518263794	41.23906943	-8.54160294	203.6	0	0	3	9
9	16659	1518263794	803	1518263796	41.2390696	-8.54160279	203.7	0	0	3	9
10	16659	1518263795	735	1518263797	41.23906967	-8.54160258	203.7	0	0	3	9
11	16659	1518263796	762	1518263798	41.23906971	-8.54160246	203.6	0	0	3	9
12	16659	1518263797	856	1518263799	41.23906961	-8.54160234	203.6	0	0	3	9
13	16659	1518263800	208	1518263801	41.23906952	-8.54160206	203.6	0	0	3	9
14	16659	1518263802	217	1518263803	41.23906951	-8.54160201	203.6	0	0	3	10
15	16659	1518263804	216	1518263805	41.23906732	-8.54159934	205.6	139.2	0.25	3	10
16	16659	1518263805	714	1518263807	41.23906098	-8.54159557	203.7	139.2	0.5	4	9
17	16659	1518263807	240	1518263808	41.23905622	-8.54159346	203	139.2	0.5	4	9
18	16659	1518263809	234	1518263810	41.23902758	-8.5415984	201.5	188	2	4	10
19	16659	1518263811	226	1518263812	41.23897307	-8.54163321	200.1	202.6	3.5	4	10
20	16659	1518263812	747	1518263814	41.23890506	-8.54168797	200.3	206	4.5	4	10
21	16659	1518263814	267	1518263815	41.23886337	-8.5417175	200.4	205.9	5	4	10
22	16659	1518263815	684	1518263817	41.23876784	-8.54179722	199.2	206.6	6.25	3	10
23	16659	1518263816	692	1518263818	41.23872205	-8.54183021	199.1	207.7	6.25	3	10
24	16659	1518263818	221	1518263819	41.23867848	-8.54185616	199.1	204.3	5.75	4	10
25	16659	1518263820	229	1518263821	41.23862054	-8.54191829	196.8	218.4	3.75	4	10
26	16659	1518263821	717	1518263823	41.23857813	-8.5419998	195.8	239.1	4.5	4	9
27	16659	1518263823	240	1518263824	41.23855967	-8.54205745	195.7	245.2	5	4	9
28	16659	1518263824	686	1518263826	41.2386097	-8.54221094	193.8	284.8	6.75	4	9
29	16659	1518263825	685	1518263827	41.23863257	-8.54229351	194.1	285.3	7.25	4	9
30	16659	1518263826	686	1518263828	41.23864612	-8.54238165	193.6	286.1	7	4	8
31	16659	1518263827	685	1518263829	41.23867259	-8.54245614	192.3	285.9	6.75	3	8
32	16659	1518263828	687	1518263830	41.23869376	-8.54252451	190.8	287.8	6	3	8
33	16659	1518263829	687	1518263831	41.23871637	-8.54257479	191.2	294.5	4.75	4	8
34	16659	1518263830	678	1518263832	41.23872895	-8.54260917	190.9	298.5	3.25	3	8
35	16659	1518263831	695	1518263833	41.23872741	-8.54262051	190.8	292.8	1.5	4	8
36	16659	1518263832	686	1518263834	41.23872959	-8.54262166	190.7	292.8	0.5	3	8
37	16659	1518263833	686	1518263835	41.23873401	-8.54262015	191	292.8	0.25	4	8
38	16659	1518263834	687	1518263836	41.23873873	-8.54262091	190.9	292.8	0.25	3	8
39	16659	1518263835	686	1518263837	41.23873334	-8.54263192	190.9	292.8	0.5	4	9
40	16659	1518263836	686	1518263838	41.23873398	-8.54263958	190.6	292.8	0.75	3	10
41	16659	1518263837	686	1518263839	41.23873499	-8.54266473	190.3	260.5	1.75	4	10
42	16659	1518263838	687	1518263840	41.2387311	-8.54270572	189.8	257	2.75	4	10
43	16659	1518263839	687	1518263841	41.23871737	-8.54273762	188.7	244.8	3	4	10
44	16659	1518263840	687	1518263842	41.23867106	-8.54276994	190.5	213.7	4	4	10
45	16659	1518263841	686	1518263843	41.23855822	-8.54283315	189.7	204.9	8	3	10
46	16659	1518263842	689	1518263844	41.23848607	-8.54287915	187.7	204.6	9	3	10
47	16659	1518263843	688	1518263845	41.2384042	-8.54293032	187.3	205.1	10.5	3	10
48	16659	1518263844	688	1518263846	41.23830531	-8.54299343	186.1	205.3	12	3	10
49	16659	1518263845	687	1518263847	41.23819886	-8.54306363	184.8	205.2	12.75	3	10
50	16659	1518263846	679	1518263848	41.2380861	-8.54312967	185.4	204.9	13.25	3	10
