n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	16654	1518257249	312	1518257249	41.23906312	-8.54164781	198	0	0	10	7
2	16654	1518257250	325	1518257250	41.23909122	-8.5416395	198	0	0	9	7
3	16654	1518257251	321	1518257251	41.23911186	-8.54163094	193	0	0	4	7
4	16654	1518257252	318	1518257252	41.23910616	-8.54164113	197	0	0	4	7
5	16654	1518257253	311	1518257253	41.23910432	-8.54164181	199	0	0	4	7
6	16654	1518257254	319	1518257254	41.23910114	-8.54164699	200	0	0	3	8
7	16654	1518257255	323	1518257255	41.23909991	-8.54164755	201	0	0	3	8
8	16654	1518257256	324	1518257256	41.23909691	-8.5416453	203	0	0	3	7
9	16654	1518257257	316	1518257257	41.23909699	-8.54164654	203	0	0	3	7
10	16654	1518257258	320	1518257258	41.23909665	-8.54164716	203	0	0	3	7
11	16654	1518257259	322	1518257259	41.23909655	-8.54164718	203	0	0	3	7
12	16654	1518257260	320	1518257260	41.23909648	-8.54164725	203	0	0	3	7
13	16654	1518257261	319	1518257261	41.23909646	-8.54164732	203	0	0	3	7
14	16654	1518257262	322	1518257262	41.23909633	-8.54164742	203	0	0	3	7
15	16654	1518257263	316	1518257263	41.23909629	-8.54164744	203	0	0	3	7
16	16654	1518257264	321	1518257264	41.23909622	-8.54164752	203	0	0	3	7
17	16654	1518257265	321	1518257265	41.23909617	-8.54164766	203	0	0	3	7
18	16654	1518257266	318	1518257266	41.23909613	-8.54164778	203	0	0	3	7
19	16654	1518257267	320	1518257267	41.2390961	-8.54164791	203	0	0	3	7
20	16654	1518257268	321	1518257268	41.23909604	-8.54164792	203	0	0	3	7
21	16654	1518257269	319	1518257269	41.23909599	-8.54164794	203	0	0	3	7
22	16654	1518257270	316	1518257270	41.23909593	-8.54164798	203	0	0	3	8
23	16654	1518257271	323	1518257271	41.23909592	-8.541648	203	0	0	3	8
24	16654	1518257272	319	1518257272	41.23909595	-8.541648	203	0	0	3	7
25	16654	1518257273	318	1518257273	41.23909596	-8.54164802	203	0	0	3	7
26	16654	1518257274	318	1518257274	41.23909594	-8.54164793	203	0	0	3	7
27	16654	1518257275	319	1518257275	41.23909588	-8.54164794	203	0	0	3	7
28	16654	1518257276	317	1518257276	41.23909582	-8.54164796	203	0	0	3	7
29	16654	1518257277	318	1518257277	41.23909573	-8.54164806	203	0	0	3	7
30	16654	1518257278	319	1518257278	41.23909571	-8.54164819	203	0	0	3	7
31	16654	1518257279	322	1518257279	41.23909568	-8.54164816	203	0	0	3	7
