n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	13699	1457869890	24	1457869892	41.17890279	-8.59422005	178.9		0.5	5	7
2	13699	1457869891	29	1457869893	41.17890393	-8.5942215	179.3		0.5	4	8
3	13699	1457869892	190	1457869894	41.1789066	-8.59422198	179.5		0.5	4	8
4	13699	1457869894	174	1457869896	41.17891313	-8.59422373	180.5		0.5	3	8
5	13699	1457869896	135	1457869898	41.17892173	-8.59422035	181.7		0.5	3	8
6	13699	1457869897	142	1457869899	41.1789244	-8.5942206	181.4		0.5	3	8
7	13699	1457869898	70	1457869900	41.17892589	-8.59421938	181		0.5	3	8
8	13699	1457869899	151	1457869901	41.17892662	-8.5942185	180.8		0.5	3	8
9	13699	1457869901	158	1457869903	41.17892707	-8.59421809	180.7		0.5	3	8
10	13699	1457869903	151	1457869905	41.17892714	-8.59421808	180.7		0.5	4	8
11	13699	1457869904	128	1457869906	41.17892715	-8.59421805	180.7		0.5	4	8
12	13699	1457869905	95	1457869907	41.17892718	-8.59421802	180.7		0.5	3	8
13	13699	1457869906	21	1457869908	41.17892718	-8.59421801	180.7		0.5	3	8
14	13699	1457869907	39	1457869909	41.17892718	-8.59421801	180.7		0.5	3	8
15	13699	1457869908	192	1457869910	41.17892722	-8.59421799	180.7		0.5	3	8
16	13699	1457869910	189	1457869912	41.17892728	-8.59421801	180.6		0.5	3	8
17	13699	1457869912	136	1457869914	41.17892732	-8.59421798	180.6		0.5	3	8
18	13699	1457869913	160	1457869915	41.17892733	-8.59421797	180.6		0.5	3	8
19	13699	1457869914	86	1457869916	41.17892732	-8.59421795	180.6		0.5	3	8
20	13699	1457869915	236	1457869917	41.17892731	-8.59421794	180.6		0.5	3	8
21	13699	1457869917	172	1457869919	41.17894755	-8.59420204	180.2	32.4	2.06155	3	8
22	13699	1457869919	180	1457869921	41.1790099	-8.59415347	180.3	30	3.78319	3	9
23	13699	1457869920	128	1457869922	41.17904336	-8.59413919	179.7	20.4	3.78319	3	9
24	13699	1457869921	177	1457869923	41.17908476	-8.59413877	180	358.8	4.27931	3	9
25	13699	1457869922	242	1457869924	41.17911251	-8.59416787	180	326.9	4.03113	4	9
26	13699	1457869924	201	1457869926	41.17914527	-8.59429504	180.3	282.1	6.0208	3	9
27	13699	1457869926	198	1457869928	41.17916197	-8.59446541	179.9	276.9	7.26722	4	8
28	13699	1457869928	151	1457869930	41.17916845	-8.59465383	179.5	274.1	8.01561	4	8
29	13699	1457869929	154	1457869931	41.17917477	-8.59473785	179.4	274.8	7.51665	4	8
30	13699	1457869930	85	1457869932	41.17918319	-8.59481056	179.5	275.1	6.26997	3	8
31	13699	1457869931	163	1457869933	41.17918689	-8.59488052	179.4	275.2	5.7717	4	8
32	13699	1457869933	107	1457869935	41.179194	-8.59504127	179.3	274.8	7.51665	4	8
33	13699	1457869934	47	1457869936	41.17919762	-8.59514302	179.2	274.4	8.51469	4	8
