n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	16656	1518261611	969	1518261613	41.23896808	-8.54167066	188.2	0	0	13	7
2	16656	1518261613	26	1518261614	41.23896981	-8.54168805	188.7	0	0	10	7
3	16656	1518261615	66	1518261616	41.23900247	-8.54169475	192.1	0	0	6	7
4	16656	1518261617	50	1518261618	41.2390287	-8.54169393	197.4	0	0	5	7
5	16656	1518261619	10	1518261620	41.23903383	-8.54169093	201.1	0	0	4	7
6	16656	1518261620	42	1518261621	41.23903682	-8.54168844	202.7	0	0	4	7
7	16656	1518261620	962	1518261622	41.23903626	-8.54168815	203.3	0	0	4	7
8	16656	1518261622	65	1518261623	41.23903743	-8.54168856	204	0	0	4	7
9	16656	1518261624	68	1518261625	41.23903917	-8.54168798	203.8	0	0	4	7
10	16656	1518261626	42	1518261627	41.23903914	-8.54168801	203.8	0	0	4	7
11	16656	1518261626	988	1518261628	41.23903918	-8.54168798	203.8	0	0	4	7
12	16656	1518261627	979	1518261629	41.23903925	-8.54168795	203.8	0	0	4	7
13	16656	1518261629	43	1518261630	41.2390393	-8.54168794	203.8	0	0	4	8
14	16656	1518261631	19	1518261632	41.23903932	-8.54168791	203.8	0	0	5	8
15	16656	1518261633	60	1518261634	41.23903941	-8.54168781	203.9	0	0	6	7
16	16656	1518261635	12	1518261636	41.23903946	-8.54168771	203.9	0	0	7	7
17	16656	1518261636	12	1518261637	41.23903942	-8.54168769	203.9	0	0	8	7
18	16656	1518261636	947	1518261638	41.23903945	-8.54168768	203.9	0	0	8	7
19	16656	1518261638	84	1518261639	41.23903948	-8.54168765	203.9	0	0	8	8
20	16656	1518261640	75	1518261641	41.2390395	-8.54168766	203.9	0	0	8	7
21	16656	1518261642	43	1518261643	41.2390395	-8.54168763	203.9	0	0	8	7
22	16656	1518261642	987	1518261644	41.23903957	-8.54168759	203.9	0	0	9	7
23	16656	1518261643	987	1518261645	41.23903958	-8.54168758	203.9	0	0	9	7
24	16656	1518261645	85	1518261646	41.23903963	-8.54168754	203.9	0	0	10	8
25	16656	1518261647	71	1518261648	41.23903961	-8.54168751	204	0	0	9	7
26	16656	1518261649	60	1518261650	41.23903971	-8.54168748	203.9	0	0	8	7
27	16656	1518261651	13	1518261652	41.2390396	-8.54168755	203.9	0	0	8	7
28	16656	1518261652	77	1518261653	41.23903952	-8.54168757	204	0	0	8	8
29	16656	1518261654	124	1518261655	41.23903953	-8.54168757	204	0	0	9	8
30	16656	1518261656	93	1518261657	41.23903965	-8.5416875	203.9	0	0	7	8
31	16656	1518261658	54	1518261659	41.23903971	-8.54168748	203.9	0	0	7	8
32	16656	1518261658	998	1518261660	41.23903977	-8.54168745	203.9	0	0	7	7
33	16656	1518261659	989	1518261661	41.23903984	-8.54168744	203.9	0	0	6	8
34	16656	1518261661	77	1518261662	41.2390399	-8.54168741	203.9	0	0	6	8
35	16656	1518261663	78	1518261664	41.23903996	-8.54168741	203.9	0	0	5	8
36	16656	1518261665	77	1518261666	41.23903997	-8.54168742	203.9	0	0	5	8
37	16656	1518261667	22	1518261668	41.23904007	-8.54168738	203.9	0	0	4	8
38	16656	1518261668	5	1518261669	41.23904017	-8.54168734	203.9	0	0	4	8
39	16656	1518261668	950	1518261670	41.23904021	-8.54168735	203.9	0	0	4	8
40	16656	1518261670	62	1518261671	41.23904022	-8.54168736	203.9	0	0	4	8
41	16656	1518261672	86	1518261673	41.23904022	-8.54168741	203.8	0	0	10	8
42	16656	1518261674	46	1518261675	41.23904023	-8.54168746	203.8	0	0	11	8
43	16656	1518261675	991	1518261677	41.2390402	-8.54168749	203.8	0	0	11	8
44	16656	1518261677	103	1518261678	41.23904028	-8.54168748	203.8	0	0	11	8
45	16656	1518261679	118	1518261680	41.23904043	-8.54168746	203.8	0	0	12	8
46	16656	1518261681	87	1518261682	41.23904057	-8.54168741	203.7	0	0	12	8
47	16656	1518261683	15	1518261684	41.23904083	-8.54168736	203.7	0	0	11	8
48	16656	1518261684	71	1518261685	41.23904082	-8.54168739	203.7	0	0	11	8
49	16656	1518261686	96	1518261687	41.23904093	-8.54168738	203.7	0	0	12	8
50	16656	1518261688	63	1518261689	41.23904102	-8.54168735	203.7	0	0	12	8
51	16656	1518261690	54	1518261691	41.23904112	-8.54168734	203.6	0	0	13	8
52	16656	1518261691	15	1518261692	41.23904128	-8.5416873	203.6	0	0	13	8
53	16656	1518261692	0	1518261693	41.23904137	-8.5416873	203.6	0	0	13	8
54	16656	1518261693	79	1518261694	41.23904151	-8.54168727	203.6	0	0	13	8
55	16656	1518261695	111	1518261696	41.23904172	-8.54168721	203.5	0	0	12	8
56	16656	1518261696	895	1518261698	41.23904165	-8.54168726	203.5	0	0	13	8
57	16656	1518261697	903	1518261699	41.23904161	-8.54168728	203.5	0	0	12	8
58	16656	1518261699	32	1518261700	41.23904169	-8.54168726	203.5	0	0	13	8
59	16656	1518261700	72	1518261701	41.23904173	-8.54168727	203.5	0	0	12	8
60	16656	1518261702	71	1518261703	41.23902913	-8.54169051	203.3	210.2	0.75	6	8
61	16656	1518261704	72	1518261705	41.23894605	-8.54168372	198.2	186.7	2.75	4	8
62	16656	1518261706	49	1518261707	41.23888039	-8.54171129	195.4	207.4	4	4	8
63	16656	1518261706	960	1518261708	41.23884078	-8.54174321	195.2	211.4	5	4	8
64	16656	1518261707	992	1518261709	41.23880048	-8.54178115	195.7	212	5.25	4	8
65	16656	1518261709	96	1518261710	41.23875524	-8.54181002	195.6	210.1	5.5	5	8
66	16656	1518261711	65	1518261712	41.23865932	-8.54185898	195.2	208.1	5.25	3	8
67	16656	1518261713	65	1518261714	41.23862902	-8.54192575	195	224.2	2	4	7
68	16656	1518261715	21	1518261716	41.23862697	-8.54197103	194.2	249.9	2	3	8
69	16656	1518261716	50	1518261717	41.23862468	-8.54201556	193.4	263.6	3.25	3	8
70	16656	1518261716	953	1518261718	41.23863123	-8.54206999	194.2	278	4.75	3	8
71	16656	1518261718	66	1518261719	41.23863901	-8.54212979	194	281.4	5	4	8
72	16656	1518261720	59	1518261721	41.23867227	-8.54226564	193.7	287.6	6.25	4	9
73	16656	1518261722	57	1518261723	41.23870981	-8.54240944	193.6	284.9	6.25	4	9
74	16656	1518261723	1	1518261724	41.23873681	-8.54247234	193.9	292.1	5.75	4	9
75	16656	1518261723	994	1518261725	41.2387549	-8.54252559	193.7	294.1	5.25	4	9
76	16656	1518261725	82	1518261726	41.23876871	-8.54256581	194.1	294.3	3.75	4	9
