n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	39560	1529167524	675	1529167525	41.18001472	-8.59522496	182.7	0	0	23	10
2	39560	1529167525	674	1529167526	41.18001485	-8.59521984	182.2	0	0	19	10
3	39560	1529167526	674	1529167527	41.18001405	-8.59522194	182	0	0	18	10
4	39560	1529167527	674	1529167528	41.18001414	-8.59522231	182.1	0	0	15	11
5	39560	1529167529	202	1529167529	41.18001414	-8.5952223	182.1	0	0	14	11
6	39560	1529167530	886	1529167531	41.18001693	-8.59521845	181.7	0	0	10	11
7	39560	1529167532	850	1529167533	41.18001671	-8.59521951	181.7	0	0	8	11
8	39560	1529167535	204	1529167535	41.18001681	-8.59521973	181.7	0	0	9	11
9	39560	1529167537	242	1529167537	41.18001678	-8.59521969	181.7	0	0	7	11
10	39560	1529167538	763	1529167539	41.18001678	-8.59521968	181.7	0	0	6	11
11	39560	1529167539	966	1529167540	41.18001678	-8.59521967	181.7	0	0	6	11
12	39560	1529167542	232	1529167542	41.18001678	-8.59521966	181.7	0	0	6	11
13	39560	1529167544	217	1529167544	41.18001676	-8.59521965	181.8	0	0	5	11
14	39560	1529167545	793	1529167546	41.18001677	-8.59521965	181.8	0	0	5	11
15	39560	1529167546	929	1529167547	41.18001678	-8.59521969	181.8	0	0	5	11
16	39560	1529167549	275	1529167549	41.1800168	-8.59521973	181.8	0	0	5	11
17	39560	1529167550	883	1529167551	41.1800168	-8.59521978	181.8	0	0	5	11
18	39560	1529167553	241	1529167553	41.18001682	-8.59521981	181.8	0	0	4	11
19	39560	1529167554	761	1529167555	41.18001686	-8.59521979	181.8	0	0	4	11
20	39560	1529167555	905	1529167556	41.18001686	-8.59521982	181.8	0	0	4	11
21	39560	1529167558	225	1529167558	41.18001684	-8.59521986	181.8	0	0	4	11
22	39560	1529167560	235	1529167560	41.18001682	-8.59521991	181.8	0	0	3	11
23	39560	1529167561	787	1529167562	41.18001681	-8.5952199	181.9	0	0	3	10
24	39560	1529167562	939	1529167563	41.18001681	-8.59521988	181.9	0	0	3	11
25	39560	1529167565	275	1529167565	41.18001683	-8.59521986	181.9	0	0	3	11
26	39560	1529167567	203	1529167567	41.1800168	-8.59521997	181.9	0	0	3	10
27	39560	1529167569	229	1529167569	41.18001679	-8.59522	181.9	0	0	3	11
28	39560	1529167570	764	1529167571	41.18001674	-8.59522003	181.9	0	0	3	11
29	39560	1529167571	915	1529167572	41.18001672	-8.59522004	181.9	0	0	3	11
30	39560	1529167574	244	1529167574	41.18001672	-8.5952201	181.9	0	0	3	10
31	39560	1529167576	231	1529167576	41.18001675	-8.5952201	181.9	0	0	3	11
32	39560	1529167577	792	1529167578	41.18001676	-8.59522011	181.9	0	0	3	11
33	39560	1529167578	943	1529167579	41.18001676	-8.59522014	181.9	0	0	3	11
34	39560	1529167581	265	1529167581	41.18001674	-8.59522012	181.9	0	0	3	11
35	39560	1529167583	206	1529167583	41.18001675	-8.59522005	181.9	0	0	3	11
36	39560	1529167585	222	1529167585	41.18001675	-8.59522006	181.9	0	0	3	11
37	39560	1529167586	759	1529167587	41.18001671	-8.59522014	181.9	0	0	3	10
38	39560	1529167587	915	1529167588	41.18001672	-8.5952201	181.9	0	0	3	10
39	39560	1529167590	227	1529167590	41.18001674	-8.59522008	181.9	0	0	3	10
40	39560	1529167592	229	1529167592	41.1800167	-8.59522014	181.9	0	0	3	11
41	39560	1529167594	236	1529167594	41.18001669	-8.59522001	181.9	0	0	3	11
42	39560	1529167595	741	1529167596	41.1800167	-8.59522001	181.9	0	0	3	11
43	39560	1529167597	264	1529167597	41.1800167	-8.59522003	181.9	0	0	3	11
44	39560	1529167599	209	1529167599	41.18001974	-8.59523432	181.5	277.5	1	3	11
45	39560	1529167601	237	1529167601	41.18005117	-8.5952692	180.9	325.2	2.5	3	11
46	39560	1529167602	761	1529167603	41.18010278	-8.59530696	180.8	330.1	3.25	4	11
47	39560	1529167603	905	1529167604	41.18013688	-8.5953256	181.1	332.7	3.75	3	11
48	39560	1529167606	241	1529167606	41.18019795	-8.59536818	180.7	332.1	3.75	3	11
49	39560	1529167608	236	1529167608	41.18022671	-8.59538657	180.3	331.7	1.75	3	11
50	39560	1529167610	227	1529167610	41.18022937	-8.59538669	179.9	0	0	3	11
51	39560	1529167611	731	1529167612	41.18022851	-8.5953819	179.4	0	0	3	10
52	39560	1529167613	252	1529167613	41.18022885	-8.59538018	179.4	0	0	3	10
53	39560	1529167615	216	1529167615	41.18022879	-8.59537731	179.3	0	0	3	11
54	39560	1529167617	222	1529167617	41.18022859	-8.5953751	179.1	0	0	3	11
55	39560	1529167618	775	1529167619	41.18023028	-8.59537489	179	0	0	3	11
56	39560	1529167619	936	1529167620	41.18023083	-8.5953746	179.1	0	0	3	11
57	39560	1529167622	241	1529167622	41.18023132	-8.59537413	179	0	0	3	11
58	39560	1529167623	681	1529167624	41.18023148	-8.595374	179	0	0	3	11
59	39560	1529167624	726	1529167625	41.18023152	-8.59537397	179	0	0	3	10
60	39560	1529167626	255	1529167626	41.18023154	-8.59537396	179	0	0	3	10
61	39560	1529167627	735	1529167628	41.18023156	-8.59537394	179	0	0	3	10
62	39560	1529167629	262	1529167629	41.18023158	-8.59537393	179	0	0	3	10
63	39560	1529167631	222	1529167631	41.1802316	-8.59537393	179	0	0	3	11
64	39560	1529167633	224	1529167633	41.18023161	-8.59537392	179	0	0	3	10
65	39560	1529167634	768	1529167635	41.18023161	-8.59537388	179	0	0	3	9
66	39560	1529167635	917	1529167636	41.18023162	-8.59537385	179	0	0	3	9
67	39560	1529167638	254	1529167638	41.18023161	-8.59537383	179	0	0	3	10
68	39560	1529167640	244	1529167640	41.18023162	-8.59537381	179	0	0	3	10
69	39560	1529167642	244	1529167642	41.18023162	-8.59537381	179	0	0	3	10
70	39560	1529167643	742	1529167644	41.18023162	-8.59537379	179	0	0	3	9
71	39560	1529167645	268	1529167645	41.18023162	-8.59537379	179	0	0	3	9
72	39560	1529167647	206	1529167647	41.18023165	-8.59537376	179	0	0	3	10
73	39560	1529167649	235	1529167649	41.18023167	-8.59537373	179	0	0	3	10
74	39560	1529167650	772	1529167651	41.18023171	-8.5953737	179	0	0	3	10
75	39560	1529167651	918	1529167652	41.18023172	-8.5953737	179	0	0	3	9
76	39560	1529167654	236	1529167654	41.18023172	-8.5953737	179	0	0	3	10
77	39560	1529167656	236	1529167656	41.18023173	-8.59537371	179	0	0	3	11
78	39560	1529167657	780	1529167658	41.18023173	-8.59537369	179	0	0	3	10
79	39560	1529167660	206	1529167660	41.18023176	-8.59537365	179	0	0	3	10
80	39560	1529167661	767	1529167662	41.18023178	-8.59537361	179	0	0	3	9
81	39560	1529167662	770	1529167663	41.18023178	-8.5953736	179	0	0	3	9
