,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
62639,47.56256,-1.635096,123.12,28.84,5.36,180.3,15 / 23,6265098,2019-08-18 16:58:07:635,-0.7266,0.3873,10.3821,-0.7657,0.1606,9.7754,-0.0024,-0.006,0.0184
62640,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265197,2019-08-18 16:58:07:734,-0.8469,0.5417,9.5627,-0.7619,0.162,9.7757,-0.0039,-0.0015,0.0172
62641,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265297,2019-08-18 16:58:07:834,-0.7811,0.5632,9.6633,-0.757,0.1686,9.7759,-0.0009,0.0053,0.02
62642,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265397,2019-08-18 16:58:07:934,-1.0091,0.2927,10.026,-0.762,0.1688,9.7755,-0.011,0.0047,0.0188
62643,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265497,2019-08-18 16:58:08:034,-1.0306,0.1598,9.5872,-0.7672,0.1668,9.7752,-0.0016,0.0036,0.0181
62644,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265598,2019-08-18 16:58:08:135,-1.1127,0.1844,10.1768,-0.7695,0.1616,9.7751,-0.01,-0.0033,0.0178
62645,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265697,2019-08-18 16:58:08:234,-0.9708,0.2167,9.3975,-0.7739,0.1625,9.7747,-0.0101,0.0033,0.0177
62646,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265797,2019-08-18 16:58:08:334,-1.0175,0.331,9.1449,-0.7873,0.1571,9.7737,-0.0028,0.0088,0.0177
62647,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265898,2019-08-18 16:58:08:435,-1.0642,0.3178,9.774,-0.7945,0.1588,9.7731,0.0,-0.0038,0.0185
62648,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6265997,2019-08-18 16:58:08:534,-0.9355,0.1526,9.595,-0.7937,0.1597,9.7732,-0.0148,-0.0109,0.016
62649,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 23,6266097,2019-08-18 16:58:08:634,-0.893,-0.0203,10.0601,-0.7893,0.1537,9.7736,-0.0148,-0.0109,0.016
62650,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266197,2019-08-18 16:58:08:734,-1.0067,-0.0628,10.2379,-0.7887,0.1533,9.7737,0.0042,-0.0088,0.0173
62651,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266297,2019-08-18 16:58:08:834,-0.9073,0.3316,9.6076,-0.789,0.1522,9.7737,-0.0074,0.0051,0.0173
62652,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266397,2019-08-18 16:58:08:934,-0.9175,0.2496,9.0659,-0.8053,0.1493,9.7724,0.0003,0.0144,0.0172
62653,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266498,2019-08-18 16:58:09:035,-0.9469,0.2915,9.8542,-0.8155,0.155,9.7715,0.0049,-0.0068,0.0176
62654,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266597,2019-08-18 16:58:09:134,-0.9636,0.419,9.9727,-0.8096,0.1646,9.7718,0.0056,-0.0038,0.0163
62655,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266697,2019-08-18 16:58:09:234,-0.9253,0.2071,10.5748,-0.8091,0.1707,9.7717,-0.0023,-0.0049,0.0162
62656,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266797,2019-08-18 16:58:09:334,-0.7948,0.3717,9.4502,-0.8005,0.1642,9.7725,-0.0152,-0.0089,0.0153
62657,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266897,2019-08-18 16:58:09:434,-0.6996,0.3651,9.1796,-0.7971,0.1567,9.7729,-0.0196,-0.0019,0.0139
62658,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6266997,2019-08-18 16:58:09:534,-0.8457,0.2011,9.4328,-0.8025,0.1435,9.7727,-0.003,0.0144,0.017
62659,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6267097,2019-08-18 16:58:09:634,-0.7847,0.3011,9.917,-0.812,0.1451,9.7719,0.0002,0.0127,0.0182
62660,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6267197,2019-08-18 16:58:09:734,-0.8541,0.3873,9.4723,-0.8177,0.1585,9.7712,0.0067,-0.0091,0.0178
62661,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6267297,2019-08-18 16:58:09:834,-0.8792,0.2167,10.181,-0.8116,0.1631,9.7716,0.0039,0.0055,0.0144
62662,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6267397,2019-08-18 16:58:09:934,-0.7487,0.3669,9.8045,-0.8123,0.1724,9.7714,0.0049,-0.0027,0.0167
62663,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6267497,2019-08-18 16:58:10:034,-0.9265,0.3573,9.4574,-0.8115,0.1798,9.7714,-0.0055,0.0046,0.0201
62664,47.56023,-1.634823,121.98,29.17,5.36,172.7,15 / 22,6267597,2019-08-18 16:58:10:134,-0.8499,0.428,9.097,-0.8198,0.1814,9.7706,-0.0075,0.0111,0.021
