,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
41954,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911412,2019-08-12 13:51:36:848,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41955,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911412,2019-08-12 13:51:36:848,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41956,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911413,2019-08-12 13:51:36:849,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41957,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911414,2019-08-12 13:51:36:850,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41958,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911415,2019-08-12 13:51:36:851,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41959,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911415,2019-08-12 13:51:36:851,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41960,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911437,2019-08-12 13:51:36:873,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41961,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911537,2019-08-12 13:51:36:973,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41962,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911863,2019-08-12 13:51:37:299,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41963,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911864,2019-08-12 13:51:37:300,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41964,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911864,2019-08-12 13:51:37:300,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41965,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911865,2019-08-12 13:51:37:301,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41966,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911869,2019-08-12 13:51:37:305,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41967,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911870,2019-08-12 13:51:37:306,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41968,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911871,2019-08-12 13:51:37:307,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41969,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1911872,2019-08-12 13:51:37:308,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41970,47.177025,-1.50685,71.38,18.34,15.008,52.2,Jul-23,1911890,2019-08-12 13:51:37:326,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41971,47.177025,-1.50685,71.38,18.34,15.008,52.2,Jul-23,1911989,2019-08-12 13:51:37:425,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41972,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912332,2019-08-12 13:51:37:768,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41973,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912332,2019-08-12 13:51:37:768,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41974,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912333,2019-08-12 13:51:37:769,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41975,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912333,2019-08-12 13:51:37:769,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41976,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912334,2019-08-12 13:51:37:770,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41977,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912334,2019-08-12 13:51:37:770,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41978,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912335,2019-08-12 13:51:37:771,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41979,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912336,2019-08-12 13:51:37:772,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41980,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912355,2019-08-12 13:51:37:791,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41981,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912455,2019-08-12 13:51:37:891,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41982,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912806,2019-08-12 13:51:38:242,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41983,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912806,2019-08-12 13:51:38:242,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41984,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912807,2019-08-12 13:51:38:243,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41985,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912807,2019-08-12 13:51:38:243,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41986,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912808,2019-08-12 13:51:38:244,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41987,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912808,2019-08-12 13:51:38:244,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41988,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912809,2019-08-12 13:51:38:245,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41989,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912810,2019-08-12 13:51:38:246,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41990,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912835,2019-08-12 13:51:38:271,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41991,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1912936,2019-08-12 13:51:38:372,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41992,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913271,2019-08-12 13:51:38:707,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41993,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913272,2019-08-12 13:51:38:708,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41994,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913272,2019-08-12 13:51:38:708,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41995,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913273,2019-08-12 13:51:38:709,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41996,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913273,2019-08-12 13:51:38:709,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41997,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913273,2019-08-12 13:51:38:709,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41998,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913274,2019-08-12 13:51:38:710,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
41999,47.177025,-1.50685,71.38,18.34,15.008,52.2,0 / 23,1913275,2019-08-12 13:51:38:711,-1.6129,0.1875,9.4438,-1.6233,0.097,9.6709,0.0144,0.0429,0.0299
