,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
509,52.181744,-1.878349,77,18.95,13.0,190.1,,13 / 24,50945,2019-08-16 11:30:15:314,-0.0852,0.0085,8.8741,-0.0232,-0.0016,9.8066,-0.0214,0.0329,0.0352,-14.33,0.97,-35.96,185.9,1.62,-0.88
510,52.181744,-1.878349,77,18.95,13.0,190.1,,13 / 24,51046,2019-08-16 11:30:15:415,-0.0493,-0.0807,9.7334,-0.0343,-0.0074,9.8066,0.0042,-0.0416,-0.0064,-15.08,1.34,-34.27,185.47,1.48,-0.88
511,52.181744,-1.878349,77,18.95,13.0,190.1,,13 / 24,51145,2019-08-16 11:30:15:514,0.0717,-0.3095,9.3766,-0.0555,-0.0029,9.8065,-0.016,-0.0267,-0.0096,-15.46,0.97,-34.71,185.47,1.48,-0.88
512,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51245,2019-08-16 11:30:15:614,-0.1152,0.0394,10.1795,-0.0371,-0.0021,9.8066,-0.0001,-0.0321,0.0149,-15.08,1.72,-34.27,189.07,1.27,-0.87
513,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51346,2019-08-16 11:30:15:715,-0.1888,0.2156,9.2086,0.0478,0.0172,9.8065,0.0372,-0.0257,0.0011,-14.71,0.97,-35.15,185.36,1.56,-0.81
514,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51445,2019-08-16 11:30:15:814,0.2403,-0.1192,8.4812,0.0184,0.0019,9.8066,-0.015,-0.0001,-0.0149,-14.71,0.97,-35.15,185.36,1.56,-0.81
515,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51545,2019-08-16 11:30:15:914,0.1649,-0.2421,8.5148,-0.0004,-0.0044,9.8067,0.0234,0.0787,0.0021,-14.71,0.97,-35.96,185.79,1.61,-0.99
516,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51645,2019-08-16 11:30:16:014,-0.1223,0.4652,10.1369,0.0019,0.0156,9.8066,-0.031,-0.0576,-0.0085,-14.71,0.97,-35.59,185.79,1.61,-0.99
517,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51745,2019-08-16 11:30:16:114,-0.0667,0.0346,9.4911,-0.0279,0.0023,9.8066,-0.031,-0.0576,-0.0085,-14.71,0.97,-35.59,185.79,1.61,-0.99
518,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51845,2019-08-16 11:30:16:214,-0.5599,-0.0573,9.8253,-0.0209,-0.0147,9.8066,0.0063,-0.0853,-0.0085,-14.71,1.34,-35.59,185.76,1.45,-0.96
519,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,51946,2019-08-16 11:30:16:315,-0.0939,-0.1001,9.4095,-0.035,-0.0023,9.8066,0.0138,0.0255,0.0053,-15.46,1.34,-35.96,185.76,1.45,-0.96
520,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,52045,2019-08-16 11:30:16:414,0.071,-0.3734,10.2191,-0.024,0.0188,9.8066,0.0031,0.001,-0.0362,-15.08,0.97,-36.77,185.56,1.32,-0.84
521,52.18156,-1.878448,76,19.57,13.0,190.8,,Dec-23,52146,2019-08-16 11:30:16:515,0.0194,-0.3295,10.195,0.0117,-0.01,9.8066,0.0276,0.0564,0.0117,-15.08,0.97,-36.77,185.56,1.32,-0.84
522,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52245,2019-08-16 11:30:16:614,0.174,-0.5205,8.9641,0.008,-0.0265,9.8066,-0.0224,0.0404,-0.0245,-15.08,1.34,-36.4,185.65,1.38,-0.9
523,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52345,2019-08-16 11:30:16:714,-0.7649,0.4297,11.4234,0.007,-0.0267,9.8066,-0.0064,-0.1386,-0.0192,-15.08,0.59,-36.77,185.65,1.38,-0.9
524,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52445,2019-08-16 11:30:16:814,0.408,-0.5451,9.1262,-0.0009,-0.018,9.8066,-0.0267,0.0138,-0.017,-14.71,1.34,-36.77,185.94,1.36,-1.01
525,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52545,2019-08-16 11:30:16:914,-0.6419,0.3145,9.9611,0.0193,-0.0059,9.8066,-0.0267,0.0138,-0.017,-15.08,1.34,-37.21,186.02,1.54,-1.06
526,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52646,2019-08-16 11:30:17:015,0.2305,-0.2278,10.3161,0.006,-0.0078,9.8066,0.0223,0.0116,-0.0437,-15.08,1.34,-37.21,186.02,1.54,-1.06
527,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52746,2019-08-16 11:30:17:115,0.0554,-0.3696,9.7448,-0.0238,-0.009,9.8066,0.0138,-0.0129,0.0107,-14.71,1.72,-37.21,189.63,1.57,-1.11
528,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52845,2019-08-16 11:30:17:214,0.0179,-0.1037,8.9685,-0.0564,-0.0179,9.8065,0.0223,-0.0118,-0.0075,-14.71,1.34,-37.21,186.32,1.23,-1.16
529,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,52945,2019-08-16 11:30:17:314,-0.4263,0.0243,10.3844,-0.0291,0.0026,9.8066,-0.0256,0.0777,0.0075,-14.71,1.34,-37.21,186.32,1.23,-1.16
530,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,53045,2019-08-16 11:30:17:414,0.1026,-0.1948,9.1597,-0.0019,0.0054,9.8066,0.0074,-0.0246,-0.0117,-15.08,1.72,-37.59,189.92,1.06,-1.12
531,52.181335,-1.878561,75,20.63,12.0,192.0,,13 / 24,53145,2019-08-16 11:30:17:514,0.1834,-0.3295,9.4092,0.0357,0.0179,9.8066,0.0458,-0.0342,-0.0447,-14.71,1.34,-37.59,186.13,1.29,-1.06
532,52.181145,-1.878668,74,21.26,12.0,193.2,,13 / 24,53245,2019-08-16 11:30:17:614,0.0376,0.2316,10.0308,0.0128,0.0064,9.8066,0.0458,-0.0342,-0.0447,-14.33,1.34,-38.46,186.44,1.37,-1.03
533,52.181145,-1.878668,74,21.26,12.0,193.2,,13 / 24,53346,2019-08-16 11:30:17:715,0.1519,-0.0935,10.8562,-0.0051,-0.0132,9.8066,0.001,0.0063,-0.0064,-14.33,1.34,-38.46,186.44,1.37,-1.03
534,52.181145,-1.878668,74,21.26,12.0,193.2,,13 / 24,53445,2019-08-16 11:30:17:814,0.2497,-0.3678,10.0898,-0.001,-0.0095,9.8066,-0.032,-0.0693,0.0085,-15.08,1.34,-38.4,186.07,1.24,-1.03
535,52.181145,-1.878668,74,21.26,12.0,193.2,,13 / 24,53545,2019-08-16 11:30:17:914,-0.5189,0.1275,9.9087,-0.0261,-0.0088,9.8066,0.0181,-0.1002,-0.017,-14.71,1.34,-37.59,186.07,1.24,-1.03
536,52.181145,-1.878668,74,21.26,12.0,193.2,,13 / 24,53645,2019-08-16 11:30:18:014,-0.703,0.0826,9.7288,-0.0227,-0.0229,9.8066,0.0308,-0.0651,-0.0277,-14.71,1.34,-37.59,186.07,1.24,-1.03
