,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
22669,51.997,-2.11747,55,2.74,10.0,268.0,,13 / 22,2266945,2019-08-16 12:07:11:314,-0.0696,0.3766,9.6652,0.0053,0.0224,9.8066,-0.0288,0.0107,0.0053,-2.34,28.74,8.26,268.17,7.27,-0.79
22670,51.997,-2.11747,55,2.74,10.0,268.0,,13 / 22,2267045,2019-08-16 12:07:11:414,0.0213,0.3879,9.8336,0.0196,0.0443,9.8065,0.0117,0.0022,0.0202,-2.33,28.57,8.86,268.17,7.27,-0.79
22671,51.997,-2.11747,55,2.74,10.0,268.0,,13 / 22,2267145,2019-08-16 12:07:11:514,0.0119,0.2545,9.6767,0.0369,0.0656,9.8064,0.0085,0.0075,0.0223,-2.27,28.46,9.2,268.52,7.66,-1.0
22672,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267245,2019-08-16 12:07:11:614,-0.1005,0.3802,9.6432,-0.0065,0.0299,9.8066,0.0288,-0.0042,0.0319,-2.27,28.46,9.2,268.52,7.66,-1.0
22673,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267345,2019-08-16 12:07:11:714,-0.0802,0.3423,10.0162,-0.0133,0.0525,9.8065,-0.0032,0.0213,0.0117,-1.76,28.85,8.04,268.4,7.96,-0.91
22674,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267445,2019-08-16 12:07:11:814,-0.1371,0.0814,9.5649,0.0041,0.016,9.8066,-0.0096,0.0096,0.0042,-2.29,28.67,8.54,268.69,8.05,-0.86
22675,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267545,2019-08-16 12:07:11:914,-0.0062,0.1135,9.8955,0.0123,0.0135,9.8066,-0.0085,0.0032,0.0042,-2.8,28.26,9.67,266.93,8.15,-0.88
22676,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267645,2019-08-16 12:07:12:014,0.157,-0.0909,9.6235,0.0228,0.0139,9.8066,-0.0085,0.0032,0.0042,-2.8,28.26,9.67,266.93,8.15,-0.88
22677,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267746,2019-08-16 12:07:12:115,0.0096,-0.0683,10.1693,0.0127,-0.0101,9.8066,0.0064,0.0053,0.0213,-2.86,28.39,9.26,266.69,8.23,-1.01
22678,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267845,2019-08-16 12:07:12:214,0.3024,0.1139,10.0561,0.0145,-0.0164,9.8066,0.0032,0.0043,0.0127,-2.3,28.68,8.48,268.48,8.14,-1.1
22679,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2267945,2019-08-16 12:07:12:314,-0.1209,-0.1278,9.9145,0.004,-0.0046,9.8066,0.0096,0.0,0.0138,-2.3,28.68,8.48,268.48,8.14,-1.1
22680,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2268045,2019-08-16 12:07:12:414,-0.1577,-0.0625,10.1854,0.0013,-0.008,9.8066,0.0032,0.0075,0.0127,-2.82,28.46,9.05,266.65,8.1,-1.11
22681,51.997,-2.117514,56,2.83,11.0,267.0,,13 / 22,2268145,2019-08-16 12:07:12:514,0.2833,0.0395,10.0452,0.0026,-0.0074,9.8066,-0.0138,0.0149,0.0021,-3.36,28.44,8.95,266.65,8.1,-1.11
22682,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268245,2019-08-16 12:07:12:614,-0.0426,-0.1924,9.6237,0.0088,-0.0132,9.8066,-0.016,0.0128,-0.0022,-3.4,28.77,7.77,266.48,8.02,-1.17
22683,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268345,2019-08-16 12:07:12:714,-0.0271,-0.2015,9.7488,0.0123,-0.0099,9.8066,0.0043,0.0043,0.0138,-2.84,28.66,8.38,266.48,7.97,-1.25
22684,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268445,2019-08-16 12:07:12:814,0.2003,-0.1281,9.7313,0.0025,-0.0117,9.8066,0.0043,0.0043,0.0138,-2.84,28.66,8.38,266.48,7.97,-1.25
22685,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268545,2019-08-16 12:07:12:914,-0.1038,-0.1669,10.0654,0.004,-0.0245,9.8066,0.0032,0.0043,0.0117,-2.89,28.62,8.53,266.48,7.97,-1.25
22686,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268645,2019-08-16 12:07:13:014,0.0433,-0.2944,9.9645,0.008,-0.0208,9.8066,-0.0256,0.0213,-0.0043,-2.91,28.79,7.93,266.44,7.83,-1.28
22687,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268745,2019-08-16 12:07:13:114,-0.0236,-0.3722,9.5392,0.0107,-0.0444,9.8065,-0.0032,0.0085,0.0032,-3.44,28.56,8.51,266.62,7.57,-1.36
22688,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268845,2019-08-16 12:07:13:214,-0.1639,-0.3352,10.0855,0.0041,-0.024,9.8066,0.016,-0.0011,0.0159,-3.44,28.56,8.51,266.62,7.57,-1.36
22689,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2268946,2019-08-16 12:07:13:315,-0.1866,-0.2014,9.6719,0.0024,-0.0173,9.8066,-0.017,0.0117,-0.0064,-2.94,29.12,6.6,266.07,7.43,-1.39
22690,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2269045,2019-08-16 12:07:13:414,-0.274,-0.761,10.0344,-0.0039,-0.0315,9.8066,-0.0032,0.0064,0.0106,-3.53,28.71,7.97,264.31,7.25,-1.38
22691,51.997005,-2.117541,56,2.35,11.0,266.7,,13 / 22,2269145,2019-08-16 12:07:13:514,0.3039,-0.1336,9.6901,0.0038,-0.0418,9.8066,-0.0128,0.0117,-0.0022,-3.53,28.71,7.97,264.31,7.25,-1.38
22692,51.997017,-2.117552,57,1.6,11.0,266.8,,13 / 22,2269245,2019-08-16 12:07:13:614,-0.1155,-0.6052,9.77,0.007,-0.0378,9.8066,-0.0128,0.0117,-0.0022,-2.45,29.4,5.44,267.41,6.82,-1.45
22693,51.997017,-2.117552,57,1.6,11.0,266.8,,13 / 22,2269345,2019-08-16 12:07:13:714,0.0647,-0.5941,9.6986,0.0141,-0.0783,9.8063,-0.0106,0.0064,0.001,-2.45,29.4,5.44,267.41,6.82,-1.45
22694,51.997017,-2.117552,57,1.6,11.0,266.8,,13 / 22,2269445,2019-08-16 12:07:13:814,-0.058,-0.5939,9.2027,-0.0015,-0.0397,9.8066,0.0085,-0.0043,0.0042,-2.38,29.16,6.62,267.76,6.36,-1.56
22695,51.997017,-2.117552,57,1.6,11.0,266.8,,13 / 22,2269545,2019-08-16 12:07:13:914,-0.0971,-0.3831,9.5391,0.0022,-0.0781,9.8063,0.0032,-0.0011,0.0021,-2.36,28.86,7.85,267.76,6.36,-1.56
