,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
34150,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 21,3415012,2019-08-09 21:11:03:750,-0.438,0.1186,9.75,-0.4254,0.1177,9.7967,-0.0001,0.0008,0.0005
34151,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 21,3415112,2019-08-09 21:11:03:850,-0.4188,0.115,9.7548,-0.4264,0.1176,9.7967,-0.0003,0.0011,-0.0002
34152,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 21,3415210,2019-08-09 21:11:03:948,-0.4188,0.1115,9.7297,-0.4255,0.1171,9.7967,-0.0003,-0.0001,0.0005
34153,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 21,3415310,2019-08-09 21:11:04:048,-0.4296,0.1222,9.7536,-0.4255,0.1165,9.7967,-0.0006,0.0002,-0.0003
34154,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 21,3415410,2019-08-09 21:11:04:148,-0.4092,0.1306,9.7536,-0.4254,0.117,9.7967,0.0003,-0.0002,0.0
34155,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 21,3415510,2019-08-09 21:11:04:248,-0.4188,0.1222,9.7345,-0.4253,0.1165,9.7967,-0.0001,0.0003,0.0004
34156,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 20,3415610,2019-08-09 21:11:04:348,-0.4116,0.1186,9.7596,-0.4262,0.1161,9.7967,0.0004,-0.0003,0.0001
34157,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 20,3415710,2019-08-09 21:11:04:448,-0.4248,0.1354,9.7536,-0.4259,0.1163,9.7967,-0.0005,-0.0001,0.0
34158,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 20,3415811,2019-08-09 21:11:04:549,-0.4248,0.115,9.7441,-0.4254,0.1164,9.7967,0.0002,0.0,-0.0004
34159,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 20,3415910,2019-08-09 21:11:04:648,-0.426,0.1174,9.7477,-0.4259,0.1164,9.7967,0.0003,-0.0001,0.0004
34160,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 20,3416010,2019-08-09 21:11:04:748,-0.4236,0.1162,9.7393,-0.4255,0.1155,9.7967,-0.0003,0.0002,0.0002
34161,47.16162,-1.513113,59.8,0.0,30.0,183.2,14 / 20,3416110,2019-08-09 21:11:04:848,-0.4236,0.1198,9.7465,-0.4255,0.1161,9.7967,0.0002,0.0004,0.0006
