,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
23315,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2331545,2019-08-16 12:08:15:914,0.0063,0.2108,9.994,-0.0292,-0.0552,9.8065,-0.0309,0.066,0.0074,-27.51,9.62,7.11,198.16,3.58,0.21
23316,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2331645,2019-08-16 12:08:16:014,-0.2469,0.3127,11.2082,-0.0575,-0.0753,9.8062,-0.0213,0.0351,-0.0107,-27.51,9.62,7.11,198.16,3.58,0.21
23317,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2331745,2019-08-16 12:08:16:114,-0.1833,-0.0561,10.2906,-0.0489,-0.0295,9.8065,-0.0437,0.0436,0.0074,-27.8,7.79,8.14,196.14,2.93,-0.18
23318,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2331846,2019-08-16 12:08:16:215,-0.39,-0.0128,10.4121,-0.0756,-0.0449,9.8063,0.0096,0.017,0.001,-27.78,6.37,9.35,192.17,2.44,-0.31
23319,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2331946,2019-08-16 12:08:16:315,0.8985,-1.0078,9.4956,-0.0082,0.012,9.8066,-0.033,-0.0011,0.0884,-27.78,6.37,9.35,192.17,2.44,-0.31
23320,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2332045,2019-08-16 12:08:16:414,0.512,-0.5752,10.3761,0.0671,0.0382,9.8063,-0.033,-0.0011,0.0884,-27.42,5.31,10.95,190.59,2.4,-0.23
23321,51.993847,-2.123642,59,17.75,11.0,191.3,,17 / 23,2332146,2019-08-16 12:08:16:515,0.1581,-0.2619,10.9801,0.0447,0.0005,9.8065,0.0597,-0.0842,-0.0235,-27.36,2.07,12.14,184.3,2.83,-0.08
23322,51.99373,-2.123653,57,16.73,11.0,190.4,,17 / 23,2332245,2019-08-16 12:08:16:614,0.3571,0.0962,10.3389,0.0837,-0.0133,9.8063,-0.0192,0.0074,-0.0032,-27.36,2.07,12.14,184.3,2.83,-0.08
23323,51.99373,-2.123653,57,16.73,11.0,190.4,,17 / 23,2332345,2019-08-16 12:08:16:714,0.0534,-0.2079,9.4855,-0.0191,-0.0008,9.8066,0.0064,0.1299,0.0074,-27.48,0.1,12.04,179.91,3.31,-0.19
23324,51.99373,-2.123653,57,16.73,11.0,190.4,,17 / 23,2332445,2019-08-16 12:08:16:814,0.0993,-0.0859,11.4114,-0.0603,0.0182,9.8064,0.033,0.0788,0.0191,-27.08,4.02,12.26,188.59,2.96,-0.09
