,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
66819,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683097,2019-08-18 17:05:05:634,-1.0091,-0.1311,9.2802,-0.7154,0.0685,9.7803,-0.0128,0.0069,0.0069
66820,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683197,2019-08-18 17:05:05:734,-1.0235,-0.2035,9.4873,-0.7262,0.049,9.7796,-0.0207,0.0042,0.0057
66821,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683297,2019-08-18 17:05:05:834,-0.9534,-0.0473,9.4795,-0.7372,0.0312,9.7789,0.0021,-0.0015,0.0067
66822,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683397,2019-08-18 17:05:05:934,-0.9229,-0.4687,9.4448,-0.7424,0.0266,9.7785,-0.0023,0.0023,0.0082
66823,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683497,2019-08-18 17:05:06:034,-1.0965,-0.3896,9.2012,-0.7587,0.0097,9.7773,-0.0017,0.0023,0.008
66824,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683597,2019-08-18 17:05:06:134,-1.4143,-0.2215,10.2331,-0.7671,0.0054,9.7766,0.0011,-0.0163,0.0088
66825,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683697,2019-08-18 17:05:06:234,-0.8559,-0.176,10.0541,-0.7549,-0.0085,9.7776,-0.0119,-0.0205,0.0059
66826,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683797,2019-08-18 17:05:06:334,-0.9397,-0.5207,9.6291,-0.7484,-0.0181,9.778,-0.0094,-0.0036,0.0052
66827,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683897,2019-08-18 17:05:06:434,-1.3239,0.0575,9.4968,-0.757,-0.0267,9.7773,0.0074,0.0051,0.0073
66828,47.45131,-1.641506,80.66,30.91,4.288,183.9,14 / 20,6683997,2019-08-18 17:05:06:534,-0.9313,-0.2484,9.1467,-0.7628,-0.0281,9.7769,0.004,0.006,0.0071
66829,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684097,2019-08-18 17:05:06:634,-0.6799,-0.4483,9.8231,-0.773,-0.0295,9.7761,0.002,-0.0041,0.0065
66830,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684197,2019-08-18 17:05:06:734,-1.0947,-0.2735,9.37,-0.7792,-0.0361,9.7756,-0.0059,-0.0014,0.0058
66831,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684297,2019-08-18 17:05:06:834,-1.145,-0.2496,9.9643,-0.786,-0.0445,9.775,0.0106,0.0064,0.0042
66832,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684397,2019-08-18 17:05:06:934,-1.3335,-0.2556,10.0547,-0.7944,-0.0422,9.7743,0.0013,-0.0118,0.0031
66833,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684497,2019-08-18 17:05:07:034,-1.7202,0.2765,10.0685,-0.7873,-0.057,9.7748,-0.0221,-0.0126,-0.0022
66834,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684597,2019-08-18 17:05:07:134,-0.8637,-1.0373,8.8845,-0.7836,-0.0827,9.7749,-0.0233,0.0145,0.0029
66835,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684697,2019-08-18 17:05:07:234,-0.9528,-0.6255,8.9007,-0.7993,-0.1003,9.7735,0.0193,0.0098,0.0089
66836,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684797,2019-08-18 17:05:07:334,-1.1061,-0.3107,9.8943,-0.8311,-0.0918,9.7709,0.0124,-0.0036,0.0074
66837,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684897,2019-08-18 17:05:07:434,-1.321,-0.1903,10.0002,-0.8279,-0.0906,9.7712,-0.0047,-0.0016,0.0054
66838,47.45131,-1.641506,80.66,30.91,4.288,183.9,16 / 22,6684997,2019-08-18 17:05:07:534,-1.1378,-0.7871,9.8542,-0.8375,-0.1016,9.7703,-0.0087,0.0084,0.0075
66839,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685097,2019-08-18 17:05:07:634,-1.3952,-0.4112,9.847,-0.8431,-0.1116,9.7697,-0.0191,0.0055,0.0051
66840,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685197,2019-08-18 17:05:07:734,-1.5496,-0.4549,9.7261,-0.8645,-0.1424,9.7674,-0.009,0.0185,0.0066
66841,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685297,2019-08-18 17:05:07:834,-1.3072,-0.5662,8.7457,-0.8788,-0.149,9.7661,0.0126,0.0176,0.0115
66842,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685397,2019-08-18 17:05:07:934,-1.4939,-0.2251,8.5972,-0.912,-0.1425,9.7631,0.0159,0.0187,0.0138
66843,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685496,2019-08-18 17:05:08:033,-1.6142,-0.3585,10.0409,-0.9377,-0.1354,9.7608,0.0,0.0,0.012
66844,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685597,2019-08-18 17:05:08:134,-1.3664,-0.1323,10.2211,-0.9425,-0.1404,9.7602,-0.0121,-0.0128,0.0096
66845,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685697,2019-08-18 17:05:08:234,-1.2479,-0.2113,10.4264,-0.9432,-0.1568,9.7599,-0.0087,-0.0086,0.0087
66846,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685797,2019-08-18 17:05:08:334,-1.1222,-0.2993,9.9906,-0.945,-0.1701,9.7595,-0.0048,-0.0034,0.0104
66847,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685898,2019-08-18 17:05:08:435,-1.1797,-0.3711,7.958,-0.9605,-0.1587,9.7582,0.0024,0.004,0.0166
66848,47.45131,-1.641506,80.66,30.91,4.288,183.9,17 / 23,6685997,2019-08-18 17:05:08:534,-1.1671,0.152,10.6556,-0.9517,-0.1709,9.7589,0.0117,-0.0313,0.002
66849,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686098,2019-08-18 17:05:08:635,-1.2443,-0.7416,10.3629,-0.9273,-0.1682,9.7613,0.0226,-0.0231,0.0031
66850,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686197,2019-08-18 17:05:08:734,-1.1031,-0.5578,9.7991,-0.9169,-0.1541,9.7625,-0.0051,0.0054,-0.0029
66851,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686297,2019-08-18 17:05:08:834,-0.7571,-0.6255,8.678,-0.9218,-0.1629,9.7619,-0.0133,0.0105,-0.0008
66852,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686397,2019-08-18 17:05:08:934,-1.0247,-0.8062,9.6178,-0.9326,-0.1821,9.7605,-0.0023,-0.0221,-0.0015
66853,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686497,2019-08-18 17:05:09:034,-0.5775,-0.65,9.7937,-0.9188,-0.1902,9.7617,-0.011,-0.0072,-0.0017
66854,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686597,2019-08-18 17:05:09:134,-0.8391,-0.3843,10.1349,-0.9166,-0.2112,9.7614,0.004,0.0083,-0.0012
66855,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686697,2019-08-18 17:05:09:234,-0.9115,-0.4214,9.9781,-0.9202,-0.2106,9.7611,0.0162,0.0084,0.001
66856,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686797,2019-08-18 17:05:09:334,-1.0037,-0.2717,9.6381,-0.9353,-0.2002,9.7599,-0.0028,0.0105,0.0032
66857,47.45131,-1.641506,80.66,30.91,4.288,183.9,18 / 23,6686897,2019-08-18 17:05:09:434,-0.8918,-0.2657,9.9344,-0.9424,-0.2051,9.7591,0.0001,0.0102,0.0056
