,timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
0,1577396939.892,-27.71776725666607,-51.09900155622504,989.7429348117282,12.0,217.02611,0.11275617,0,gps,1.3,1.4,2.0,3.6,,,,92,,0.0,0.0
1,1577396940.899,-27.71772134653785,-51.09901473960674,984.6223802172076,4.0,1.3448515,0.18843772,11,gps,1.3,1.3,1.9,3.6,,,,92,,5.251019313071383,1.006999969482422
2,1577396941.897,-27.71774148036666,-51.09902290782152,986.6734602508886,6.0,82.32176,0.19267002,11,gps,1.2,1.7,2.1,3.6,,,,92,,2.3720886378851334,0.998000144958496
3,1577396942.897,-27.717741516904187,-51.099022940604016,989.783461242332,8.0,,0.0,10,gps,0.9,1.0,1.3,3.6,,,,92,,0.005181247101987,1.0
4,1577396943.897,-27.71774194106524,-51.09902287130823,989.6858231838644,8.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.0474975465809928,1.0
5,1577396944.999,-27.71774228200561,-51.09902296282892,990.1090820934772,8.0,,0.0,16,gps,0.7,1.0,1.3,3.6,,,,92,,0.0388443620323849,1.1019999980926514
6,1577396945.999,-27.71774251151004,-51.09902306255712,990.6050457071168,6.0,,0.0,16,gps,0.7,1.0,1.3,3.6,,,,92,,0.027267891358425,1.0
7,1577396946.999,-27.717743127497062,-51.099023166590094,990.0664593052478,6.0,,0.0,16,gps,0.7,1.0,1.3,3.6,,,,92,,0.0690272282031553,1.0
8,1577396947.999,-27.71774340719941,-51.09902327705234,989.3583185637468,6.0,,0.0,17,gps,0.7,1.0,1.3,3.6,,,,92,,0.0328537549483338,1.0
9,1577396949.999,-27.7177462572665,-51.09902450232645,988.2549713871472,6.0,,0.0,17,gps,1.0,1.3,1.7,3.6,,,,92,,0.3381554712150423,2.0
10,1577396950.999,-27.71774681989484,-51.09902477584201,988.465173012861,6.0,,0.0,17,gps,1.0,1.3,1.7,3.6,,,,92,,0.0679321877984236,1.0
11,1577396951.999,-27.71774681021917,-51.09902484133789,988.6813399652372,6.0,,0.0,17,gps,0.8,1.0,1.3,3.6,,,,92,,0.0065473943670255,1.0
12,1577396952.999,-27.71775149899458,-51.09902481988494,988.8087790132372,6.0,,0.0,17,gps,0.8,1.0,1.3,3.6,,,,92,,0.5195905541252279,1.0
13,1577396953.999,-27.71775158429457,-51.09902475808111,988.9430507583976,4.0,,0.0,17,gps,0.8,1.0,1.3,3.6,,,,92,,0.0112471270542555,1.0
14,1577396954.999,-27.7177515432791,-51.09902468006223,989.037239210222,4.0,,0.0,17,gps,1.0,1.3,1.7,3.6,,,,92,,0.0089361949369025,1.0
15,1577396955.999,-27.717751081669302,-51.09901723383604,989.1654023303952,4.0,,0.0,17,gps,1.1,1.4,1.7,3.6,,,,92,,0.7361037548219282,1.0
16,1577396956.999,-27.71775316228881,-51.09901662710492,989.476702779932,4.0,,0.0,17,gps,0.9,1.0,1.3,3.6,,,,92,,0.2382009921957258,1.0
17,1577396957.999,-27.71775197856554,-51.09901543894516,989.4671514583836,4.0,,0.0,17,gps,0.8,1.0,1.3,3.6,,,,92,,0.1758866479883207,1.0
18,1577396958.999,-27.717752132712285,-51.09901302554526,989.4255988973156,4.0,,0.0,17,gps,0.8,1.0,1.3,3.6,,,,92,,0.238614378066876,1.0
19,1577396959.999,-27.717752252332435,-51.09901164185816,989.549692649611,4.0,,0.0,17,gps,0.8,1.0,1.3,3.6,,,,92,,0.1370973622050393,1.0
20,1577396960.999,-27.71775350506093,-51.09901216283966,989.484616057877,4.0,,0.0,16,gps,0.8,1.1,1.4,3.6,,,,92,,0.1480234093484367,1.0
21,1577396961.999,-27.717756095312065,-51.09901208499934,989.7779598899796,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.2871410855181027,1.0
22,1577396962.999,-27.717755897700336,-51.09901269637245,989.7206215196117,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.0641454042972237,1.0
23,1577396963.999,-27.71775633207347,-51.09901200979424,989.9209810243512,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.0830745954009929,1.0
24,1577396964.999,-27.717756787714496,-51.09901226182311,989.8014484633536,4.0,,0.0,16,gps,0.8,1.1,1.4,3.6,,,,92,,0.0562775387526546,1.0
25,1577396965.999,-27.717756409241314,-51.09901183551906,989.9325756761496,4.0,,0.0,16,gps,0.8,1.1,1.4,3.6,,,,92,,0.0593837777666338,1.0
26,1577396966.999,-27.71775627786818,-51.09901192974504,989.9400283468648,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.0172709241408206,1.0
27,1577396967.999,-27.717755783093864,-51.09901174945595,989.903465703686,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.0576390789221997,1.0
28,1577396968.999,-27.717755778123035,-51.0990139361974,989.7813169028796,4.0,,0.0,16,gps,0.7,1.0,1.3,3.6,,,,92,,0.2156505028436346,1.0
29,1577396969.999,-27.717755358206524,-51.09901414107261,989.8809317741208,4.0,,0.0,16,gps,0.8,1.1,1.4,3.6,,,,92,,0.0507299691452099,1.0
30,1577396970.999,-27.717755394929974,-51.09901391787891,990.0418777477736,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.0223837246028524,1.0
31,1577396972.999,-27.71775424090136,-51.099012829090384,990.1032099651782,4.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,92,,0.1669825606237984,2.0
32,1577396973.999,-27.71775296153765,-51.09901165769981,990.1478276947496,4.0,,0.0,17,gps,0.7,1.0,1.3,3.6,,,,92,,0.1828772806526744,1.0
33,1577396974.999,-27.71775219360459,-51.099010894052704,989.97509346134,4.0,,0.0,17,gps,0.7,1.0,1.3,3.6,,,,92,,0.1136359237219561,1.0
34,1577396976.999,-27.717751707655555,-51.09901163253342,989.7098673790626,4.0,,0.0,17,gps,0.7,1.0,1.3,3.6,,,,92,,0.0905737152946257,2.0
35,1577396977.999,-27.71775196422616,-51.09901241784054,989.7542132544296,6.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.0824987092993333,1.0
36,1577396979.999,-27.717752050622668,-51.09901473467404,989.5903099572552,6.0,,0.0,18,gps,0.8,1.0,1.3,3.6,,,,92,,0.2286795931700675,2.0
37,1577396980.999,-27.717753341371413,-51.09901518125748,989.1772840305146,6.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.149660847506867,1.0
38,1577396982.999,-27.717755108132835,-51.0990166219712,988.1907162070725,6.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.2419040606892347,2.0
39,1577396983.999,-27.71775617050841,-51.09901679963123,987.7459388641784,6.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.1190236150867244,1.0
40,1577396985.999,-27.717757717582987,-51.09901822009677,986.7668605350289,4.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.2213916768602688,2.0
41,1577396986.999,-27.71775843946094,-51.09901835033033,986.3352949079908,4.0,,0.0,18,gps,0.8,1.0,1.3,3.6,,,,92,,0.0810192800254399,1.0
42,1577396987.999,-27.717757576165656,-51.09901903314989,985.766213610238,4.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.1169886024123109,1.0
43,1577396988.999,-27.71775682079061,-51.09901925598407,985.2785738031296,4.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.0865432995488258,1.0
44,1577396989.999,-27.71775632651162,-51.099018242800106,984.9451359300622,4.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.1139454526514699,1.0
45,1577396990.999,-27.717756066524075,-51.099018209953634,984.6256034515676,4.0,,0.0,18,gps,0.9,1.0,1.3,3.6,,,,92,,0.0289920216831724,1.0
46,1577396991.999,-27.7177561534998,-51.0990181569768,984.4665186016578,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0109630992588682,1.0
47,1577396992.999,-27.717756565033056,-51.09901873868149,984.2562886259814,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0732842345931416,1.0
48,1577396993.999,-27.71775698930975,-51.099019104732186,984.1233420290256,4.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.059276011917271,1.0
49,1577396994.999,-27.71775708308738,-51.09901895363286,983.8026250331568,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0181667647552995,1.0
50,1577396995.999,-27.71775707688576,-51.09901881363789,983.6355987692464,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0138229722059848,1.0
51,1577396996.999,-27.717757023433222,-51.09901859648161,983.6093522420686,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0222193758477247,1.0
52,1577396998.999,-27.71775737186701,-51.09901865337203,983.3905758667664,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0390171302063026,2.0
53,1577396999.999,-27.71775725948048,-51.09901845815237,983.3545472873756,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0229290868107385,1.0
54,1577397001.999,-27.71775748741789,-51.09901764547772,983.0857024845158,4.0,,0.0,18,gps,0.7,1.0,1.3,3.6,,,,92,,0.0840297059346759,2.0
55,1577397002.999,-27.717757216709817,-51.09901737612551,982.951550568564,4.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,92,,0.0400685207798028,1.0
