,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
1167,47.127438,-2.062728,51.41,12.12,11.792,66.7,16 / 20,116714,2019-08-18 20:53:05:826,0.5727,-0.2529,9.9917,0.9258,-0.7383,9.7349,0.0215,-0.0198,0.1117
1168,47.127438,-2.062728,51.41,12.12,11.792,66.7,16 / 20,116814,2019-08-18 20:53:05:926,0.3339,-0.5869,10.1001,0.9323,-0.7212,9.7356,0.0287,-0.0177,0.1102
1169,47.127438,-2.062728,51.41,12.12,11.792,66.7,16 / 20,116914,2019-08-18 20:53:06:026,0.7391,-0.5157,9.9983,0.9331,-0.7,9.737,0.0273,-0.0201,0.1088
1170,47.127438,-2.062728,51.41,12.12,11.792,66.7,16 / 20,117014,2019-08-18 20:53:06:126,0.9151,-0.5223,10.3856,0.9382,-0.6793,9.738,0.0151,-0.0077,0.1115
1171,47.127438,-2.062728,51.41,12.12,11.792,66.7,16 / 20,117114,2019-08-18 20:53:06:226,0.4847,-0.5307,9.3549,0.931,-0.6709,9.7393,0.0115,-0.0078,0.113
1172,47.127438,-2.062728,51.41,12.12,11.792,66.7,16 / 20,117214,2019-08-18 20:53:06:326,0.3949,-0.4534,9.644,0.9245,-0.658,9.7408,0.0143,-0.0117,0.1121
1173,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117314,2019-08-18 20:53:06:426,0.2704,-0.5343,9.7523,0.9213,-0.6614,9.7409,-0.0198,-0.0172,0.1152
1174,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117414,2019-08-18 20:53:06:526,0.6266,0.0727,9.55,0.9254,-0.6605,9.7405,0.0137,-0.0258,0.1116
1175,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117514,2019-08-18 20:53:06:626,0.8899,0.0667,9.714,0.9339,-0.6652,9.7394,-0.0172,-0.029,0.109
1176,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117615,2019-08-18 20:53:06:727,0.3022,-0.4098,9.3214,0.9143,-0.6832,9.74,0.0059,0.0164,0.1131
1177,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117714,2019-08-18 20:53:06:826,0.8223,-0.3391,9.6158,0.911,-0.6816,9.7404,0.0127,-0.031,0.1018
1178,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117814,2019-08-18 20:53:06:926,0.8181,-0.794,10.1665,0.9396,-0.6611,9.7391,0.0298,-0.0337,0.0992
1179,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,117914,2019-08-18 20:53:07:026,1.1665,-0.5875,10.0989,0.9592,-0.624,9.7397,0.0695,-0.0228,0.0953
1180,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118014,2019-08-18 20:53:07:126,0.7481,-0.4181,10.0731,0.969,-0.5486,9.7432,0.0749,0.0045,0.093
1181,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118114,2019-08-18 20:53:07:226,0.8726,-0.5947,9.9373,0.9567,-0.4959,9.7473,0.0502,0.0044,0.1008
1182,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118214,2019-08-18 20:53:07:326,0.711,0.0218,10.2264,0.9582,-0.4715,9.7483,0.0215,-0.014,0.1035
1183,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118314,2019-08-18 20:53:07:426,0.7583,-0.3026,9.2854,0.9626,-0.4555,9.7487,0.0385,-0.009,0.102
1184,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118414,2019-08-18 20:53:07:526,0.4763,-0.1644,9.7332,0.9358,-0.4335,9.7523,0.0325,0.034,0.0861
1185,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118514,2019-08-18 20:53:07:626,0.5984,-0.7611,9.5823,0.9121,-0.426,9.7548,0.0174,0.0309,0.0957
1186,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118614,2019-08-18 20:53:07:726,0.4775,-0.6899,9.7194,0.8744,-0.411,9.7589,0.0209,0.0084,0.0873
1187,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118714,2019-08-18 20:53:07:826,0.1322,-0.4032,9.6098,0.8701,-0.4226,9.7588,-0.0087,-0.0131,0.0852
1188,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118814,2019-08-18 20:53:07:926,0.7744,-0.6689,10.4101,0.8905,-0.4269,9.7568,-0.0026,-0.0488,0.0503
1189,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,118914,2019-08-18 20:53:08:026,0.8432,-0.8886,10.2114,0.9165,-0.4421,9.7537,-0.0158,-0.0471,0.042
1190,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,119014,2019-08-18 20:53:08:126,0.8121,-1.0299,9.9792,0.9432,-0.4823,9.7493,-0.0023,-0.0011,0.0591
1191,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,119114,2019-08-18 20:53:08:226,0.7624,-1.2124,9.6523,0.9399,-0.4959,9.7489,-0.0084,-0.0048,0.0535
1192,47.127438,-2.062728,51.41,12.12,11.792,66.7,14 / 20,119214,2019-08-18 20:53:08:326,0.8815,-0.9766,9.8427,0.9541,-0.5362,9.7454,0.0024,-0.0133,0.0505
1193,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119315,2019-08-18 20:53:08:427,1.2784,-1.0376,9.5284,0.9418,-0.52,9.7475,0.0453,0.0207,0.0493
1194,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119414,2019-08-18 20:53:08:526,0.9073,-1.2399,9.614,0.8961,-0.4986,9.7529,0.0193,0.0319,0.0425
1195,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119514,2019-08-18 20:53:08:626,1.0773,-1.6847,10.3652,0.8782,-0.4906,9.7549,0.0454,-0.0124,0.0311
1196,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119614,2019-08-18 20:53:08:726,1.2437,-1.6278,9.8834,0.9279,-0.4726,9.7512,0.0269,-0.0454,0.0129
1197,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119714,2019-08-18 20:53:08:826,1.2425,-1.0095,10.4765,0.956,-0.4753,9.7484,0.0241,-0.0417,0.0023
1198,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119814,2019-08-18 20:53:08:926,1.2604,-1.1125,10.9416,0.9766,-0.4825,9.746,0.0395,-0.0736,-0.0024
1199,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,119915,2019-08-18 20:53:09:027,0.6086,-1.4028,9.1077,1.0764,-0.456,9.7367,0.0236,-0.0194,0.0012
1200,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120014,2019-08-18 20:53:09:126,1.7979,-1.2866,9.5763,1.075,-0.4551,9.7369,-0.0035,0.0686,0.0243
1201,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120114,2019-08-18 20:53:09:226,1.458,-0.9149,9.4913,1.0146,-0.4989,9.7413,-0.0123,0.0099,0.0179
1202,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120214,2019-08-18 20:53:09:326,1.1641,-1.3435,9.9462,1.0214,-0.5084,9.7401,0.0218,-0.0447,0.0039
1203,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120314,2019-08-18 20:53:09:426,1.6693,-1.4997,10.616,1.0787,-0.4993,9.7344,0.037,-0.0647,-0.0027
1204,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120414,2019-08-18 20:53:09:526,1.5286,-1.7655,10.8985,1.142,-0.485,9.7278,0.0403,-0.0843,-0.0031
1205,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120514,2019-08-18 20:53:09:626,1.3119,-1.0077,9.893,1.2283,-0.4332,9.7198,0.0609,-0.0291,0.0126
1206,47.127438,-2.062728,51.41,12.12,11.792,66.7,13 / 20,120615,2019-08-18 20:53:09:727,1.4262,-0.3439,8.8168,1.246,-0.4295,9.7177,-0.0085,-0.0119,0.0164
