,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
27570,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757010,2019-08-09 21:00:05:748,-1.0353,-0.0615,9.3778,-0.6388,0.0442,9.7857,-0.0043,-0.0023,-0.0075
27571,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757110,2019-08-09 21:00:05:848,-0.7283,0.2084,9.9518,-0.6349,0.0387,9.786,-0.0043,0.0027,-0.0211
27572,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757210,2019-08-09 21:00:05:948,-1.9858,-0.0137,10.2947,-0.6456,0.0337,9.7853,-0.0008,0.0066,-0.0012
27573,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757311,2019-08-09 21:00:06:049,-1.3131,-0.2339,9.6052,-0.6302,0.0366,9.7863,0.0146,0.0035,-0.0168
27574,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757411,2019-08-09 21:00:06:149,-0.9019,0.3006,9.7997,-0.6385,0.0437,9.7857,0.0047,0.0391,-0.0257
27575,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757511,2019-08-09 21:00:06:249,-0.5284,0.1204,10.1511,-0.6516,0.0408,9.7849,-0.0046,-0.0005,-0.0139
27576,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757611,2019-08-09 21:00:06:349,-0.6828,-0.2112,9.6603,-0.6607,0.0395,9.7843,0.0005,0.0,-0.0077
27577,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757710,2019-08-09 21:00:06:448,-0.3123,0.2407,9.6525,-0.6714,0.046,9.7835,0.0039,0.0174,-0.0026
27578,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757811,2019-08-09 21:00:06:549,0.2348,0.0869,9.6561,-0.6674,0.0452,9.7838,-0.0077,-0.0182,-0.0114
27579,47.177948,-1.601246,59.85,23.01,3.216,124.1,15 / 23,2757910,2019-08-09 21:00:06:648,-1.7099,-0.0113,9.4394,-0.6506,0.0346,9.785,-0.0011,-0.0195,-0.0172
