,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
32757,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3276443,2019-08-18 16:08:18:980,-0.5231,-0.6255,9.6872,-0.1591,-0.6649,9.7828,0.0064,0.0016,-0.0228
32758,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3276543,2019-08-18 16:08:19:080,-0.483,-0.4693,9.8422,-0.1646,-0.6619,9.7829,-0.0055,-0.0023,-0.0243
32759,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3276643,2019-08-18 16:08:19:180,-0.2837,-0.7853,9.6633,-0.1663,-0.6614,9.7829,-0.0056,-0.0105,-0.024
32760,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3276744,2019-08-18 16:08:19:281,-0.2238,-0.6351,9.7896,-0.1536,-0.6654,9.7828,-0.005,-0.0109,-0.0251
32761,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3276843,2019-08-18 16:08:19:380,-0.3238,-0.5722,9.8051,-0.1534,-0.6695,9.7826,-0.0152,0.0075,-0.0237
32762,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3276943,2019-08-18 16:08:19:480,-0.1215,-0.8194,10.1337,-0.1615,-0.6782,9.7818,0.0042,-0.0085,-0.0294
32763,48.126427,-1.743805,95.95,23.23,3.216,122.3,18 / 21,3277045,2019-08-18 16:08:19:582,-0.1999,-0.8595,9.8698,-0.1575,-0.6738,9.7822,0.0175,-0.0089,-0.0282
32764,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277143,2019-08-18 16:08:19:680,-0.1735,-0.8607,9.4957,-0.152,-0.665,9.7829,-0.0097,-0.0031,-0.0315
32765,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277244,2019-08-18 16:08:19:781,-0.2136,-0.8487,9.9847,-0.1426,-0.6783,9.7821,-0.0156,0.0038,-0.0328
32766,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277343,2019-08-18 16:08:19:880,-0.3375,-0.7039,10.1816,-0.1474,-0.6839,9.7817,0.0037,0.0108,-0.0339
32767,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277444,2019-08-18 16:08:19:981,-0.1574,-0.7153,9.7351,-0.1381,-0.6801,9.7821,0.0134,-0.0085,-0.0312
32768,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277543,2019-08-18 16:08:20:080,-0.3268,-0.7781,9.8003,-0.1351,-0.6789,9.7822,-0.0092,-0.0046,-0.0303
32769,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277643,2019-08-18 16:08:20:180,-0.2274,-0.835,9.2149,-0.1336,-0.6933,9.7812,-0.0043,0.0047,-0.0307
32770,48.126427,-1.743805,95.95,23.23,3.216,122.3,17 / 21,3277743,2019-08-18 16:08:20:280,-0.4644,-0.8619,9.8063,-0.1361,-0.6927,9.7812,-0.0046,-0.02,-0.029
