,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
12690,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,334417,2019-08-12 16:38:14:859,0.4462,-0.0507,10.3655,0.2556,-0.1364,9.8024,0.002,-0.003,-0.0063
12691,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,334518,2019-08-12 16:38:14:960,0.3073,-0.0388,9.8819,0.2677,-0.1208,9.8023,-0.0001,-0.0062,-0.0063
12692,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,334618,2019-08-12 16:38:15:060,0.3576,-0.0855,9.7909,0.2817,-0.1009,9.8021,0.0009,0.0087,-0.0063
12693,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,334717,2019-08-12 16:38:15:159,0.2798,-0.0208,9.6066,0.2873,-0.0931,9.802,-0.0055,0.0034,-0.0074
12694,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,334817,2019-08-12 16:38:15:259,0.2941,-0.0998,9.6592,0.2901,-0.0874,9.802,-0.0161,0.0034,-0.0063
12695,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,334917,2019-08-12 16:38:15:359,0.2941,-0.0998,9.6592,0.2901,-0.0874,9.802,-0.0161,0.0034,-0.0063
12696,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335017,2019-08-12 16:38:15:459,0.2941,-0.0998,9.6592,0.2901,-0.0874,9.802,-0.0161,0.0034,-0.0063
12697,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335117,2019-08-12 16:38:15:559,0.0966,-0.0304,9.761,0.2887,-0.0915,9.802,-0.0108,0.0034,-0.0063
12698,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335219,2019-08-12 16:38:15:661,0.4318,-0.1513,9.6712,0.2988,-0.0873,9.8017,0.0041,-0.0072,-0.0095
12699,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335318,2019-08-12 16:38:15:760,0.4174,-0.1896,10.2027,0.2943,-0.102,9.8017,0.002,0.0077,-0.0106
12700,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335417,2019-08-12 16:38:15:859,0.1624,-0.277,10.0902,0.2721,-0.1002,9.8024,0.0116,0.0226,-0.0116
12701,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335517,2019-08-12 16:38:15:959,0.0188,-0.1824,9.8304,0.2608,-0.1,9.8027,0.0052,0.0098,-0.0116
12702,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335619,2019-08-12 16:38:16:061,0.0691,-0.2447,9.7718,0.2363,-0.123,9.803,0.0063,-0.0083,-0.0106
12703,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335717,2019-08-12 16:38:16:159,0.4485,-0.0759,9.4402,0.2364,-0.1431,9.8028,-0.0023,-0.0062,-0.0116
12704,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335819,2019-08-12 16:38:16:261,0.3683,-0.1273,10.1453,0.2401,-0.1628,9.8024,-0.0001,0.0056,-0.0106
12705,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,335918,2019-08-12 16:38:16:360,0.3911,-0.1094,10.2327,0.2386,-0.1704,9.8023,0.0009,0.0066,-0.0116
12706,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336017,2019-08-12 16:38:16:459,0.0822,-0.3428,9.3959,0.2502,-0.2038,9.8013,-0.0012,0.0066,-0.0127
12707,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336117,2019-08-12 16:38:16:559,0.2235,-0.2004,9.7107,0.2511,-0.206,9.8013,-0.0023,-0.004,-0.0127
12708,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336218,2019-08-12 16:38:16:660,0.2822,-0.2159,9.3612,0.2697,-0.2124,9.8006,-0.0023,-0.004,-0.0127
12709,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336317,2019-08-12 16:38:16:759,0.518,-0.18,9.9944,0.2741,-0.2123,9.8005,0.0041,0.0023,-0.0106
12710,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336418,2019-08-12 16:38:16:860,0.3312,-0.1441,10.4948,0.2774,-0.2024,9.8006,-0.0097,-0.003,-0.0084
12711,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336517,2019-08-12 16:38:16:959,0.2402,-0.1681,9.8927,0.2733,-0.1862,9.8011,-0.0012,-0.003,-0.0074
12712,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336619,2019-08-12 16:38:17:061,0.172,-0.0783,9.8292,0.2596,-0.1678,9.8018,0.0084,0.0066,-0.0084
12713,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336717,2019-08-12 16:38:17:159,0.1122,-0.2195,9.6652,0.2633,-0.1597,9.8018,0.0084,-0.0115,-0.0063
12714,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336817,2019-08-12 16:38:17:259,0.4234,0.0007,9.8388,0.2659,-0.1543,9.8018,-0.0087,-0.0008,-0.0063
12715,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,336918,2019-08-12 16:38:17:360,0.3588,0.0331,10.0674,0.2675,-0.1525,9.8018,-0.0044,-0.0062,-0.0042
12716,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,337269,2019-08-12 16:38:17:711,0.1325,0.0259,9.9585,0.268,-0.1507,9.8018,-0.0012,-0.0008,-0.0042
12717,47.335346,-1.653072,97.81,27.96,8.576,344.6,Oct-23,337270,2019-08-12 16:38:17:712,0.1325,0.0259,9.9585,0.268,-0.1507,9.8018,-0.0012,-0.0008,-0.0042
