,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
28644,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2864446,2019-08-16 12:17:08:815,0.0251,0.0496,9.614,-0.0639,0.0542,9.8063,-0.0096,0.033,0.0021,-29.94,-1.91,0.31,172.42,2.15,-0.38
28645,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2864546,2019-08-16 12:17:08:915,0.1239,0.6875,10.804,-0.057,0.0377,9.8064,-0.0479,-0.0202,0.0074,-29.88,-2.62,-0.7,174.3,1.8,-0.21
28646,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2864645,2019-08-16 12:17:09:014,0.489,-0.1115,9.2242,0.0327,-0.0066,9.8066,0.0618,-0.0256,-0.0384,-29.88,-2.62,-0.7,174.3,1.8,-0.21
28647,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2864745,2019-08-16 12:17:09:114,-0.175,0.2842,9.7807,0.0223,-0.0001,9.8066,0.0043,0.0394,0.0149,-29.63,-4.43,-1.59,172.43,1.99,-0.23
28648,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2864846,2019-08-16 12:17:09:215,0.2231,0.4065,10.1598,0.0051,-0.0128,9.8066,-0.0064,0.0309,0.0191,-29.87,-2.7,-0.57,172.43,1.99,-0.23
28649,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2864946,2019-08-16 12:17:09:315,0.3955,-0.205,10.1454,0.0003,0.0032,9.8067,-0.0064,0.0309,0.0191,-29.68,-4.19,1.26,172.39,1.99,-0.21
28650,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2865045,2019-08-16 12:17:09:414,0.213,-0.0469,10.1583,0.0165,-0.0277,9.8066,-0.0043,-0.0202,-0.0011,-29.61,-4.18,-2.47,172.43,2.13,-0.13
28651,51.8847,-2.150855,63,23.4,10.0,178.4,,13 / 24,2865146,2019-08-16 12:17:09:515,-0.1344,-0.0301,10.0092,-0.0061,-0.0294,9.8066,0.0,0.032,0.0149,-29.61,-4.18,-2.47,172.43,2.13,-0.13
28652,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865245,2019-08-16 12:17:09:614,-0.1191,0.01,9.3348,-0.0255,0.0218,9.8066,0.0011,0.0224,0.0106,-29.31,-3.93,-5.05,172.24,2.11,-0.31
28653,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865345,2019-08-16 12:17:09:714,-0.0493,0.1379,10.0124,-0.0121,0.0193,9.8066,-0.016,0.0128,0.0128,-28.91,-5.03,-6.22,172.24,2.11,-0.31
28654,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865445,2019-08-16 12:17:09:814,-0.0237,0.2084,10.1651,0.0082,0.0056,9.8066,-0.0021,-0.0256,-0.0011,-28.91,-5.03,-6.22,172.24,2.11,-0.31
28655,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865546,2019-08-16 12:17:09:915,-0.0845,-0.2682,9.907,0.0082,-0.0224,9.8066,0.0,0.0075,0.001,-29.09,-6.12,-4.02,168.4,2.16,-0.27
28656,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865646,2019-08-16 12:17:10:015,0.1738,-0.3042,10.1302,0.0172,-0.0376,9.8066,0.0224,-0.0202,0.0074,-29.45,-4.99,-2.78,170.3,2.3,-0.46
28657,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865745,2019-08-16 12:17:10:114,0.3349,-0.5156,8.9698,0.0239,-0.0207,9.8066,0.0224,-0.0202,0.0074,-29.45,-4.99,-2.78,170.3,2.3,-0.46
28658,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865845,2019-08-16 12:17:10:214,0.1946,-0.1726,9.7459,0.0298,-0.0021,9.8066,-0.0064,0.0362,0.0,-29.25,-5.57,-3.66,168.44,2.46,-0.56
28659,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2865945,2019-08-16 12:17:10:314,0.1443,0.3442,10.0388,0.038,0.0003,9.8066,-0.0032,0.0298,-0.0022,-29.29,-5.41,-3.56,168.44,2.46,-0.56
28660,51.884514,-2.15085,64,22.47,10.0,178.9,,13 / 24,2866046,2019-08-16 12:17:10:415,-0.0203,-0.2749,9.0871,-0.004,0.0081,9.8066,0.0075,0.0213,0.0074,-29.41,-5.43,-2.37,170.27,2.42,-0.52
