,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
8941,52.077335,-1.934446,70,16.23,11.0,231.8,,16 / 25,894146,2019-08-16 11:44:18:515,0.4247,0.1569,8.4314,-0.0277,0.0489,9.8065,-0.001,-0.0643,-0.0171,-8.76,26.28,-11.52,248.59,4.83,1.76
8942,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894246,2019-08-16 11:44:18:615,-0.0364,0.2885,9.4193,0.0181,0.0753,9.8063,-0.001,-0.0643,-0.0171,-8.76,26.28,-11.52,248.59,4.83,1.76
8943,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894345,2019-08-16 11:44:18:714,-0.0136,0.002,9.872,0.0399,0.1378,9.8056,0.0117,-0.0451,-0.0192,-8.64,25.91,-12.4,248.59,4.83,1.76
8944,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894446,2019-08-16 11:44:18:815,-0.0878,-0.169,10.7637,0.0554,0.1428,9.8055,-0.0224,0.0198,-0.0171,-8.25,26.2,-12.05,250.17,5.73,1.77
8945,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894545,2019-08-16 11:44:18:914,-0.2197,-0.0651,11.1661,0.0167,-0.0369,9.8066,-0.0053,0.0848,-0.0203,-8.25,26.2,-12.05,250.17,5.73,1.77
8946,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894645,2019-08-16 11:44:19:014,-0.1605,-0.307,10.4049,-0.0168,-0.0485,9.8065,-0.0181,0.0667,-0.0118,-8.78,25.44,-13.26,247.33,5.56,1.6
8947,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894746,2019-08-16 11:44:19:115,-0.0032,-0.1365,10.195,-0.0147,-0.0654,9.8064,-0.0085,0.0188,-0.0171,-8.88,26.21,-11.59,248.46,5.26,1.58
8948,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894846,2019-08-16 11:44:19:215,-0.081,-0.1528,9.5969,-0.0005,-0.007,9.8066,0.0117,-0.0025,-0.0246,-9.21,26.15,-11.46,248.92,4.63,1.48
8949,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,894946,2019-08-16 11:44:19:315,-0.1169,-0.0292,9.3065,0.0092,0.0232,9.8066,0.0043,-0.0505,-0.0129,-9.26,25.88,-12.01,248.76,4.59,1.46
8950,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,895045,2019-08-16 11:44:19:414,0.1159,0.2696,9.6809,0.0212,0.0989,9.8061,0.0043,-0.0505,-0.0129,-9.26,25.88,-12.01,248.76,4.59,1.46
8951,52.077267,-1.934627,69,15.77,10.0,232.6,,15 / 25,895146,2019-08-16 11:44:19:515,0.0571,0.0427,9.4356,0.0046,0.0442,9.8065,0.0149,-0.0462,-0.0107,-9.31,26.53,-10.45,249.61,5.17,1.56
8952,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895246,2019-08-16 11:44:19:615,0.193,0.3889,10.013,0.0306,0.0692,9.8064,-0.0053,-0.0206,-0.0171,-8.94,26.4,-11.09,248.54,5.61,1.53
8953,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895346,2019-08-16 11:44:19:715,0.0401,0.2676,10.4715,0.0045,0.0237,9.8066,-0.0096,-0.0164,-0.0182,-8.55,26.72,-10.64,248.54,5.61,1.53
8954,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895445,2019-08-16 11:44:19:814,-0.3963,0.3017,10.1979,0.0193,0.0588,9.8065,-0.0192,-0.0121,-0.0288,-8.61,26.42,-11.31,248.41,5.97,1.55
8955,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895545,2019-08-16 11:44:19:914,0.1279,0.5774,9.4737,0.0245,0.0223,9.8066,-0.0341,0.023,0.0191,-8.61,26.42,-11.31,248.41,5.97,1.55
8956,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895645,2019-08-16 11:44:20:014,0.3472,0.5541,9.0179,0.0513,0.056,9.8064,-0.0074,-0.0174,-0.0022,-8.1,26.11,-12.35,250.0,6.39,1.39
8957,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895745,2019-08-16 11:44:20:114,-0.0095,0.0255,10.5288,0.0184,0.0271,9.8066,-0.0074,-0.0174,-0.0022,-7.68,25.89,-13.08,250.0,6.39,1.39
8958,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895845,2019-08-16 11:44:20:214,0.1128,-0.0413,9.0738,-0.0019,-0.0209,9.8066,-0.0042,-0.0174,0.0031,-7.38,26.13,-12.77,251.55,6.86,1.33
8959,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,895945,2019-08-16 11:44:20:314,-0.0243,-0.213,9.7241,0.0068,-0.017,9.8066,0.0075,0.0252,-0.0011,-7.38,26.13,-12.77,251.55,6.86,1.33
8960,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,896045,2019-08-16 11:44:20:414,-0.1164,-0.1529,9.9002,-0.0102,-0.0096,9.8066,-0.0447,-0.0238,-0.0097,-7.41,25.73,-13.53,251.35,6.77,1.26
8961,52.077183,-1.934838,70,15.65,10.0,233.9,,15 / 25,896146,2019-08-16 11:44:20:515,-0.667,-0.0759,10.612,-0.0274,-0.0078,9.8066,0.0725,-0.01,-0.0203,-7.53,25.59,-13.73,249.41,6.7,1.3
8962,52.077103,-1.935019,71,15.09,10.0,234.4,,15 / 25,896245,2019-08-16 11:44:20:614,-0.516,-0.2274,9.4528,-0.0507,-0.0213,9.8065,-0.0522,-0.0153,-0.0192,-7.74,26.11,-12.59,249.68,6.48,1.54
8963,52.077103,-1.935019,71,15.09,10.0,234.4,,15 / 25,896346,2019-08-16 11:44:20:715,-0.0866,0.1069,9.5964,0.0087,0.0051,9.8066,0.0298,0.0401,-0.0342,-7.74,26.11,-12.59,249.68,6.48,1.54
