,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
2998,1518260204.0,41.24293585,-8.560907733,100.2,12.398,76.90,0.9,?,?
2999,1518260205.0,41.242960633,-8.560762983,99.4,12.398,76.70,0.9,?,?
3000,1518260206.0,41.242986783,-8.5606184,98.7,12.398,76.70,0.9,?,?
3001,1518260207.0,41.243014,-8.56047465,98.0,12.501,76.90,0.9,?,?
3002,1518260208.0,41.24303955,-8.56033035,97.3,12.398,77.20,0.9,?,?
3003,1518260209.0,41.243064017,-8.560186417,96.5,12.450,77.50,1.1,?,?
3004,1518260210.0,41.243088083,-8.56004175,95.7,12.450,77.50,1.1,?,?
3005,1518260211.0,41.243112467,-8.559897233,94.9,12.347,77.30,1.1,?,?
3006,1518260212.0,41.243137283,-8.55975265,94.1,12.398,77.20,1.1,?,?
3007,1518260213.0,41.24316245,-8.559607367,93.4,12.450,77.00,1.1,?,?
3008,1518260214.0,41.243187367,-8.559463683,92.6,12.347,77.10,1.1,?,?
3009,1518260215.0,41.24321165,-8.5593187,91.9,12.450,77.50,1.1,?,?
3010,1518260216.0,41.2432362,-8.5591743,91.4,12.295,77.20,1.1,?,?
3011,1518260217.0,41.243260733,-8.559033033,91.3,12.038,76.90,1.1,?,?
3012,1518260218.0,41.243284017,-8.558896767,91.8,11.472,76.70,0.8,?,?
3013,1518260219.0,41.24330595,-8.558763317,92.7,11.266,76.40,0.8,?,?
3014,1518260220.0,41.243328983,-8.558630667,93.5,11.421,76.30,0.8,?,?
3015,1518260221.0,41.2433522,-8.55849645,94.3,11.626,77.10,0.8,?,?
3016,1518260222.0,41.243376183,-8.558360567,95.0,11.781,77.40,0.8,?,?
3017,1518260223.0,41.243398483,-8.558222683,95.8,11.832,77.40,0.8,?,?
3018,1518260224.0,41.24342215,-8.5580853,96.5,11.832,77.10,0.8,?,?
3019,1518260225.0,41.24344575,-8.557947367,97.2,11.884,77.20,0.7,?,?
3020,1518260226.0,41.243469383,-8.55780945,97.8,11.884,77.20,0.7,?,?
3021,1518260227.0,41.243492667,-8.55767155,98.5,11.832,77.50,0.7,?,?
3022,1518260228.0,41.243516133,-8.55753365,99.2,11.832,77.30,0.7,?,?
3023,1518260229.0,41.2435398,-8.557395783,99.9,11.832,77.10,0.7,?,?
3024,1518260230.0,41.243563717,-8.557257667,100.6,11.884,77.00,0.7,?,?
3025,1518260231.0,41.24358785,-8.557118017,100.9,12.089,77.20,0.7,?,?
3026,1518260232.0,41.243611583,-8.55697585,101.3,12.244,76.80,0.7,?,?
3027,1518260233.0,41.243636017,-8.556833683,101.4,12.192,76.90,0.7,?,?
3028,1518260234.0,41.243659567,-8.556691667,101.6,12.089,76.90,0.7,?,?
3029,1518260235.0,41.243684067,-8.556551233,101.7,12.038,77.00,0.7,?,?
3030,1518260236.0,41.243706467,-8.55640945,101.9,12.089,77.40,0.7,?,?
3031,1518260237.0,41.243730067,-8.5562669,101.6,12.295,77.40,0.7,?,?
3032,1518260238.0,41.243754067,-8.55612365,101.3,12.295,77.40,0.7,?,?
3033,1518260239.0,41.24377825,-8.555979783,100.9,12.295,77.10,0.7,?,?
3034,1518260240.0,41.243801783,-8.555837167,100.5,12.141,77.00,0.7,?,?
3035,1518260241.0,41.243825483,-8.555695383,100.1,12.038,77.20,0.7,?,?
3036,1518260242.0,41.2438493,-8.555554683,99.9,12.038,77.00,0.7,?,?
3037,1518260243.0,41.243872683,-8.555415967,99.8,11.832,76.80,0.7,?,?
3038,1518260244.0,41.243895533,-8.555280617,100.1,11.626,76.00,0.7,?,?
3039,1518260245.0,41.243918833,-8.555149033,100.5,11.318,75.80,0.8,?,?
3040,1518260246.0,41.243940283,-8.555018783,101.1,11.061,76.80,0.8,?,?
3041,1518260247.0,41.2439503,-8.554896133,101.5,9.980,87.10,0.8,?,?
3042,1518260248.0,41.2439351,-8.554786417,101.9,9.106,109.70,0.8,?,?
3043,1518260249.0,41.2438907,-8.554693333,102.0,9.569,130.00,1.1,?,?
3044,1518260250.0,41.24383565,-8.554602617,102.0,10.083,129.80,1.1,?,?
3045,1518260251.0,41.24378955,-8.55450175,102.0,10.083,117.60,1.1,?,?
3046,1518260252.0,41.243751017,-8.554398683,101.7,9.620,114.50,1.1,?,?
3047,1518260253.0,41.24369345,-8.554310767,101.6,9.774,135.90,1.1,?,?
3048,1518260254.0,41.24361765,-8.554246433,101.3,10.289,153.90,1.1,?,?
3049,1518260255.0,41.243527583,-8.5542086,101.3,11.009,168.20,1.1,?,?
3050,1518260256.0,41.24342805,-8.554184983,101.0,11.421,168.90,1.1,?,?
3051,1518260257.0,41.2433295,-8.554157117,100.7,11.575,167.90,1.1,?,?
3052,1518260258.0,41.243235583,-8.554128917,100.1,11.318,167.70,1.0,?,?
3053,1518260259.0,41.2431462,-8.5541016,99.5,10.598,167.60,0.8,?,?
3054,1518260260.0,41.24305955,-8.554076217,99.1,9.929,167.50,0.8,?,?
3055,1518260261.0,41.242979767,-8.554056433,98.8,8.900,168.20,0.8,?,?
3056,1518260262.0,41.242911883,-8.554041367,98.6,7.408,170.90,0.8,?,?
3057,1518260263.0,41.242854967,-8.554029833,98.3,6.019,167.50,0.8,?,?
3058,1518260264.0,41.24281145,-8.553995067,97.8,5.813,139.40,0.8,?,?
3059,1518260265.0,41.2427825,-8.553922467,98.2,7.357,108.00,0.9,?,?
3060,1518260266.0,41.242771867,-8.553831183,99.2,8.180,92.90,0.9,?,?
3061,1518260267.0,41.242771,-8.553732017,100.1,8.385,87.60,1.1,?,?
3062,1518260268.0,41.242769083,-8.553618167,101.3,8.951,88.10,1.1,?,?
3063,1518260269.0,41.242767533,-8.55350015,102.7,10.032,90.60,1.1,?,?
3064,1518260270.0,41.242768467,-8.55337465,104.3,10.958,91.70,1.1,?,?
3065,1518260271.0,41.242769217,-8.553244783,105.8,11.318,92.00,1.1,?,?
3066,1518260272.0,41.24276845,-8.553115617,107.1,10.803,92.70,1.1,?,?
3067,1518260273.0,41.242761633,-8.552991667,108.3,10.186,96.00,1.1,?,?
3068,1518260274.0,41.242748533,-8.552876883,109.5,9.466,101.00,1.4,?,?
3069,1518260275.0,41.242734033,-8.552772867,110.4,8.746,102.90,1.6,?,?
3070,1518260276.0,41.242719383,-8.5526787,111.1,7.820,103.60,1.6,?,?
3071,1518260277.0,41.242703683,-8.5525932,111.5,6.894,102.40,1.3,?,?
3072,1518260278.0,41.242693183,-8.552518883,111.9,5.916,101.30,1.6,?,?
3073,1518260279.0,41.242685367,-8.552458383,112.3,4.784,102.10,1.6,?,?
3074,1518260280.0,41.2426779,-8.552412033,112.6,3.601,106.40,1.6,?,?
3075,1518260281.0,41.242670617,-8.5523771,112.9,2.778,110.80,1.6,?,?
3076,1518260282.0,41.242664733,-8.552350267,113.3,2.006,112.90,1.6,?,?
3077,1518260283.0,41.2426577,-8.552336867,113.1,0.926,115.60,1.2,?,?
3078,1518260284.0,41.242652483,-8.552331183,112.9,0.257,114.90,1.2,?,?
3079,1518260285.0,41.2426469,-8.552329733,112.5,0.309,117.00,1.2,?,?
3080,1518260286.0,41.242640517,-8.552323533,112.1,0.720,116.90,1.0,?,?
3081,1518260287.0,41.2426328,-8.552310617,111.8,1.749,114.40,0.8,?,?
3082,1518260288.0,41.24262085,-8.5522887,111.5,2.315,119.20,1.6,?,?
3083,1518260289.0,41.242608283,-8.552264517,111.2,2.521,120.00,1.6,?,?
3084,1518260290.0,41.24259455,-8.552237883,111.0,2.675,119.20,1.1,?,?
3085,1518260291.0,41.242580383,-8.552209567,111.2,3.035,121.20,1.6,?,?
3086,1518260292.0,41.242560417,-8.552171817,111.3,3.704,123.50,1.1,?,?
3087,1518260293.0,41.242538183,-8.552131517,111.6,4.218,126.00,1.0,?,?
3088,1518260294.0,41.242510817,-8.552082583,112.1,4.630,127.90,1.0,?,?
3089,1518260295.0,41.24247735,-8.552031667,112.8,5.350,129.10,1.8,?,?
3090,1518260296.0,41.242442867,-8.55198055,113.5,5.350,131.90,1.3,?,?
3091,1518260297.0,41.242413433,-8.5519324,114.2,4.836,128.60,1.3,?,?
3092,1518260298.0,41.242384,-8.551879417,114.8,5.607,126.50,1.3,?,?
3093,1518260299.0,41.242352933,-8.551819933,115.3,6.173,124.20,1.3,?,?
3094,1518260300.0,41.242316533,-8.551755083,115.9,6.842,125.70,1.7,?,?
3095,1518260301.0,41.242277567,-8.551684367,116.6,7.511,125.30,1.3,?,?
3096,1518260302.0,41.242241917,-8.5516054,117.4,7.871,118.90,1.3,?,?
3097,1518260303.0,41.242214517,-8.551520117,118.0,7.974,110.90,2.4,?,?
3098,1518260304.0,41.242191333,-8.551430567,118.4,8.077,106.40,1.3,?,?
3099,1518260305.0,41.242168233,-8.551328183,120.0,8.283,107.40,1.1,?,?
3100,1518260306.0,41.2421482,-8.551232883,120.8,8.283,105.20,1.1,?,?
3101,1518260307.0,41.24212915,-8.5511392,121.9,8.180,103.60,1.1,?,?
3102,1518260308.0,41.2421116,-8.551040367,123.3,8.025,103.00,1.1,?,?
3103,1518260309.0,41.2420918,-8.550947133,124.3,7.922,105.60,1.5,?,?
3104,1518260310.0,41.242068167,-8.550858033,125.3,7.922,108.60,1.5,?,?
3105,1518260311.0,41.242044167,-8.55076635,126.1,8.334,108.60,1.6,?,?
3106,1518260312.0,41.242021783,-8.550671617,127.1,8.437,104.70,1.5,?,?
3107,1518260313.0,41.242007917,-8.550571333,127.8,8.591,98.60,1.5,?,?
3108,1518260314.0,41.2420037,-8.550467217,128.4,8.746,93.10,1.4,?,?
3109,1518260315.0,41.241996967,-8.550362,129.2,8.951,93.40,1.4,?,?
3110,1518260316.0,41.24198385,-8.55026105,130.3,9.106,98.70,1.4,?,?
3111,1518260317.0,41.241968017,-8.550156733,131.4,9.157,105.70,1.4,?,?
3112,1518260318.0,41.241943217,-8.550049217,132.7,9.569,109.90,1.4,?,?
3113,1518260319.0,41.241917183,-8.549939317,133.7,9.774,109.60,1.2,?,?
3114,1518260320.0,41.24189395,-8.549824417,134.5,10.237,105.20,1.1,?,?
3115,1518260321.0,41.24187595,-8.54970215,134.8,10.803,103.10,1.1,?,?
3116,1518260322.0,41.241859267,-8.5495733,135.1,11.369,102.30,1.1,?,?
3117,1518260323.0,41.241842383,-8.549446983,135.2,10.752,101.70,1.1,?,?
3118,1518260324.0,41.241828033,-8.54932565,135.4,10.392,101.20,1.1,?,?
3119,1518260325.0,41.241814467,-8.5492044,135.5,10.598,101.20,1.1,?,?
3120,1518260326.0,41.241794317,-8.549079067,135.8,10.495,101.70,1.1,?,?
3121,1518260327.0,41.24177485,-8.548957467,136.2,10.237,101.40,1.1,?,?
3122,1518260328.0,41.241757133,-8.548840133,136.7,9.826,101.10,1.1,?,?
3123,1518260329.0,41.24174015,-8.548727233,137.4,9.209,101.40,1.1,?,?
3124,1518260330.0,41.241721817,-8.5486207,137.9,8.900,104.00,1.1,?,?
3125,1518260331.0,41.24169995,-8.54851835,138.1,8.746,106.70,1.1,?,?
3126,1518260332.0,41.241678083,-8.548419733,138.2,8.385,107.20,1.1,?,?
3127,1518260333.0,41.241656667,-8.54832995,138.2,7.871,109.30,1.1,?,?
3128,1518260334.0,41.241635217,-8.5482447,138.0,7.357,110.10,1.1,?,?
3129,1518260335.0,41.241611883,-8.54816655,137.6,6.585,109.80,1.1,?,?
3130,1518260336.0,41.241594217,-8.548100467,137.3,5.299,106.60,1.1,?,?
3131,1518260337.0,41.241584567,-8.5480539,137.0,3.190,101.50,1.1,?,?
3132,1518260338.0,41.241579367,-8.548028717,136.8,1.543,103.40,1.1,?,?
3133,1518260339.0,41.241575733,-8.548018017,136.6,0.514,132.20,1.1,?,?
3134,1518260340.0,41.2415712,-8.54801125,136.5,0.875,134.60,1.1,?,?
3135,1518260341.0,41.241557083,-8.54799975,136.3,2.469,150.80,1.3,?,?
3136,1518260342.0,41.241530667,-8.547987633,136.1,3.498,162.30,1.3,?,?
3137,1518260343.0,41.241495483,-8.5479753,136.1,4.476,167.80,1.1,?,?
3138,1518260344.0,41.241460317,-8.547965333,135.9,4.321,170.70,0.8,?,?
3139,1518260345.0,41.241414033,-8.547955267,136.3,5.607,178.60,0.8,?,?
3140,1518260346.0,41.241355233,-8.5479557,136.8,6.894,187.00,0.8,?,?
3141,1518260347.0,41.241286533,-8.54796705,137.1,7.871,189.80,0.8,?,?
3142,1518260348.0,41.241212883,-8.547982283,137.8,8.643,191.10,0.8,?,?
3143,1518260349.0,41.24113105,-8.548004883,137.8,9.363,191.70,0.8,?,?
3144,1518260350.0,41.24104535,-8.548029217,137.8,9.569,192.00,0.8,?,?
3145,1518260351.0,41.240961983,-8.548051333,137.9,9.260,191.30,0.8,?,?
3146,1518260352.0,41.2408769,-8.548072,138.1,9.672,190.40,0.8,?,?
3147,1518260353.0,41.240788583,-8.548090117,138.2,10.032,187.40,0.8,?,?
3148,1518260354.0,41.240696667,-8.548096267,138.1,10.289,180.50,1.0,?,?
3149,1518260355.0,41.24060485,-8.54809225,137.9,10.340,175.60,1.0,?,?
3150,1518260356.0,41.240512983,-8.548082167,137.7,10.598,172.60,1.0,?,?
3151,1518260357.0,41.2404187,-8.54806875,137.2,10.752,170.50,1.0,?,?
3152,1518260358.0,41.24031555,-8.548044883,135.7,11.369,170.20,1.0,?,?
3153,1518260359.0,41.240210033,-8.548022583,134.5,11.935,170.30,1.0,?,?
3154,1518260360.0,41.240102083,-8.547997167,133.8,12.295,169.90,1.1,?,?
3155,1518260361.0,41.239993083,-8.5479691,132.9,12.707,169.50,1.2,?,?
3156,1518260362.0,41.239878767,-8.547939617,132.4,12.964,169.50,1.2,?,?
3157,1518260363.0,41.239762467,-8.547908367,131.8,12.758,170.10,1.3,?,?
3158,1518260364.0,41.2396482,-8.547884633,131.0,12.501,171.10,1.3,?,?
3159,1518260365.0,41.239532317,-8.547858433,130.9,12.861,170.90,1.3,?,?
3160,1518260366.0,41.239418783,-8.5478318,131.3,13.015,168.90,1.5,2.6,3.0
3161,1518260367.0,41.239306733,-8.5478148,131.7,13.170,169.30,1.5,2.6,3.0
3162,1518260368.0,41.239190533,-8.547792583,131.8,13.427,169.50,1.5,2.6,3.0
3163,1518260369.0,41.23906955,-8.547763817,132.1,13.787,169.40,1.5,2.6,3.0
3164,1518260370.0,41.238945333,-8.547733833,131.9,14.250,169.30,1.5,2.6,3.0
3165,1518260371.0,41.238817283,-8.5477016,131.7,14.713,169.20,1.5,2.6,3.0
3166,1518260372.0,41.2386859,-8.547668817,131.4,15.022,169.60,1.5,2.6,3.0
3167,1518260373.0,41.2385509,-8.547636117,130.9,15.279,169.90,1.5,2.6,3.0
3168,1518260374.0,41.238415867,-8.547602067,130.7,15.228,169.40,1.5,2.6,3.0
3169,1518260375.0,41.2382827,-8.547570233,130.7,14.867,169.90,1.5,2.6,3.0
3170,1518260376.0,41.238151817,-8.547537933,130.6,14.610,169.90,1.2,1.7,2.1
3171,1518260377.0,41.2380233,-8.5475062,130.6,14.353,169.60,1.2,1.7,2.1
3172,1518260378.0,41.237897583,-8.547473783,130.4,14.044,169.10,1.5,2.6,3.0
3173,1518260379.0,41.237786967,-8.547443883,130.4,12.038,169.00,1.2,1.7,2.1
3174,1518260380.0,41.2376796,-8.547413633,130.5,11.935,168.20,1.2,1.7,2.1
3175,1518260381.0,41.237570467,-8.54738805,130.5,12.244,171.70,1.2,1.7,2.1
3176,1518260382.0,41.23745905,-8.547369033,130.1,12.501,173.70,1.2,1.7,2.1
3177,1518260383.0,41.23734625,-8.547352467,129.7,12.604,174.10,1.2,1.7,2.1
3178,1518260384.0,41.237233283,-8.547333083,129.1,12.655,171.60,1.2,1.7,2.1
3179,1518260385.0,41.237121517,-8.54730155,128.4,12.758,165.10,1.2,1.7,2.1
3180,1518260386.0,41.23701615,-8.5472459,127.7,12.758,153.80,1.2,1.7,2.1
3181,1518260387.0,41.236923633,-8.547157883,127.1,12.964,139.10,1.5,2.6,3.0
3182,1518260388.0,41.236854383,-8.547038183,125.1,13.170,124.40,1.0,?,?
3183,1518260389.0,41.236799317,-8.54689695,123.6,13.581,113.10,1.0,?,?
3184,1518260390.0,41.236760133,-8.546738917,122.4,13.890,107.40,1.0,?,?
3185,1518260391.0,41.236720583,-8.546580117,120.8,14.096,106.70,1.0,?,?
3186,1518260392.0,41.236689367,-8.546423833,119.9,14.044,105.40,1.5,2.6,3.0
3187,1518260393.0,41.236658367,-8.546265433,119.4,14.096,105.50,1.5,2.6,3.0
3188,1518260394.0,41.23662325,-8.5461067,119.0,14.044,106.60,1.8,2.9,3.3
3189,1518260395.0,41.236584083,-8.545949167,118.7,14.096,107.20,1.8,2.9,3.3
3190,1518260396.0,41.23654065,-8.545791767,118.7,13.941,106.80,1.5,1.7,2.3
3191,1518260397.0,41.236502733,-8.545628,119.2,13.839,106.10,1.5,1.7,2.3
3192,1518260398.0,41.236467967,-8.5454659,119.8,13.530,105.40,1.5,1.7,2.3
3193,1518260399.0,41.236433583,-8.545308017,120.4,13.221,106.10,1.5,1.7,2.3
3194,1518260400.0,41.23640005,-8.545155867,120.9,12.913,106.30,1.5,1.7,2.3
3195,1518260401.0,41.236367667,-8.545009283,121.3,12.450,106.10,1.5,1.7,2.3
3196,1518260402.0,41.2363369,-8.5448685,121.8,11.935,106.10,1.5,1.7,2.3
3197,1518260403.0,41.2363081,-8.544736233,122.2,11.061,106.20,1.5,1.7,2.3
3198,1518260404.0,41.236281617,-8.544618933,122.7,9.620,107.00,1.5,1.7,2.3
3199,1518260405.0,41.23625685,-8.544520317,123.1,8.025,109.40,1.5,1.7,2.3
3200,1518260406.0,41.236231633,-8.544446867,123.6,5.865,119.00,1.5,1.7,2.3
3201,1518260407.0,41.2362098,-8.544401067,123.8,3.550,126.30,1.5,1.7,2.3
3202,1518260408.0,41.23619945,-8.544373483,124.0,1.801,110.30,1.5,1.7,2.3
3203,1518260409.0,41.236196567,-8.544357633,124.2,0.926,92.20,1.6,1.8,2.4
3204,1518260410.0,41.236195317,-8.544346083,124.2,0.977,92.00,1.5,1.7,2.3
3205,1518260411.0,41.23619625,-8.5443165,124.4,2.984,82.60,1.5,1.7,2.3
3206,1518260412.0,41.236212817,-8.5442685,124.6,5.196,61.30,1.5,1.7,2.3
3207,1518260413.0,41.2362432,-8.544229567,124.8,4.681,39.10,1.2,1.7,2.1
3208,1518260414.0,41.236282533,-8.544196183,124.8,5.916,27.80,1.2,1.7,2.1
3209,1518260415.0,41.236336283,-8.544156733,125.1,7.665,26.70,1.2,1.7,2.1
3210,1518260416.0,41.236404117,-8.544114067,125.4,9.054,23.80,1.2,1.7,2.1
3211,1518260417.0,41.2364829,-8.54406775,126.0,10.186,23.60,1.2,1.8,2.2
3212,1518260418.0,41.236569417,-8.54401485,126.7,11.061,24.80,1.6,2.1,2.6
3213,1518260419.0,41.236656017,-8.5439605,127.3,10.546,25.40,1.6,2.1,2.6
3214,1518260420.0,41.236741267,-8.543906817,128.0,10.649,25.60,1.6,2.1,2.6
3215,1518260421.0,41.236831483,-8.5438496,128.6,11.472,25.60,1.6,2.1,2.6
3216,1518260422.0,41.236927767,-8.54378895,129.1,12.295,25.20,1.6,2.1,2.6
3217,1518260423.0,41.237030783,-8.543724683,129.4,13.067,25.00,1.6,2.1,2.6
3218,1518260424.0,41.237141567,-8.543656383,129.5,14.096,24.80,1.6,2.1,2.6
3219,1518260425.0,41.237256233,-8.54358625,129.5,14.147,24.60,1.6,2.1,2.6
3220,1518260426.0,41.2373708,-8.54351465,129.9,14.250,25.50,1.6,2.1,2.6
3221,1518260427.0,41.2374879,-8.543441367,130.6,14.559,25.20,1.6,2.1,2.6
3222,1518260428.0,41.237609267,-8.5433648,131.0,14.816,25.00,1.0,?,?
3223,1518260429.0,41.237731683,-8.543288383,131.6,15.228,25.00,1.6,2.1,2.6
3224,1518260430.0,41.237856267,-8.54321105,132.3,15.485,25.00,1.6,2.1,2.6
3225,1518260431.0,41.237981583,-8.543133,132.9,15.485,25.10,1.6,2.1,2.6
3226,1518260432.0,41.2381084,-8.5430543,132.9,14.765,25.20,1.4,?,?
3227,1518260433.0,41.238231967,-8.54298115,132.5,13.993,25.10,1.4,?,?
3228,1518260434.0,41.238347783,-8.5429152,132.2,12.913,25.00,1.4,?,?
3229,1518260435.0,41.23845105,-8.542855967,131.9,11.524,25.00,1.4,?,?
3230,1518260436.0,41.2385407,-8.542804467,131.7,9.929,25.00,2.2,?,?
3231,1518260437.0,41.238614917,-8.542761317,131.4,7.922,24.50,2.2,?,?
