,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
6481,52.105156,-1.928256,76,18.53,10.0,141.2,,13 / 23,648146,2019-08-16 11:40:12:515,-0.0864,0.3629,10.1119,0.0047,0.0263,9.8066,0.0197,-0.0147,0.0075,-17.4,-12.22,-21.16,147.02,3.2,-0.6
6482,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648246,2019-08-16 11:40:12:615,-0.1879,0.2917,9.8936,-0.014,0.0066,9.8066,-0.0187,-0.0083,-0.0032,-18.15,-11.47,-20.95,150.48,3.14,-0.46
6483,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648345,2019-08-16 11:40:12:714,-0.0593,0.681,10.1749,-0.0492,0.0192,9.8065,0.0271,-0.0105,0.0107,-17.31,-11.7,-21.52,150.48,3.14,-0.46
6484,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648445,2019-08-16 11:40:12:814,0.1843,-0.0359,9.277,0.0043,0.0016,9.8066,0.0271,-0.0105,0.0107,-17.74,-11.98,-21.02,148.15,2.83,-0.5
6485,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648545,2019-08-16 11:40:12:914,-0.017,0.2592,9.6401,0.0173,-0.001,9.8066,-0.0144,-0.0179,-0.0075,-17.74,-11.98,-21.02,148.15,2.83,-0.5
6486,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648646,2019-08-16 11:40:13:015,-0.0628,0.262,10.5889,-0.0075,0.0019,9.8066,-0.0208,-0.0499,0.0043,-17.09,-11.55,-21.78,146.85,2.92,-0.45
6487,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648746,2019-08-16 11:40:13:115,0.2279,0.1994,10.0692,-0.0183,-0.003,9.8066,0.0133,0.0034,0.0075,-18.27,-12.02,-20.53,146.85,2.92,-0.45
6488,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648846,2019-08-16 11:40:13:215,0.2057,0.2725,8.7373,0.0011,-0.0164,9.8066,-0.0027,-0.0382,0.0288,-17.85,-11.74,-21.06,148.18,2.84,-0.53
6489,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,648945,2019-08-16 11:40:13:314,0.1035,0.8674,10.6762,-0.0098,-0.0203,9.8066,-0.0655,-0.0147,-0.0181,-17.51,-11.83,-21.3,148.29,2.85,-0.66
6490,52.105034,-1.928098,76,18.47,10.0,141.3,,14 / 24,649046,2019-08-16 11:40:13:415,-0.0456,0.097,9.8123,-0.04,0.0233,9.8065,-0.0655,-0.0147,-0.0181,-17.51,-11.83,-21.3,148.29,2.85,-0.66
