,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
67315,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094137,2019-08-12 17:07:34:579,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67316,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094138,2019-08-12 17:07:34:580,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67317,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094138,2019-08-12 17:07:34:580,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67318,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094139,2019-08-12 17:07:34:581,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67319,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094139,2019-08-12 17:07:34:581,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67320,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094140,2019-08-12 17:07:34:582,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67321,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094140,2019-08-12 17:07:34:582,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67322,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094140,2019-08-12 17:07:34:582,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67323,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094141,2019-08-12 17:07:34:583,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67324,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094141,2019-08-12 17:07:34:583,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67325,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094141,2019-08-12 17:07:34:583,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67326,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094142,2019-08-12 17:07:34:584,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67327,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094142,2019-08-12 17:07:34:584,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67328,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094142,2019-08-12 17:07:34:584,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67329,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094143,2019-08-12 17:07:34:585,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67330,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094143,2019-08-12 17:07:34:585,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67331,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094143,2019-08-12 17:07:34:585,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67332,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094144,2019-08-12 17:07:34:586,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67333,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094144,2019-08-12 17:07:34:586,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67334,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094144,2019-08-12 17:07:34:586,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67335,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094145,2019-08-12 17:07:34:587,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67336,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094145,2019-08-12 17:07:34:587,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67337,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094145,2019-08-12 17:07:34:587,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67338,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094146,2019-08-12 17:07:34:588,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67339,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2094241,2019-08-12 17:07:34:683,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67340,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094554,2019-08-12 17:07:34:996,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67341,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094555,2019-08-12 17:07:34:997,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67342,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094555,2019-08-12 17:07:34:997,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67343,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094556,2019-08-12 17:07:34:998,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67344,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094556,2019-08-12 17:07:34:998,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67345,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094556,2019-08-12 17:07:34:998,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67346,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094557,2019-08-12 17:07:34:999,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67347,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094558,2019-08-12 17:07:35:000,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67348,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094575,2019-08-12 17:07:35:017,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67349,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094675,2019-08-12 17:07:35:117,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67350,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094994,2019-08-12 17:07:35:436,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67351,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094995,2019-08-12 17:07:35:437,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67352,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094996,2019-08-12 17:07:35:438,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67353,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094996,2019-08-12 17:07:35:438,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67354,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094997,2019-08-12 17:07:35:439,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67355,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094997,2019-08-12 17:07:35:439,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67356,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094997,2019-08-12 17:07:35:439,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67357,48.37912,-2.368217,123.44,31.05,26.8,300.6,Nov-23,2094998,2019-08-12 17:07:35:440,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67358,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095016,2019-08-12 17:07:35:458,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67359,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095116,2019-08-12 17:07:35:558,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67360,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095463,2019-08-12 17:07:35:905,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67361,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095463,2019-08-12 17:07:35:905,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67362,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095464,2019-08-12 17:07:35:906,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67363,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095464,2019-08-12 17:07:35:906,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67364,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095465,2019-08-12 17:07:35:907,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67365,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095465,2019-08-12 17:07:35:907,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67366,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095466,2019-08-12 17:07:35:908,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67367,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095467,2019-08-12 17:07:35:909,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67368,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095472,2019-08-12 17:07:35:914,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67369,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095572,2019-08-12 17:07:36:014,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67370,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095921,2019-08-12 17:07:36:363,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67371,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095922,2019-08-12 17:07:36:364,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67372,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095922,2019-08-12 17:07:36:364,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67373,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095923,2019-08-12 17:07:36:365,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67374,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095923,2019-08-12 17:07:36:365,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67375,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095923,2019-08-12 17:07:36:365,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67376,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095924,2019-08-12 17:07:36:366,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67377,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095924,2019-08-12 17:07:36:366,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67378,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095925,2019-08-12 17:07:36:367,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67379,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095926,2019-08-12 17:07:36:368,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67380,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095926,2019-08-12 17:07:36:368,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67381,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095926,2019-08-12 17:07:36:368,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67382,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095927,2019-08-12 17:07:36:369,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67383,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095927,2019-08-12 17:07:36:369,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67384,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095928,2019-08-12 17:07:36:370,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67385,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095929,2019-08-12 17:07:36:371,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67386,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095929,2019-08-12 17:07:36:371,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67387,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095930,2019-08-12 17:07:36:372,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67388,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095931,2019-08-12 17:07:36:373,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67389,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095932,2019-08-12 17:07:36:374,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67390,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095932,2019-08-12 17:07:36:374,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67391,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095933,2019-08-12 17:07:36:375,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67392,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095934,2019-08-12 17:07:36:376,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67393,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095935,2019-08-12 17:07:36:377,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67394,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095936,2019-08-12 17:07:36:378,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67395,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095936,2019-08-12 17:07:36:378,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67396,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095937,2019-08-12 17:07:36:379,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67397,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095938,2019-08-12 17:07:36:380,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67398,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095938,2019-08-12 17:07:36:380,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67399,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095940,2019-08-12 17:07:36:382,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67400,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095942,2019-08-12 17:07:36:384,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67401,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095943,2019-08-12 17:07:36:385,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67402,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095943,2019-08-12 17:07:36:385,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67403,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095943,2019-08-12 17:07:36:385,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67404,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095944,2019-08-12 17:07:36:386,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67405,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095944,2019-08-12 17:07:36:386,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67406,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095945,2019-08-12 17:07:36:387,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67407,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095945,2019-08-12 17:07:36:387,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
67408,48.37912,-2.368217,123.44,31.05,26.8,300.6,0 / 23,2095946,2019-08-12 17:07:36:388,0.5814,-0.0112,9.2965,0.2989,-0.1827,9.8004,-0.0155,0.0053,-0.0094
